Fishnet_ID,AET_mean,PT_mean,SM_mean,GDP_Mean,Pesticide
290,NA,NA,NA,NA,0
291,NA,NA,NA,NA,0
292,NA,NA,NA,NA,0
293,NA,NA,NA,NA,0
294,NA,NA,NA,NA,0
295,NA,NA,NA,NA,0
296,NA,NA,NA,NA,0
297,NA,NA,NA,NA,0
298,NA,NA,NA,NA,0
299,NA,NA,NA,NA,0
300,NA,NA,NA,NA,0
301,NA,NA,NA,NA,0
302,NA,NA,NA,NA,0
303,NA,NA,NA,NA,0
304,853.5208333,174.0548341,2780.570777,3807.754204,976736
305,NA,NA,NA,NA,0
306,NA,NA,NA,NA,0
307,NA,NA,NA,NA,0
308,NA,NA,NA,NA,0
309,NA,NA,NA,NA,0
310,NA,NA,NA,NA,0
311,NA,NA,NA,NA,0
312,NA,NA,NA,NA,0
313,NA,NA,NA,NA,0
314,NA,NA,NA,NA,0
315,NA,NA,NA,NA,0
316,NA,NA,NA,NA,0
317,NA,NA,NA,NA,0
318,NA,NA,NA,NA,0
319,NA,NA,NA,NA,0
320,NA,NA,NA,NA,0
321,NA,NA,NA,NA,0
322,NA,NA,NA,NA,0
323,NA,NA,NA,NA,0
324,NA,NA,NA,NA,0
325,NA,NA,NA,NA,0
326,NA,NA,NA,NA,0
327,NA,NA,NA,NA,0
328,NA,NA,NA,NA,0
329,NA,NA,NA,NA,0
330,NA,NA,NA,NA,0
331,NA,NA,NA,NA,0
332,NA,NA,NA,NA,0
333,NA,NA,NA,NA,0
334,NA,NA,NA,NA,0
335,NA,NA,NA,NA,0
336,2.767857143,NA,NA,NA,0
337,NA,NA,NA,NA,0
338,NA,NA,NA,NA,0
339,NA,NA,NA,NA,0
340,NA,NA,NA,NA,0
341,NA,NA,NA,NA,0
342,NA,NA,NA,NA,0
343,NA,NA,NA,NA,0
344,NA,NA,NA,NA,0
345,NA,NA,NA,NA,0
346,NA,NA,NA,NA,0
347,NA,NA,NA,NA,0
348,NA,NA,NA,NA,0
349,NA,NA,NA,NA,0
350,NA,NA,NA,NA,0
351,NA,NA,NA,NA,0
352,NA,NA,NA,NA,0
353,NA,NA,NA,NA,0
354,NA,NA,NA,NA,0
355,NA,NA,NA,NA,0
356,685.0357143,77.52109705,1055.644935,387.1450508,55
357,NA,NA,NA,NA,0
358,NA,NA,NA,NA,0
359,NA,NA,NA,NA,0
360,NA,NA,NA,NA,0
361,NA,NA,NA,NA,0
362,NA,NA,NA,NA,0
363,783.625,138.566369,1423.189665,454.770298,320037
364,NA,NA,NA,NA,0
365,NA,NA,NA,NA,0
366,NA,NA,NA,NA,0
367,NA,NA,NA,NA,0
368,NA,NA,NA,NA,0
369,NA,NA,NA,NA,0
370,NA,NA,NA,NA,0
371,NA,NA,NA,NA,0
372,NA,NA,NA,NA,0
373,NA,NA,NA,NA,0
374,NA,NA,NA,NA,0
375,NA,NA,NA,NA,0
376,528.6666667,54.91939484,154.7050183,3807.754204,976736
377,NA,NA,NA,NA,0
378,NA,NA,NA,NA,0
379,NA,NA,NA,NA,0
380,NA,NA,NA,NA,0
381,NA,NA,NA,NA,0
382,NA,NA,NA,NA,0
383,NA,NA,NA,NA,0
384,NA,NA,NA,NA,0
385,4.392857143,43.55627706,500,NA,0
386,NA,NA,NA,NA,0
387,NA,NA,NA,NA,0
388,NA,NA,NA,NA,0
389,NA,NA,NA,NA,0
390,NA,NA,NA,NA,0
391,316.75,39.59375,347.4604863,23616.9058,271772
392,NA,NA,NA,NA,0
393,600.7827381,65.05208333,59.40796703,1627.976264,71540
394,NA,NA,NA,NA,0
395,NA,NA,NA,NA,0
396,NA,NA,NA,NA,0
397,NA,NA,NA,NA,0
398,432.6547619,88.32142857,NA,2161.113229,211358
399,NA,NA,NA,NA,0
400,NA,NA,NA,NA,0
401,NA,NA,NA,NA,0
402,NA,NA,NA,NA,0
403,NA,NA,NA,NA,0
404,NA,NA,NA,NA,0
405,NA,NA,NA,NA,0
406,NA,NA,NA,NA,0
407,NA,NA,NA,NA,0
408,NA,NA,NA,NA,0
409,NA,NA,NA,NA,0
410,NA,NA,NA,NA,0
411,NA,NA,NA,NA,0
412,NA,NA,NA,NA,0
413,NA,73.72515528,666.9832029,NA,0
414,NA,NA,NA,NA,0
415,NA,NA,NA,NA,0
416,NA,NA,NA,NA,0
417,NA,NA,NA,NA,0
418,NA,NA,NA,NA,0
419,NA,NA,NA,NA,0
420,NA,NA,NA,NA,0
421,NA,NA,NA,NA,0
422,NA,NA,NA,NA,0
423,NA,NA,NA,NA,0
424,NA,NA,NA,NA,0
425,NA,NA,NA,NA,0
426,NA,NA,NA,NA,0
427,NA,NA,NA,NA,0
428,106.8154762,30.35615079,245.397343,23616.9058,271772
429,NA,NA,NA,NA,0
430,NA,NA,NA,NA,0
431,NA,NA,NA,NA,0
432,NA,NA,NA,NA,0
433,NA,NA,NA,NA,0
434,NA,NA,NA,NA,0
435,NA,NA,NA,NA,0
436,NA,NA,NA,NA,0
437,NA,NA,NA,NA,0
438,NA,NA,NA,NA,0
439,NA,NA,NA,NA,0
440,NA,NA,NA,NA,0
441,NA,NA,NA,NA,0
442,NA,NA,NA,NA,0
443,NA,NA,NA,NA,0
444,NA,NA,NA,NA,0
445,NA,NA,NA,NA,0
446,NA,NA,NA,NA,0
447,NA,NA,NA,NA,0
448,NA,NA,NA,NA,0
449,NA,NA,NA,NA,0
450,NA,NA,NA,NA,0
451,NA,NA,NA,NA,0
452,NA,NA,NA,NA,0
453,NA,NA,NA,NA,0
454,NA,NA,NA,NA,0
455,NA,NA,NA,NA,0
456,NA,NA,NA,NA,0
457,NA,NA,NA,NA,0
458,NA,NA,NA,NA,0
459,NA,NA,NA,NA,0
460,NA,NA,NA,NA,0
461,NA,NA,NA,NA,0
462,2.666666667,28.65128968,500,NA,0
463,NA,NA,NA,NA,0
464,718.6130952,88.48003472,364.0114723,990.4634249,8940649
465,NA,NA,NA,NA,0
466,NA,NA,NA,NA,0
467,NA,NA,NA,NA,0
468,18.7797619,63.9510582,500,NA,0
469,170.0922619,16.8319161,46.78531028,767.312629,67984
470,NA,NA,NA,NA,0
471,NA,NA,NA,NA,0
472,NA,NA,NA,NA,0
473,NA,NA,NA,NA,0
474,NA,NA,NA,NA,0
475,NA,NA,NA,NA,0
476,NA,NA,NA,23616.9058,271772
477,NA,NA,NA,NA,0
478,NA,NA,NA,NA,0
479,2.666666667,26.96329365,500,NA,0
480,NA,NA,NA,NA,0
481,NA,NA,NA,NA,0
482,NA,NA,NA,NA,0
483,NA,NA,NA,NA,0
484,NA,NA,NA,NA,0
485,NA,NA,NA,NA,0
486,NA,NA,NA,NA,0
487,NA,NA,NA,NA,0
488,NA,NA,NA,NA,0
489,NA,NA,NA,NA,0
490,NA,NA,NA,NA,0
491,NA,NA,NA,NA,0
492,NA,NA,NA,NA,0
493,331.3214286,34.44047619,41.78571429,19846.09679,0
494,NA,NA,NA,NA,0
495,NA,NA,NA,NA,0
496,NA,NA,NA,NA,0
497,NA,NA,NA,NA,0
498,NA,NA,NA,NA,0
499,NA,NA,NA,NA,0
500,NA,NA,NA,NA,0
501,NA,NA,NA,NA,0
502,NA,NA,NA,NA,0
503,NA,NA,NA,NA,0
504,NA,NA,NA,NA,0
505,NA,NA,NA,NA,0
506,54.5,5.905603656,1.746794872,185.0552126,0
507,NA,NA,NA,NA,0
508,NA,NA,NA,NA,0
509,NA,NA,NA,NA,0
510,NA,NA,NA,16263.81595,23867
511,NA,NA,NA,NA,0
512,NA,NA,NA,NA,0
513,NA,NA,NA,NA,0
514,NA,NA,NA,NA,0
515,NA,NA,NA,NA,0
516,NA,NA,NA,NA,0
517,NA,NA,NA,NA,0
518,NA,NA,NA,NA,0
519,NA,NA,NA,NA,0
520,NA,NA,NA,NA,0
521,NA,NA,NA,NA,0
522,NA,NA,NA,NA,0
523,NA,NA,NA,NA,0
524,NA,NA,NA,NA,0
525,NA,NA,NA,NA,0
526,NA,NA,NA,NA,0
527,NA,NA,NA,NA,0
528,NA,NA,NA,NA,0
529,NA,NA,NA,NA,0
530,NA,NA,NA,NA,0
531,NA,NA,NA,NA,0
532,NA,NA,NA,NA,0
533,NA,NA,NA,NA,0
534,NA,NA,NA,NA,0
535,NA,NA,NA,NA,0
536,NA,NA,NA,NA,0
537,NA,NA,NA,NA,0
538,NA,NA,NA,NA,0
539,NA,NA,NA,NA,0
540,19.13095238,79.92619048,500,NA,0
541,297.1369048,45.91666667,273.3269841,23616.9058,271772
542,NA,NA,NA,NA,0
543,NA,NA,NA,NA,0
544,NA,NA,NA,NA,0
545,NA,NA,NA,NA,0
546,NA,NA,NA,NA,0
547,NA,NA,NA,NA,0
548,NA,NA,NA,NA,0
549,NA,NA,NA,NA,0
550,NA,NA,NA,NA,0
551,NA,NA,NA,NA,0
552,NA,NA,NA,NA,0
553,NA,NA,NA,NA,0
554,NA,NA,NA,NA,0
555,NA,NA,NA,NA,0
556,428.547619,66.83008658,695.0666667,29141.21247,234122
557,NA,NA,NA,NA,0
558,173.9166667,20.25952381,1.072981366,21431.4599,230760
559,NA,NA,NA,NA,0
560,NA,NA,NA,NA,0
561,NA,NA,NA,NA,0
562,NA,NA,NA,NA,0
563,NA,NA,NA,NA,0
564,NA,NA,NA,NA,0
565,NA,NA,NA,NA,0
566,833.952381,150.9169372,3478.870147,972.8034761,26397
567,NA,NA,NA,NA,0
568,NA,NA,NA,NA,0
569,NA,NA,NA,NA,0
570,NA,NA,NA,NA,0
571,NA,NA,NA,NA,0
572,NA,NA,NA,NA,0
573,NA,NA,NA,NA,0
574,NA,NA,NA,NA,0
575,NA,NA,NA,NA,0
576,438.1904762,49.53637566,428.6829518,2023.86319,100557
577,NA,NA,NA,NA,0
578,NA,NA,NA,NA,0
579,412.0178571,179.1852381,325.9547484,5002.57738,96527
580,NA,NA,NA,NA,0
581,NA,NA,NA,NA,0
582,NA,NA,NA,NA,0
583,NA,NA,NA,NA,0
584,NA,NA,NA,NA,0
585,NA,NA,NA,NA,0
586,NA,NA,NA,NA,0
587,NA,NA,NA,NA,0
588,NA,NA,NA,NA,0
589,NA,NA,NA,NA,0
590,NA,NA,NA,NA,0
591,NA,NA,NA,NA,0
592,NA,NA,NA,NA,0
593,NA,NA,NA,NA,0
594,NA,NA,NA,NA,0
595,NA,NA,NA,NA,0
596,NA,NA,NA,NA,0
597,NA,NA,NA,NA,0
598,NA,NA,NA,NA,0
599,493.6994048,54.02242063,205.5152492,609.3283481,280
600,NA,NA,NA,NA,0
601,NA,NA,NA,NA,0
602,NA,NA,NA,NA,0
603,NA,NA,NA,NA,0
604,NA,NA,NA,NA,0
605,NA,NA,NA,NA,0
606,NA,NA,NA,NA,0
607,NA,NA,NA,NA,0
608,NA,NA,NA,NA,0
609,NA,NA,NA,NA,0
610,NA,NA,NA,NA,0
611,NA,NA,NA,NA,0
612,NA,NA,NA,NA,0
613,NA,NA,NA,NA,0
614,NA,NA,NA,NA,0
615,NA,NA,NA,NA,0
616,NA,NA,NA,NA,0
617,NA,NA,NA,NA,0
618,NA,NA,NA,NA,0
619,NA,NA,NA,NA,0
620,NA,NA,NA,NA,0
621,NA,NA,NA,NA,0
622,NA,NA,NA,NA,0
623,NA,NA,NA,NA,0
624,NA,NA,NA,NA,0
625,NA,NA,NA,NA,0
626,NA,NA,NA,NA,0
627,NA,NA,NA,NA,0
628,NA,NA,NA,NA,0
629,NA,NA,NA,NA,0
630,NA,NA,NA,NA,0
631,NA,NA,NA,NA,0
632,NA,NA,NA,NA,0
633,NA,NA,NA,NA,0
634,NA,NA,NA,NA,0
635,NA,NA,NA,NA,0
636,NA,NA,NA,NA,0
637,1224.666667,421.2420635,483.4791667,1061.330138,0
638,NA,NA,NA,NA,0
639,NA,NA,NA,NA,0
640,NA,NA,NA,NA,0
641,125.375,12.99348073,2.989297161,767.312629,67984
642,NA,NA,NA,NA,0
643,NA,NA,NA,NA,0
644,487.3531746,59.7037037,283.461515,609.3283481,280
645,NA,NA,NA,NA,0
646,NA,NA,NA,NA,0
647,NA,NA,NA,NA,0
648,NA,NA,NA,NA,0
649,NA,NA,NA,NA,0
650,NA,NA,NA,NA,0
651,49.61607143,5.597985348,0.457875458,7861.749805,1062
652,NA,NA,NA,NA,0
653,NA,NA,NA,NA,0
654,NA,NA,NA,NA,0
655,NA,NA,NA,NA,0
656,NA,NA,NA,NA,0
657,NA,NA,NA,NA,0
658,NA,NA,NA,NA,0
659,NA,NA,NA,NA,0
660,NA,NA,NA,NA,0
661,NA,NA,NA,NA,0
662,NA,NA,NA,NA,0
663,NA,NA,NA,NA,0
664,NA,NA,NA,NA,0
665,517.4583333,53.29031385,76.86697513,21431.4599,230760
666,NA,NA,NA,NA,0
667,NA,NA,NA,NA,0
668,NA,NA,NA,NA,0
669,NA,NA,NA,NA,0
670,NA,NA,NA,NA,0
671,215.1488095,24.60404266,56.73418983,35687.73944,2968759
672,NA,NA,NA,NA,0
673,NA,NA,NA,NA,0
674,NA,NA,NA,NA,0
675,908.75,262.1294092,4180.238991,198.071065,0
676,NA,NA,NA,NA,0
677,NA,NA,NA,NA,0
678,NA,NA,NA,NA,0
679,NA,NA,NA,NA,0
680,NA,NA,NA,NA,0
681,NA,NA,NA,NA,0
682,NA,NA,NA,NA,0
683,NA,NA,NA,NA,0
684,NA,NA,NA,NA,0
685,NA,NA,NA,NA,0
686,NA,NA,NA,NA,0
687,NA,NA,NA,NA,0
688,NA,NA,NA,NA,0
689,NA,NA,NA,NA,0
690,NA,NA,NA,NA,0
691,NA,NA,NA,NA,0
692,NA,NA,NA,NA,0
693,NA,NA,NA,NA,0
694,NA,NA,NA,NA,0
695,NA,NA,NA,NA,0
696,NA,NA,NA,NA,0
697,NA,NA,NA,NA,0
698,NA,NA,NA,NA,0
699,NA,NA,NA,NA,0
700,NA,NA,NA,NA,0
701,NA,NA,NA,NA,0
702,NA,NA,NA,NA,0
703,NA,NA,NA,NA,0
704,NA,NA,NA,NA,0
705,NA,NA,NA,NA,0
706,NA,NA,NA,NA,0
707,NA,NA,NA,NA,0
708,NA,NA,NA,NA,0
709,NA,NA,NA,NA,0
710,0,NA,NA,NA,0
711,NA,NA,NA,NA,0
712,NA,NA,NA,NA,0
713,NA,NA,NA,NA,0
714,NA,NA,NA,NA,0
715,NA,NA,NA,NA,0
716,NA,NA,NA,NA,0
717,NA,NA,NA,NA,0
718,760.8958333,96.93585203,752.1620175,591.8145957,0
719,NA,NA,NA,NA,0
720,NA,NA,NA,NA,0
721,NA,NA,NA,NA,0
722,NA,NA,NA,NA,0
723,NA,NA,NA,NA,0
724,NA,NA,NA,NA,0
725,NA,NA,NA,NA,0
726,NA,NA,NA,NA,0
727,NA,NA,NA,NA,0
728,NA,NA,NA,NA,0
729,NA,NA,NA,NA,0
730,NA,NA,NA,NA,0
731,NA,NA,NA,NA,0
732,NA,NA,NA,NA,0
733,107.4434524,14.37819665,1.578798186,6448.150281,615513
734,NA,NA,NA,NA,0
735,NA,NA,NA,NA,0
736,NA,NA,NA,NA,0
737,NA,NA,NA,NA,0
738,NA,NA,NA,NA,0
739,NA,NA,NA,NA,0
740,NA,NA,NA,NA,0
741,NA,NA,NA,NA,0
742,NA,NA,NA,NA,0
743,NA,NA,NA,NA,0
744,NA,NA,NA,NA,0
745,NA,NA,NA,NA,0
746,NA,NA,NA,NA,0
747,NA,NA,NA,NA,0
748,NA,NA,NA,NA,0
749,NA,NA,NA,NA,0
750,NA,NA,NA,NA,0
751,NA,NA,NA,NA,0
752,NA,NA,NA,NA,0
753,NA,NA,NA,NA,0
754,NA,NA,NA,NA,0
755,NA,NA,NA,NA,0
756,NA,NA,NA,NA,0
757,NA,NA,NA,NA,0
758,463.1845238,49.33498677,67.84409341,35687.73944,2968759
759,NA,NA,NA,NA,0
760,NA,NA,NA,NA,0
761,NA,NA,NA,NA,0
762,NA,NA,NA,NA,0
763,NA,NA,NA,NA,0
764,NA,NA,NA,NA,0
765,NA,NA,NA,NA,0
766,NA,NA,NA,NA,0
767,NA,NA,NA,NA,0
768,NA,NA,NA,NA,0
769,NA,NA,NA,35687.73944,2968759
770,NA,NA,NA,NA,0
771,NA,NA,NA,NA,0
772,290.1785714,43.12003968,335.1591711,23616.9058,271772
773,NA,NA,NA,NA,0
774,NA,NA,NA,NA,0
775,NA,NA,NA,NA,0
776,NA,NA,NA,NA,0
777,NA,NA,NA,NA,0
778,NA,NA,NA,NA,0
779,NA,NA,NA,NA,0
780,NA,NA,NA,NA,0
781,NA,NA,NA,NA,0
782,NA,NA,NA,NA,0
783,NA,NA,NA,NA,0
784,NA,NA,NA,NA,0
785,NA,NA,NA,NA,0
786,NA,NA,NA,NA,0
787,888.4285714,187.0965007,2167.337806,3807.754204,976736
788,NA,NA,NA,NA,0
789,NA,NA,NA,NA,0
790,NA,NA,NA,NA,0
791,NA,NA,NA,NA,0
792,NA,NA,NA,NA,0
793,NA,NA,NA,NA,0
794,NA,NA,NA,NA,0
795,NA,NA,NA,NA,0
796,NA,NA,NA,NA,0
797,NA,NA,NA,NA,0
798,NA,NA,NA,NA,0
799,NA,NA,NA,NA,0
800,NA,NA,NA,NA,0
801,NA,NA,NA,NA,0
802,NA,NA,NA,NA,0
803,NA,NA,NA,NA,0
804,NA,NA,NA,NA,0
805,NA,NA,NA,NA,0
806,NA,NA,NA,NA,0
807,NA,NA,NA,NA,0
808,724.5446429,78.62094156,503.1579142,NA,0
809,NA,NA,NA,NA,0
810,971.0119048,247.739011,1140.630952,1851.05773,0
811,NA,NA,NA,NA,0
812,NA,NA,NA,NA,0
813,NA,NA,NA,NA,0
814,NA,NA,NA,NA,0
815,574.6190476,59.48571429,632.3613445,21431.4599,230760
816,NA,NA,NA,NA,0
817,NA,NA,NA,NA,0
818,NA,NA,NA,NA,0
819,NA,NA,NA,NA,0
820,NA,NA,NA,NA,0
821,NA,NA,NA,NA,0
822,NA,NA,NA,NA,0
823,NA,NA,NA,NA,0
824,NA,NA,NA,NA,0
825,NA,NA,NA,NA,0
826,310.6547619,30.99275794,2.854249917,21431.4599,230760
827,NA,NA,NA,NA,0
828,889.9821429,163.9984668,2036.067237,3807.754204,976736
829,NA,NA,NA,NA,0
