"","COUNTRY.x","FISHNET_ID","Latitude","Longitude","maize_HgHa","AET_mean","maize_Fertilizer","Pesticide","GDP_Mean","FISHNET_ID.1"
"1137","Myanmar",2688,10.3931,98.8801,0.458501121572176,3.0256118219968,1.76545696210486,3.59228781595213,2.23757342070395,2688
"1170","Russian Federation",2728,58.5705,36.0448,0.431680486089775,2.58716956309482,1.348316682903,5.32502074550366,3.33487843404016,2728
"1177","Chile",2735,-54.0261,-69.87,1.01535974103055,2.18763820895548,2.44427418997118,4.98465330797233,3.69928062050879,2735
"1183","Congo DRC",2740,-6.75027,27.96,0.28001910210179,2.85687627639459,1.19044479193919,0,2.26709515600535,2740
"1207","Russian Federation",2760,54.6099,74.6724,0.530199711654681,2.30262979882118,1.30683429135015,5.32502074550366,3.33487843404016,2760
"1238","Canada",2795,52.47,-108.584,0.850658453509724,2.38396489061893,2.21219599126881,5.43420630841758,4.37324138608759,2795
"1239","Chile",2798,-41.382,-72.6097,0.909434816889891,2.69899068451257,2.47052366242751,4.98465330797233,3.69928062050879,2798
"1333","India",2903,16.5103,77.3673,0.530660236406725,2.68426546673157,1.82974589915373,5.50520154772776,2.65874601931954,2903
"1350","Kazakhstan",2917,55.1279,69.2825,0.110895662619669,2.17396629810017,0.903259550875345,4.50851625226694,3.17598650936112,2917
"1389","Germany",2952,50.2203,12.6886,0.827827217957535,2.6806951537781,2.21299217838468,5.36638186074997,4.41865905031594,2952
"1427","Russian Federation",2990,56.1441,58.5027,0.484096387814042,2.33859876867732,1.32860791482437,5.32502074550366,3.33487843404016,2990
"1428","Russian Federation",2990,56.1441,58.5027,0.484096387814042,2.33859876867732,1.32860791482437,5.32502074550366,3.33487843404016,2990
"1445","China",3005,31.3165,100.724,0.585670711219265,2.58436488303439,2.20026188251522,6.95136909386879,2.99627669770714,3005
"1506","Myanmar",3068,14.7695,98.9269,0.597332296250133,2.97280184542228,1.96381355791769,3.59228781595213,2.23757342070395,3068
"1521","United States",3079,47.2505,-88.821,0.857469632273451,2.74281861439962,1.97231247972763,6.47257508985315,4.55253120853509,3079
"1533","Argentina",3092,-28.9459,-66.3631,0.664295229187625,2.37478106730902,1.45979596538701,5.78923793550226,3.80950249718057,3092
"1579","Angola",3131,-11.2146,18.0785,0.123796320408743,2.9378699896569,0.795477789865321,2.44870631990508,2.7855635422284,3131
"1775","Tanzania",3297,-8.54258,36.0448,0.304689627260069,2.81630838866581,0.851171460150744,1.7481880270062,2.58899405288781,3297
"1782","China",3302,39.3978,108.808,0.820850720653795,2.55996003267527,2.2064023030951,6.95136909386879,2.99627669770714,3302
"1808","Australia",3321,-17.381,122.465,0.323401946764348,2.80747865183613,1.51615911616375,5.36316241230006,4.33107201983724,3321
"1822","South Africa",3335,-32.8185,18.9768,0.687523678128354,2.1903233590758,1.9081032524949,5.25389021628127,3.49225402986176,3335
"1912","Uganda",3409,-0.435754,30.6549,0.417671207260263,2.89290748077285,1.95662820950051,2.79028516403324,2.42066321182124,3409
"2076","Brazil",3512,-22.4398,-50.1934,0.597247466635717,2.8775273144218,2.13703504858235,5.98977763964001,3.58078294659351,3512
"2150","Bangladesh",3560,21.678,92.0491,0.344016007981836,2.93534529285453,1.51855383417905,4.35812528527665,2.61998209528875,3560
"2197","Colombia",3592,6.78286,-71.753,0.439384389010636,2.96248208377222,1.9506321235588,5.6784582838221,3.39165397941092,3592
"2355","Tanzania",3679,-8.54258,31.5533,0.43713711629699,2.80081114562461,1.24132165210681,1.7481880270062,2.58899405288781,3679
"2386","Chile",3693,-51.3288,-73.5158,1.01535974103055,2.63648491124556,2.5189232044224,4.98465330797233,3.69928062050879,3693
"2391","Afghanistan",3695,36.5542,64.7909,0.242887623481048,2.0593582753093,1.25829692011963,0,2.26964184190232,3695
"2406","Tajikistan",3705,39.3978,67.4859,0.692675585823077,2.21674696137492,1.91854133078353,3.56726169235387,2.26751551150824,3705
"2523","Bolivia",3767,-21.6022,-67.2614,0.214682696753538,1.85826499791947,0.320377354698236,4.4215710245264,2.98847132047518,3767
"2626","India",3820,22.4701,74.6724,0.295613489810877,2.68482933812569,1.90764651846016,5.50520154772776,2.65874601931954,3820
"2687","United States",3850,44.1032,-118.465,0.60969818723058,2.13776654935435,2.04643626407797,6.47257508985315,4.55253120853509,3850
"2695","Mozambique",3854,-26.5552,32.4411,0.256172889234575,2.79794317792431,1.35149314837469,2.72916478969277,2.50009459561958,3854
"2733","Russian Federation",3873,62.1276,45.9263,0.014182062930978,2.61479681272587,1.31345475049505,5.32502074550366,3.33487843404016,3873
"2894","Turkmenistan",3933,40.0912,62.9943,0.0878701102070526,2.21029622038618,2.01007922212574,4.83241310188512,2.88553797188383,3933
"3037","Germany",3985,51.3591,12.6886,0.981660710887093,2.69832066251296,2.34257484160974,5.36638186074997,4.41865905031594,3985
"3074","Zambia",3995,-16.4788,23.4684,0.225256502433029,2.77918620492389,1.43682066662767,4.06785166051235,2.58561693011275,3995
"3199","Australia",4035,-20.1698,148.228,0.605668994347453,2.88318357911215,1.52741221852572,5.36316241230006,4.33107201983724,4035
"3309","China",4073,42.1292,124.978,0.870849991936162,2.73153120841035,2.45692382487731,6.95136909386879,2.99627669770714,4073
"4056","Indonesia",4266,-3.14718,103.418,0.5111104027978,2.99150823323956,1.92156233825329,4.0484418035504,2.91077933629609,4266
"4107","Australia",4276,-29.733,147.436,0.261795304292252,2.53180193267503,1.74315421959358,5.36316241230006,4.33107201983724,4276
"4478","Cuba",4340,20.9855,-77.9777,0.482873578180073,2.96258494089489,1.75177811792708,0,3.43335218547393,4340
"4628","China",4364,36.5542,79.164,0.741512595297984,1.72261433812545,2.32141515100556,6.95136909386879,2.99627669770714,4364
"4689","Laos",4372,19.9433,99.8252,0.678576504601661,2.93436166062449,2.00009662698136,1.17609125905568,2.5001937426211,4372
"5171","Angola",4441,-14.7378,17.1802,0.18281175668774,2.88543021749694,0.739605443547864,2.44870631990508,2.7855635422284,4441
"6004","Argentina",4544,-37.9641,-59.1766,0.888119212975669,2.88254825371348,1.81888365243563,5.78923793550226,3.80950249718057,4544
"6348","Ethiopia",4584,7.6799,42.333,0.0807134929288592,2.61945049731097,1.13324627926079,3.63648789635337,2.09437779351545,4584
"6514","Australia",4603,-35.0643,142.046,0.561441225079246,2.22471646163055,1.82265336937519,5.36316241230006,4.33107201983724,4603
"7087","New Zealand",4669,-40.7878,175.389,0.778151250383644,2.85697690154854,2.65469389972037,4.37781602917206,4.21124915324027,4669
"7190","United States",4680,33.601,-96.9058,0.865000445220331,2.84985796222679,2.31851752412782,6.47257508985315,4.55253120853509,4680
"8105","Nigeria",4785,7.6799,7.29875,0.349375956395663,2.92854062953356,1.41640218950693,0,2.77291888787602,4785
"8186","China",4794,29.7614,103.418,0.670520656239723,2.75592020568688,2.40615680804572,6.95136909386879,2.99627669770714,4794
"8245","Argentina",4800,-40.0662,-67.2614,0.372502864272641,2.45825103780851,1.4651251052376,5.78923793550226,3.80950249718057,4800
"8412","India",4820,12.2325,79.8125,0.411747023451332,2.931945957663,1.33120265756926,5.50520154772776,2.65874601931954,4820
"8627","Botswana",4845,-19.9125,26.1634,0.0231681546868675,2.56959682480208,1.21187176789,2.07918124604762,3.53572152828684,4845
"8634","Mexico",4846,28.1817,-107.686,0.511650149720067,2.74778160908691,2.09988156215278,5.19781516944518,3.82053390533369,4846
"8778","China",4862,32.0845,100.724,0.503893628462511,2.56597424475435,2.0156113888461,6.95136909386879,2.99627669770714,4862
"8841","Turkey",4869,36.5553,33.3485,0.882061537663502,2.47781006454463,2.44990680839095,5.33782451404581,3.5953428256262,4869
"1073","Indonesia",2614,-3.75374,116.031,0.361586984507752,3.00929151192686,1.71540742804794,4.0484418035504,2.91077933629609,2614
"1112","Brazil",2664,-0.437725,-51.12,0.0961190279605046,2.96908988051531,1.52846050552141,5.98977763964001,3.58078294659351,2664
"1249","Botswana",2808,-21.6022,20.7735,0.0583626090366515,2.50104295216717,0.807204837082312,2.07918124604762,3.53572152828684,2808
"1268","Brazil",2824,-7.64738,-39.4136,0.407366652483771,2.77163559319476,1.97985646475342,5.98977763964001,3.58078294659351,2824
"1837","Guyana",3344,5.88412,-60.0749,0.206327063047556,2.98746010059825,1.74920569271055,3.30770992340481,2.98460650671991,3344
"1959","Brazil",3438,-3.15716,-43.8975,0.172504648996933,2.95546344167575,1.95822783553819,5.98977763964001,3.58078294659351,3438
"2240","Argentina",3616,-49.6193,-72.6513,0.0404045273313089,2.68417721206128,0.0694469151607567,5.78923793550226,3.80950249718057,3616
"2421","United States",3710,37.9899,-110.381,0.102987178829613,2.19426649937594,1.81186231323148,6.47257508985315,4.55253120853509,3710
"2875","Brazil",3928,-8.54258,-55.5833,0.237801152726649,2.95216950080953,1.61292805974952,5.98977763964001,3.58078294659351,3928
"3454","Russian Federation",4115,53.0152,102.52,0.418007668356826,2.32170813177996,1.2916506558652,5.32502074550366,3.33487843404016,4115
"4083","Brazil",4272,-12.9808,-39.4153,0.220699316683935,2.84372948323057,1.82529142287766,5.98977763964001,3.58078294659351,4272
"4728","Brazil",4379,4.08244,-62.7698,0.0662683068784399,3.0181058191929,2.05202904420398,5.98977763964001,3.58078294659351,4379
"6977","Guyana",4656,5.88412,-60.9732,0.25981025913968,2.98716198683856,1.89653178810726,3.30770992340481,2.98460650671991,4656
"7341","Brazil",4697,-4.95121,-44.8035,0.156900243980495,2.88361581361355,2.03803632027791,5.98977763964001,3.58078294659351,4697
"8275","Guyana",4804,3.17995,-57.38,0.0363315825117601,2.9970507657136,1.58659641542185,3.30770992340481,2.98460650671991,4804
"9226","Brazil",4916,-25.7378,-52.8884,0.722874774430283,2.96379344707979,2.1884722966072,5.98977763964001,3.58078294659351,4916
"9548","Zambia",4954,-12.1,32.4516,0.283584178890895,2.797617849806,1.52977766413232,4.06785166051235,2.58561693011275,4954
"9686","Chile",4970,-40.1146,-73.3851,0.923482205958964,2.71227881387855,2.51988343048653,4.98465330797233,3.69928062050879,4970
"9722","Russian Federation",4974,51.3591,37.8415,0.619518256783632,2.58303675406315,1.37855013100523,5.32502074550366,3.33487843404016,4974
"9806","Mozambique",4983,-21.6448,34.9739,0.185075226328049,2.80459371533034,0.636560168676265,2.72916478969277,2.50009459561958,4983
"9933","Madagascar",4998,-22.4398,46.8246,0.286876915847469,2.82387771878954,0.450994190327559,2.94694327069783,2.49680172397732,4998
"10261","New Caledonia",5036,-22.2647,166.96,0.695481679817454,2.97999615314019,0.113861589676782,2.29446622616159,4.16823875110469,5036
"11116","Mexico",5137,22.561,-105.625,0.536469105194746,2.90316753263122,2.02858528326815,5.19781516944518,3.82053390533369,5137
"11503","China",5184,39.3978,87.2488,0.179680913970588,1.89171330085297,2.32072358787773,6.95136909386879,2.99627669770714,5184
"11943","China",5236,39.4545,121.632,0.723266171330854,2.68573107828803,2.3461336326356,6.95136909386879,2.99627669770714,5236
"12061","United States",5250,46.013,-95.1092,0.962290104131097,2.75702075805766,2.34675981576858,6.47257508985315,4.55253120853509,5250
"12372","Greece",5286,40.7776,20.7735,0.613911544529977,2.71985719460192,2.12846505676361,4.86861505347097,4.14310934368233,5286
"12625","Honduras",5316,13.8937,-85.2277,0.339231856203606,3.02869468010505,1.69149774878719,4.35326208591632,3.0270994547094,5316
"12744","South Africa",5330,-32.8185,22.5701,0.582530479892067,2.2726909508111,1.6431829133187,5.25389021628127,3.49225402986176,5330
"12934","Congo DRC",5354,-5.85147,29.7566,0.273967230933256,2.84769748914287,0.771702044558246,0,2.26709515600535,5354
"13940","Canada",5469,48.4596,-72.6513,0.631083028075463,2.69158137376215,2.30443415781867,5.43420630841758,4.37324138608759,5469
"14296","Turkey",5511,40.0912,42.333,0.467690877626964,2.58106743737344,2.02008773893731,5.33782451404581,3.5953428256262,5511
"14379","United States",5521,29.7614,-82.5328,0.664426370508788,2.95129848052563,2.4627734101688,6.47257508985315,4.55253120853509,5521
"14558","Congo DRC",5542,-6.75027,22.5701,0.175851237802209,2.89934489880492,1.20444920641529,0,2.26709515600535,5542
"14699","Angola",5558,-18.2042,21.6718,0.05254650219723,2.62080196334489,0.778451680254377,2.44870631990508,2.7855635422284,5558
"15418","United States",5643,35.0911,-108.584,0.930052137125301,2.48768536188123,2.19997251028362,6.47257508985315,4.55253120853509,5643
"15732","China",5680,46.6353,116.893,0.184031949792169,2.4815705841947,1.63213441384632,6.95136909386879,2.99627669770714,5680
"16153","Portugal",5731,41.4853,-8.60783,0.634965909181807,2.60944194499631,2.44668439947458,5.03344788228798,4.09994418754491,5731
"16588","Russian Federation",5785,55.6394,89.0454,0.488495789016622,2.15110341514852,1.30200440660281,5.32502074550366,3.33487843404016,5785
"17843","Brazil",5941,-18.2042,-43.0069,0.4359851365671,2.86831024253563,2.1842678737974,5.98977763964001,3.58078294659351,5941
"18086","Indonesia",5972,-0.435754,114.198,0.419832807587442,3.00576380854055,1.89670295695728,4.0484418035504,2.91077933629609,5972
"18297","Papua New Guinea",5998,-6.59581,155.588,0.801073258918404,3.08723195076357,1.19883246390512,2.8668778143375,2.79622643974621,5998
"18422","Indonesia",6014,-7.63743,110.614,0.604836875852664,2.98026586122942,2.02522076265937,4.0484418035504,2.91077933629609,6014
"18602","India",6036,18.2785,73.1376,0.396454540285141,2.81976713561194,1.43243173781905,5.50520154772776,2.65874601931954,6036
"18860","Mexico",6069,30.5421,-110.381,0.696535274659515,2.43261620202344,1.94949970499338,5.19781516944518,3.82053390533369,6069
"19354","Argentina",6130,-52.9955,-69.0581,1.01535974103055,2.24830905176763,2.60952703831003,5.78923793550226,3.80950249718057,6130
"20137","China",6229,28.9746,99.8252,0.586901723431462,2.67537184573491,2.20423698509905,6.95136909386879,2.99627669770714,6229
"20497","Brazil",6273,-11.1813,-37.6653,0.214939516026819,2.80473760766868,1.91473113517457,5.98977763964001,3.58078294659351,6273
"20911","Niger",6328,13.0145,11.7903,0.243845365524297,2.55998851400838,1.66662083766721,2.39269695325967,2.36249398434491,6328
"21333","Argentina",6382,-42.1049,-70.8547,0.287938906815322,2.61598447638445,1.44507010870765,5.78923793550226,3.80950249718057,6382
"22855","Laos",6581,19.9433,105.215,0.5656678747929,2.92352156448904,2.39444167214939,1.17609125905568,2.5001937426211,6581
"22888","Argentina",6585,-28.9459,-55.5833,0.398891559844593,3.00026489051585,2.17213272342851,5.78923793550226,3.80950249718057,6585
"23309","Nigeria",6640,4.98609,6.39848,0.2809735394032,2.96591390595941,1.43799252233184,0,2.77291888787602,6640
"23355","Indonesia",6646,-2.25033,137.565,0.375972808217091,3.05899283693225,1.86487057605699,4.0484418035504,2.91077933629609,6646
"23556","Argentina",6673,-33.5737,-69.0581,0.381581026923793,2.16179566780541,1.28134781605923,5.78923793550226,3.80950249718057,6673
"23825","Congo DRC",6709,-9.43566,26.1634,0.257113822714792,2.80269636939322,0.734889620007989,0,2.26709515600535,6709
"23903","Argentina",6719,-27.3536,-63.6682,0.793989288250889,2.74997773782326,1.56025054170098,5.78923793550226,3.80950249718057,6719
"24136","United States",6749,47.8586,-93.3126,0.564792482346574,2.74989038148449,2.1667982862358,6.47257508985315,4.55253120853509,6749
"24159","India",6752,27.3827,79.164,0.320567613090657,2.73294393879247,1.79845924974501,5.50520154772776,2.65874601931954,6752
"24309","Costa Rica",6773,10.2611,-85.7468,0.471864869895917,2.99114165650599,1.70655418410923,4.948994569896,3.57794255687113,6773
"24588","South Africa",6810,-33.5737,20.7735,0.664316424586977,2.16227628890402,1.67432408969758,5.25389021628127,3.49225402986176,6810
"24627","Madagascar",6816,-18.2042,48.6213,0.181778489751982,2.88924666169149,0.931699127582129,2.94694327069783,2.49680172397732,6816
"24960","South Africa",6860,-33.5676,25.2569,0.561346143645419,2.50962649356112,1.81341923538991,5.25389021628127,3.49225402986176,6860
"25126","Niger",6884,13.8937,3.70549,0.194873315059911,2.61953120739439,0.548718327952047,2.39269695325967,2.36249398434491,6884
"25137","Uruguay",6886,-34.3194,-54.6889,0.562196512736833,2.9205643069487,1.52981405493718,4.50852971897129,3.79013738663213,6886
"25577","Australia",6946,-37.2494,144.741,0.776712205414592,2.42398175588789,1.80768898935446,5.36316241230006,4.33107201983724,6946
"26038","Chad",7009,14.7695,16.2819,0.0104952807609439,2.1967714492453,0.529600050140709,2.46982201597816,2.33187050378788,7009
"26925","Tanzania",7134,-4.0497,36.9432,0.32950547281346,2.66505583973121,1.2947983013822,1.7481880270062,2.58899405288781,7134
"26958","Uruguay",7138,-34.3223,-55.5833,0.556150760722805,2.93072622626885,1.67392653223048,4.50852971897129,3.79013738663213,7138
"27328","Kazakhstan",7188,50.7932,83.6555,0.0121841883852534,2.4011440081076,1.00154458712786,4.50851625226694,3.17598650936112,7188
"27646","India",7233,26.5779,75.5707,0.210480787737332,2.59392527338453,1.59168335171998,5.50520154772776,2.65874601931954,7233
"27655","Bangladesh",7234,21.1287,92.1344,0.246402955316243,2.92853910580869,1.38620340385216,4.35812528527665,2.61998209528875,7234
"28141","Russian Federation",7306,54.6099,48.6213,0.456720877397663,2.2897561281969,1.24659635227534,5.32502074550366,3.33487843404016,7306
"28704","Ukraine",7388,44.7233,33.6635,0.440474147375077,2.59854299723964,1.26266744548198,5.28195781643865,2.91918067636586,7388
"28900","Indonesia",7417,-9.55919,119.062,0.552184589093896,3.00413705148483,1.7105259207725,4.0484418035504,2.91077933629609,7417
