"","COUNTRY.x","FISHNET_ID","Latitude","Longitude","soybean_HgHa","AET_mean","soybean_Fertilizer","Pesticide","GDP_Mean","FISHNET_ID.1"
"539","Mozambique",1797,-15.6102,31.5533,0.00217891797928307,2.79409574971503,0.789474014125646,2.72916478969277,2.50009459561958,1797
"727","United States",2069,29.7463,-81.6635,0.0587325740807257,2.95138956441353,1.76341793960419,6.47257508985315,4.55253120853509,2069
"748","Russian Federation",2105,56.1441,57.6044,0.122059769371177,2.36335451398268,1.10737813696262,5.32502074550366,3.33487843404016,2105
"749","Russian Federation",2105,56.1441,57.6044,0.122059769371177,2.36335451398268,1.10737813696262,5.32502074550366,3.33487843404016,2105
"790","Belize",2177,16.7769,-88.3288,0.301645247432079,3.04291755608864,1.56502353327669,3.99607365448528,3.51593368894278,2177
"795","Gabon",2181,2.27666,10.892,0.0331589051035978,2.94967166066761,1.08990182244068,0,3.6255249388827,2181
"825","Australia",2229,-26.5486,149.233,0.213241218354183,2.6731635848343,1.29282795541341,5.36316241230006,4.33107201983724,2229
"858","Congo DRC",2288,-3.14718,20.7735,0.00268168744677668,2.94365053522742,0.636245348085019,0,2.26709515600535,2288
"875","United States",2329,39.3978,-88.821,0.563257041896849,2.88850209184276,2.05762321273993,6.47257508985315,4.55253120853509,2329
"937","China",2420,37.2755,105.215,0.234064787105238,2.59845503231177,2.17723054440728,6.95136909386879,2.99627669770714,2420
"963","Russian Federation",2457,56.1441,75.5707,0.2878017294825,2.365030897342,1.06508328943851,5.32502074550366,3.33487843404016,2457
"2883","Paraguay",393,-23.2723,-59.1766,0.187538417412028,2.77943972601716,1.20551583794081,4.85455500642305,3.2119147561999,393
"16390","Ecuador",576,-2.18841,-80.5285,0.0532650493200611,2.64265291391327,1.04580280348181,5.00241662707248,3.30639568540983,576
"33829","Brazil",828,-7.64738,-55.5833,0.096916102468872,2.9498689999766,1.68740535135249,5.98977763964001,3.58078294659351,828
"36684","Brazil",927,1.37279,-64.5665,0.0900388327189991,3.00486364734752,1.60967825165839,5.98977763964001,3.58078294659351,927
"151","Indonesia",1215,1.36699,104.175,0.0677432929160276,3.01826117486292,0.914833498924543,4.0484418035504,2.91077933629609,1215
"214","Brazil",1300,-10.3264,-48.3968,0.461495013545548,2.91526789096641,1.82873356551046,5.98977763964001,3.58078294659351,1300
"337","Croatia",1509,43.7655,15.787,0.235463011979619,2.71868947481343,1.95764968731045,4.27018954270418,3.76349188024616,1509
"345","Argentina",1523,-24.0996,-63.6682,0.245449240149004,2.85369097055481,1.63154610037883,5.78923793550226,3.80950249718057,1523
"648","Brazil",1964,-12.1,-52.8884,0.347956327132768,2.94267080631698,1.97424691037922,5.98977763964001,3.58078294659351,1964
"907","China",2389,28.9746,89.0454,0.627308103775728,2.50447086249442,1.97004534600571,6.95136909386879,2.99627669770714,2389
"976","Ethiopia",2474,5.88412,41.4347,0.598273616174937,2.55161697990997,0.598567738725035,3.63648789635337,2.09437779351545,2474
"980","Niger",2477,13.0145,9.09538,0.0770038179337723,2.69217784735586,0.6651856318396,2.39269695325967,2.36249398434491,2477
"1001","United States",2511,32.0845,-93.3126,0.327023405412571,2.94278288727227,2.09694780332222,6.47257508985315,4.55253120853509,2511
"1052","Russian Federation",2592,46.6353,44.1297,0.221322012333996,2.66493843186716,1.13244853870099,5.32502074550366,3.33487843404016,2592
"1061","Greece",2602,40.7906,23.4356,0.528028123118076,2.609800786005,1.88250350751805,4.86861505347097,4.14310934368233,2602
"1114","Russian Federation",2666,57.6193,98.9269,0.0236443337894296,2.30627181017191,1.03978489371898,5.32502074550366,3.33487843404016,2666
"1142","Latvia",2692,57.4814,21.8813,0.0248666674126728,2.67525992437706,2.19103511032502,3.39724458101039,3.55219028830686,2692
"1170","Russian Federation",2728,58.5705,36.0448,0.222558832132799,2.58716956309482,1.13905201571799,5.32502074550366,3.33487843404016,2728
"1183","Congo DRC",2740,-6.75027,27.96,0.199006309757403,2.85687627639459,0.643166828708625,0,2.26709515600535,2740
"1207","Russian Federation",2760,54.6099,74.6724,0.2878017294825,2.30262979882118,1.06975055583417,5.32502074550366,3.33487843404016,2760
"1238","Canada",2795,52.47,-108.584,0.127104803550413,2.38396489061893,1.52371054904266,5.43420630841758,4.37324138608759,2795
"1333","India",2903,16.5103,77.3673,0.311281762664202,2.68426546673157,1.89421834352073,5.50520154772776,2.65874601931954,2903
"1350","Kazakhstan",2917,55.1279,69.2825,0.336277754157896,2.17396629810017,0.694543869678245,4.50851625226694,3.17598650936112,2917
"1389","Germany",2952,50.2203,12.6886,0.108784482150235,2.6806951537781,1.91166582874647,5.36638186074997,4.41865905031594,2952
"1427","Russian Federation",2990,56.1441,58.5027,0.256649033519805,2.33859876867732,1.1066782384848,5.32502074550366,3.33487843404016,2990
"1428","Russian Federation",2990,56.1441,58.5027,0.256649033519805,2.33859876867732,1.1066782384848,5.32502074550366,3.33487843404016,2990
"1445","China",3005,31.3165,100.724,0.401003180549885,2.58436488303439,1.97265317334765,6.95136909386879,2.99627669770714,3005
"1506","Myanmar",3068,14.7695,98.9269,0.266476811443383,2.97280184542228,1.3388082238952,3.59228781595213,2.23757342070395,3068
"1533","Argentina",3092,-28.9459,-66.3631,0.0575572200126563,2.37478106730902,0.653932723890193,5.78923793550226,3.80950249718057,3092
"1775","Tanzania",3297,-8.54258,36.0448,0.101167146703959,2.81630838866581,0.467494962387206,1.7481880270062,2.58899405288781,3297
"1782","China",3302,39.3978,108.808,0.392055236730891,2.55996003267527,1.97409742485812,6.95136909386879,2.99627669770714,3302
"1822","South Africa",3335,-32.8185,18.9768,0.433204799231768,2.1903233590758,1.10299267319471,5.25389021628127,3.49225402986176,3335
"1912","Uganda",3409,-0.435754,30.6549,0.34156603495284,2.89290748077285,0.692459592282604,2.79028516403324,2.42066321182124,3409
"2076","Brazil",3512,-22.4398,-50.1934,0.534826595097258,2.8775273144218,2.12396012234232,5.98977763964001,3.58078294659351,3512
"2197","Colombia",3592,6.78286,-71.753,0.384755865553497,2.96248208377222,1.54067376134705,5.6784582838221,3.39165397941092,3592
"2355","Tanzania",3679,-8.54258,31.5533,0.155041271686543,2.80081114562461,0.840332017302428,1.7481880270062,2.58899405288781,3679
"2406","Tajikistan",3705,39.3978,67.4859,0.00344457451006316,2.21674696137492,0.585664700628756,3.56726169235387,2.26751551150824,3705
"2626","India",3820,22.4701,74.6724,0.223460787645707,2.68482933812569,2.03775437803508,5.50520154772776,2.65874601931954,3820
"2695","Mozambique",3854,-26.5552,32.4411,0.112527452604952,2.79794317792431,1.04829887928158,2.72916478969277,2.50009459561958,3854
"2733","Russian Federation",3873,62.1276,45.9263,0.00563326273702634,2.61479681272587,1.08111612167276,5.32502074550366,3.33487843404016,3873
"3037","Germany",3985,51.3591,12.6886,0.283766741636696,2.69832066251296,1.96847481007928,5.36638186074997,4.41865905031594,3985
"3074","Zambia",3995,-16.4788,23.4684,0.233465241887505,2.77918620492389,1.23865840181536,4.06785166051235,2.58561693011275,3995
"3309","China",4073,42.1292,124.978,0.501771292705954,2.73153120841035,2.2912641604305,6.95136909386879,2.99627669770714,4073
"4056","Indonesia",4266,-3.14718,103.418,0.321772610164383,2.99150823323956,1.18512929335988,4.0484418035504,2.91077933629609,4266
"4107","Australia",4276,-29.733,147.436,0.119668655633659,2.53180193267503,1.42063824569048,5.36316241230006,4.33107201983724,4276
"4628","China",4364,36.5542,79.164,0.505587689095567,1.72261433812545,2.09007360160517,6.95136909386879,2.99627669770714,4364
"4689","Laos",4372,19.9433,99.8252,0.360188345832603,2.93436166062449,1.45155924992011,1.17609125905568,2.5001937426211,4372
"6004","Argentina",4544,-37.9641,-59.1766,0.557494482785944,2.88254825371348,1.69965071975593,5.78923793550226,3.80950249718057,4544
"6348","Ethiopia",4584,7.6799,42.333,0.261593256420929,2.61945049731097,0.605521107451134,3.63648789635337,2.09437779351545,4584
"6514","Australia",4603,-35.0643,142.046,0.309882483715867,2.22471646163055,1.47623438514909,5.36316241230006,4.33107201983724,4603
"7190","United States",4680,33.601,-96.9058,0.360701698795805,2.84985796222679,1.75096402804123,6.47257508985315,4.55253120853509,4680
"8105","Nigeria",4785,7.6799,7.29875,0.248483992649929,2.92854062953356,1.31305412705138,0,2.77291888787602,4785
"8186","China",4794,29.7614,103.418,0.416344605589718,2.75592020568688,2.27615224434959,6.95136909386879,2.99627669770714,4794
"8627","Botswana",4845,-19.9125,26.1634,0.0290423249637769,2.56959682480208,0.812647274054016,2.07918124604762,3.53572152828684,4845
"8778","China",4862,32.0845,100.724,0.432261352160983,2.56597424475435,1.97187538364478,6.95136909386879,2.99627669770714,4862
"8841","Turkey",4869,36.5553,33.3485,0.493800933933222,2.47781006454463,1.64267304005079,5.33782451404581,3.5953428256262,4869
"1073","Indonesia",2614,-3.75374,116.031,0.216001087545516,3.00929151192686,1.02339475935414,4.0484418035504,2.91077933629609,2614
"1959","Brazil",3438,-3.15716,-43.8975,0.147163152464288,2.95546344167575,1.75627796756759,5.98977763964001,3.58078294659351,3438
"2875","Brazil",3928,-8.54258,-55.5833,0.100063353765104,2.95216950080953,1.68703093246512,5.98977763964001,3.58078294659351,3928
"3454","Russian Federation",4115,53.0152,102.52,0.213904951646556,2.32170813177996,1.04319849532663,5.32502074550366,3.33487843404016,4115
"4728","Brazil",4379,4.08244,-62.7698,0.106549728910639,3.0181058191929,1.5826657677208,5.98977763964001,3.58078294659351,4379
"6977","Guyana",4656,5.88412,-60.9732,0.202987526179162,2.98716198683856,1.50211735279203,3.30770992340481,2.98460650671991,4656
"8473","Kazakhstan",4827,43.4523,54.0111,0.00499769012370791,1.9916742776731,0.579982780555253,4.50851625226694,3.17598650936112,4827
"9226","Brazil",4916,-25.7378,-52.8884,0.548164071412992,2.96379344707979,2.14749060278015,5.98977763964001,3.58078294659351,4916
"9548","Zambia",4954,-12.1,32.4516,0.224867802584047,2.797617849806,1.21980946942442,4.06785166051235,2.58561693011275,4954
"9722","Russian Federation",4974,51.3591,37.8415,0.2878017294825,2.58303675406315,1.18699914976457,5.32502074550366,3.33487843404016,4974
"9933","Madagascar",4998,-22.4398,46.8246,0.284328181087549,2.82387771878954,0.363671632252486,2.94694327069783,2.49680172397732,4998
"11116","Mexico",5137,22.561,-105.625,0.223880828361374,2.90316753263122,1.66002035648409,5.19781516944518,3.82053390533369,5137
"11503","China",5184,39.3978,87.2488,0.0868889736806028,1.89171330085297,2.08889486329078,6.95136909386879,2.99627669770714,5184
"11943","China",5236,39.4545,121.632,0.366173205326204,2.68573107828803,2.19407653059843,6.95136909386879,2.99627669770714,5236
"12061","United States",5250,46.013,-95.1092,0.543957048073772,2.75702075805766,2.04206210768797,6.47257508985315,4.55253120853509,5250
"12300","Kazakhstan",5278,54.0851,68.3842,0.352182518111362,2.15238845943554,0.62036584946999,4.50851625226694,3.17598650936112,5278
"12372","Greece",5286,40.7776,20.7735,0.0630385245889005,2.71985719460192,1.73444298689165,4.86861505347097,4.14310934368233,5286
"12625","Honduras",5316,13.8937,-85.2277,0.427077733085826,3.02869468010505,1.18334249208278,4.35326208591632,3.0270994547094,5316
"12744","South Africa",5330,-32.8185,22.5701,0.227383797604011,2.2726909508111,1.11320265583957,5.25389021628127,3.49225402986176,5330
"12934","Congo DRC",5354,-5.85147,29.7566,0.0857754112275864,2.84769748914287,0.626359967577012,0,2.26709515600535,5354
"13940","Canada",5469,48.4596,-72.6513,0.168325065624189,2.69158137376215,1.84830123642872,5.43420630841758,4.37324138608759,5469
"14379","United States",5521,29.7614,-82.5328,0.112824577047556,2.95129848052563,1.78058136147473,6.47257508985315,4.55253120853509,5521
"14558","Congo DRC",5542,-6.75027,22.5701,0.105724491807216,2.89934489880492,0.642066022953061,0,2.26709515600535,5542
"15732","China",5680,46.6353,116.893,0.0843196799435999,2.4815705841947,1.58905966264771,6.95136909386879,2.99627669770714,5680
"16588","Russian Federation",5785,55.6394,89.0454,0.259575263545737,2.15110341514852,1.06137937574493,5.32502074550366,3.33487843404016,5785
"18086","Indonesia",5972,-0.435754,114.198,0.307060057480096,3.00576380854055,1.14994238316662,4.0484418035504,2.91077933629609,5972
"18422","Indonesia",6014,-7.63743,110.614,0.332627815059135,2.98026586122942,1.59828812352839,4.0484418035504,2.91077933629609,6014
"18602","India",6036,18.2785,73.1376,0.314578233331025,2.81976713561194,1.82200448769935,5.50520154772776,2.65874601931954,6036
"20137","China",6229,28.9746,99.8252,0.435688183247815,2.67537184573491,1.97340833512345,6.95136909386879,2.99627669770714,6229
"22855","Laos",6581,19.9433,105.215,0.33324071180519,2.92352156448904,1.80169380566221,1.17609125905568,2.5001937426211,6581
"22888","Argentina",6585,-28.9459,-55.5833,0.427861361889047,3.00026489051585,2.12789954234252,5.78923793550226,3.80950249718057,6585
"23309","Nigeria",6640,4.98609,6.39848,0.211404715904969,2.96591390595941,1.2689126698846,0,2.77291888787602,6640
"23355","Indonesia",6646,-2.25033,137.565,0.268644018698834,3.05899283693225,1.07586389966657,4.0484418035504,2.91077933629609,6646
"23825","Congo DRC",6709,-9.43566,26.1634,0.18139503419023,2.80269636939322,0.674094529927507,0,2.26709515600535,6709
"23903","Argentina",6719,-27.3536,-63.6682,0.396289457340064,2.74997773782326,1.60761101168345,5.78923793550226,3.80950249718057,6719
"24136","United States",6749,47.8586,-93.3126,0.308254944590143,2.74989038148449,1.80674898860672,6.47257508985315,4.55253120853509,6749
"24159","India",6752,27.3827,79.164,0.249307115088433,2.73294393879247,1.86717820067044,5.50520154772776,2.65874601931954,6752
"24588","South Africa",6810,-33.5737,20.7735,0.448886684974166,2.16227628890402,1.10443183392048,5.25389021628127,3.49225402986176,6810
"24627","Madagascar",6816,-18.2042,48.6213,0.217897057567918,2.88924666169149,0.257089133519856,2.94694327069783,2.49680172397732,6816
"24960","South Africa",6860,-33.5676,25.2569,0.362404077521628,2.50962649356112,1.1192657581449,5.25389021628127,3.49225402986176,6860
"25137","Uruguay",6886,-34.3194,-54.6889,0.434037294546609,2.9205643069487,1.38288529105306,4.50852971897129,3.79013738663213,6886
"25577","Australia",6946,-37.2494,144.741,0.418653625408686,2.42398175588789,1.46103560466101,5.36316241230006,4.33107201983724,6946
"26925","Tanzania",7134,-4.0497,36.9432,0.131137278274077,2.66505583973121,0.484287408521678,1.7481880270062,2.58899405288781,7134
"26958","Uruguay",7138,-34.3223,-55.5833,0.483065848783398,2.93072622626885,1.38695160189011,4.50852971897129,3.79013738663213,7138
"27328","Kazakhstan",7188,50.7932,83.6555,0.023595368698707,2.4011440081076,0.764409985733015,4.50851625226694,3.17598650936112,7188
"27646","India",7233,26.5779,75.5707,0.228308445386238,2.59392527338453,1.71531860866005,5.50520154772776,2.65874601931954,7233
"28141","Russian Federation",7306,54.6099,48.6213,0.238665104040168,2.2897561281969,1.11483779949681,5.32502074550366,3.33487843404016,7306
"28704","Ukraine",7388,44.7233,33.6635,0.270096277223122,2.59854299723964,1.11452327257355,5.28195781643865,2.91918067636586,7388
"28900","Indonesia",7417,-9.55919,119.062,0.187085701219388,3.00413705148483,0.987515754693685,4.0484418035504,2.91077933629609,7417
"28941","South Africa",7423,-27.3275,32.379,0.413081707267812,2.80737796169424,1.14388777433512,5.25389021628127,3.49225402986176,7423
"29312","Kazakhstan",7480,49.6405,57.6044,0.189455220613663,2.08006358684664,0.65794128928338,4.50851625226694,3.17598650936112,7480
"29735","Hungary",7549,46.6353,20.7735,0.456714063730991,2.66448247662729,1.77001739547329,4.61162773146829,3.74727443427803,7549
"30012","China",7593,39.3978,107.91,0.400508825581472,2.55240745690115,1.97278721399655,6.95136909386879,2.99627669770714,7593
"30296","India",7638,26.5779,80.0623,0.197631993408885,2.71096814833284,1.89176234730779,5.50520154772776,2.65874601931954,7638
"31311","Argentina",7805,-35.7995,-65.4648,0.520438651098137,2.67235628964493,0.953525815733076,5.78923793550226,3.80950249718057,7805
"31335","Canada",7809,49.6405,-109.482,0.429079072508366,2.45121972198677,1.65652811986944,5.43420630841758,4.37324138608759,7809
"31435","Russian Federation",7828,49.0536,131.266,0.0632082198208975,2.63515749649141,1.06979576220289,5.32502074550366,3.33487843404016,7828
"31540","China",7847,44.7469,124.08,0.438354439624926,2.70847654422613,2.1192196891922,6.95136909386879,2.99627669770714,7847
"31670","Indonesia",7868,-9.93799,119.943,0.205576259663941,2.95994381387255,0.974261552616428,4.0484418035504,2.91077933629609,7868
"31759","Australia",7882,-30.5139,151.029,0.292880899803307,2.72982021225985,1.44189500944771,5.36316241230006,4.33107201983724,7882
"31799","South Africa",7889,-27.3536,25.2651,0.373995532523719,2.62331698976948,1.15445087054022,5.25389021628127,3.49225402986176,7889
"32126","Uruguay",7947,-32.0567,-55.5833,0.449745301810005,2.95666857390281,1.39478150010641,4.50852971897129,3.79013738663213,7947
"32250","Bolivia",7970,-16.4788,-63.6682,0.410920555070706,2.98905896538786,1.38862443074167,4.4215710245264,2.98847132047518,7970
"32918","United States",8094,45.3835,-98.7025,0.500723049146742,2.66555865710791,1.86161774116742,6.47257508985315,4.55253120853509,8094
"33471","Argentina",8206,-33.5737,-60.0749,0.478931605235294,2.90414535763518,1.48504641972069,5.78923793550226,3.80950249718057,8206
"33503","Brazil",8212,-24.9215,-51.0917,0.549037381877936,2.92502647146572,2.04195534028482,5.98977763964001,3.58078294659351,8212
"34160","Botswana",8356,-24.0996,27.0617,0.324984214647798,2.51564916677744,1.13195452537841,2.07918124604762,3.53572152828684,8356
"34310","Argentina",8395,-38.6718,-64.5665,0.182408618781065,2.76951359324707,0.689318263317996,5.78923793550226,3.80950249718057,8395
"34567","Indonesia",8461,-6.47789,134.577,0.252491986599729,3.02966876844913,0.909287170381556,4.0484418035504,2.91077933629609,8461
"35305","Zimbabwe",8679,-20.7597,31.5533,0.440145478481513,2.73019807626534,0.933650842719666,4.31363525361033,2.75739439046715,8679
"35310","Indonesia",8681,1.2758,110.576,0.0307710661061524,3.0295335420557,0.815719423748699,4.0484418035504,2.91077933629609,8681
"35364","Brazil",8699,-23.2723,-48.3968,0.488908043311524,2.87122186126873,2.04134132837856,5.98977763964001,3.58078294659351,8699
"35821","Argentina",8866,-31.2885,-64.5665,0.521211615961542,2.68170684181957,1.28621106244082,5.78923793550226,3.80950249718057,8866
"36154","United States",9006,46.6353,-93.3126,0.415056508737876,2.75865060300804,1.81326357859066,6.47257508985315,4.55253120853509,9006
"36232","Russian Federation",9043,55.6394,87.2488,0.0589860663241215,2.33544596013506,1.06518292818588,5.32502074550366,3.33487843404016,9043
"36238","Indonesia",9046,-0.433761,100.726,0.289616320927395,2.99574354580071,1.44787018502104,4.0484418035504,2.91077933629609,9046
"36432","Tanzania",9137,-10.3264,38.7398,0.123034534006485,2.79696233571311,0.43267160195935,1.7481880270062,2.58899405288781,9137
"36471","Tanzania",9155,-2.24386,32.4516,0.0884171893818058,2.92466687598667,0.545883410069604,1.7481880270062,2.58899405288781,9155
"36586","Congo DRC",9212,4.98391,26.1634,0.0767315201976547,2.91740390720935,0.556227273724285,0,2.26709515600535,9212
"36635","Canada",9242,54.0851,-110.381,0.528916714925457,2.44546519792324,1.74594146641549,5.43420630841758,4.37324138608759,9242
"36827","Lebanon",9349,34.3084,36.1211,0.0776657324254242,2.293717612249,1.49266950933339,4.10424804699044,3.65585811481178,9349
"36846","Turkey",9368,40.7691,30.6481,0.302803780671698,2.62590624716546,1.48449133636622,5.33782451404581,3.5953428256262,9368
"37055","United States",9522,44.1032,-101.397,0.319729816472552,2.52838099709308,1.60235955867062,6.47257508985315,4.55253120853509,9522
"37132","Kazakhstan",9585,41.457,68.3842,0.319722790734733,2.5242337993653,0.590552913481547,4.50851625226694,3.17598650936112,9585
"37154","Brazil",9598,-31.2199,-52.0854,0.35977253712925,2.91831123356298,2.12526047152522,5.98977763964001,3.58078294659351,9598
"37195","Argentina",9633,-33.5737,-63.6682,0.523522290385647,2.81111199679602,1.34567315306519,5.78923793550226,3.80950249718057,9633
"37256","Brazil",9702,-24.0972,-47.5011,0.172576152393603,2.86256615210112,1.95134799570816,5.98977763964001,3.58078294659351,9702
"37277","France",9730,47.8586,1.01054,0.526829830036397,2.76709178658647,1.95367389681434,5.83682522770016,4.39150652613484,9730
"37336","Congo DRC",9799,4.08244,27.0617,0.0341308001582962,2.94945390296079,0.536239052432285,0,2.26709515600535,9799
"1","Russian Federation",10009,55.6394,52.2145,0.273917774463835,2.23145138510747,1.12146022734049,5.32502074550366,3.33487843404016,10009
"3","Georgia",10031,43.4523,42.333,0.272314436712776,2.4611929253829,1.17845251758876,4.33380987485523,2.91491025581416,10031
"4","Georgia",10031,43.4523,42.333,0.272314436712776,2.4611929253829,1.17845251758876,4.33380987485523,2.91491025581416,10031
"8","Bosnia and Herzegovina",10155,44.7535,15.3926,0.507122367325281,2.58769760515206,2.00026873613193,0,3.16927450599899,10155
"16","Congo DRC",10312,-4.0497,26.1634,0.14633552520097,2.93596586142453,0.552733176842064,0,2.26709515600535,10312
"18","Argentina",10340,-31.2885,-61.8715,0.537859347271021,2.8495565077699,1.51736774344628,5.78923793550226,3.80950249718057,10340
"25","Argentina",10392,-24.9215,-60.9732,0.346798919419265,2.78758907720635,1.01709149119479,5.78923793550226,3.80950249718057,10392
"27","Brazil",10452,-30.5139,-56.4816,0.256117485536332,2.98453802858411,1.71995551217503,5.98977763964001,3.58078294659351,10452
"30","China",10505,28.9746,112.402,0.407737164097181,2.86385548605968,2.14413442451715,6.95136909386879,2.99627669770714,10505
"31","Myanmar",10514,13.8937,98.9269,0.112702666933193,2.9790915443432,1.25322822982429,3.59228781595213,2.23757342070395,10514
"33","China",10537,38.6973,94.4353,0.199500707594961,2.07166287696574,1.95280177814481,6.95136909386879,2.99627669770714,10537
"35","Canada",10592,42.7943,-81.6345,0.487051818469243,2.80892399970844,1.97519912280412,5.43420630841758,4.37324138608759,10592
"39","China",10604,26.5779,115.995,0.378500916645555,2.91240869952504,2.06587604293301,6.95136909386879,2.99627669770714,10604
"42","Australia",10640,-25.7378,144.741,0.070531549491989,2.56598126724819,1.27280001112848,5.36316241230006,4.33107201983724,10640
"43","Austria",10642,48.4596,16.2819,0.459480383535589,2.70892144039987,2.1114111980974,4.3730775921749,4.43130692560771,10642
"46","South Africa",10693,-25.7378,28.8583,0.388610794233263,2.67668000365135,1.17733973958703,5.25389021628127,3.49225402986176,10693
"48","Ethiopia",10708,9.46803,36.0448,0.531584469195955,2.86816143389972,0.76897957775107,3.63648789635337,2.09437779351545,10708
"52","Brazil",10819,-16.4788,-46.6002,0.466061539291449,2.88628252548793,2.06611589748977,5.98977763964001,3.58078294659351,10819
"53","Peru",10834,-10.2475,-77.8404,0.276859913806356,2.19613010840203,1.37797383837435,4.21937492462626,3.31522015660823,10834
"57","Argentina",10896,-35.0834,-58.2962,0.483234291771518,2.91684232111463,1.73066760654397,5.78923793550226,3.80950249718057,10896
"58","China",10902,35.826,79.164,0.295214424029689,1.81080038533791,2.09019286682337,6.95136909386879,2.99627669770714,10902
"60","Peru",10925,-4.0497,-75.3463,0.165672899204066,2.91813491405314,1.41122583188664,4.21937492462626,3.31522015660823,10925
"63","Argentina",10951,-30.5139,-63.6682,0.51842248006944,2.75740054816544,1.43979545848852,5.78923793550226,3.80950249718057,10951
"68","Argentina",11033,-21.6022,-62.7698,0.149825832035185,2.58859180599344,1.01913017684307,5.78923793550226,3.80950249718057,11033
"78","Ukraine",11152,50.7932,35.1465,0.321184023570906,2.52366906213593,1.21341523891519,5.28195781643865,2.91918067636586,11152
"84","Cameroon",11233,4.98391,12.6886,0.0942530835898743,2.94902387385782,1.16075516240996,3.65791593682995,2.86238456188045,11233
