"","COUNTRY.x","FISHNET_ID","Latitude","Longitude","wheat_HgHa","AET_mean","wheat_Fertilizer","Pesticide","GDP_Mean","FISHNET_ID.1"
"2626","India",3820,22.4701,74.6724,0.436438036357867,2.68482933812569,2.16047060504281,5.50520154772776,2.65874601931954,3820
"2687","United States",3850,44.1032,-118.465,0.605445577260936,2.13776654935435,1.94900108804954,6.47257508985315,4.55253120853509,3850
"2695","Mozambique",3854,-26.5552,32.4411,0.348514777137693,2.79794317792431,0.98521224652839,2.72916478969277,2.50009459561958,3854
"2733","Russian Federation",3873,62.1276,45.9263,0.00626265067952054,2.61479681272587,1.29938073430074,5.32502074550366,3.33487843404016,3873
"2894","Turkmenistan",3933,40.0912,62.9943,0.097459773558349,2.21029622038618,2.16319072584933,4.83241310188512,2.88553797188383,3933
"3037","Germany",3985,51.3591,12.6886,0.907581202545148,2.69832066251296,2.35157352064103,5.36638186074997,4.41865905031594,3985
"3074","Zambia",3995,-16.4788,23.4684,0.788125506565409,2.77918620492389,0.968397909151684,4.06785166051235,2.58561693011275,3995
"3199","Australia",4035,-20.1698,148.228,0.235746080204912,2.88318357911215,1.52741221852572,5.36316241230006,4.33107201983724,4035
"3281","Canada",4063,54.6099,-99.6008,0.254024628824943,2.55785078934732,1.79781664367633,5.43420630841758,4.37324138608759,4063
"3309","China",4073,42.1292,124.978,0.451396739100908,2.73153120841035,2.30714958028689,6.95136909386879,2.99627669770714,4073
"4107","Australia",4276,-29.733,147.436,0.105632203014327,2.53180193267503,1.6991352272521,5.36316241230006,4.33107201983724,4276
"4628","China",4364,36.5542,79.164,0.730785247344468,1.72261433812545,2.32757835605013,6.95136909386879,2.99627669770714,4364
"4689","Laos",4372,19.9433,99.8252,0.304819019237173,2.93436166062449,2.25096723880644,1.17609125905568,2.5001937426211,4372
"5171","Angola",4441,-14.7378,17.1802,0.406398239852939,2.88543021749694,0.745739904549859,2.44870631990508,2.7855635422284,4441
"6004","Argentina",4544,-37.9641,-59.1766,0.563539851310476,2.88254825371348,1.93289330905235,5.78923793550226,3.80950249718057,4544
"6348","Ethiopia",4584,7.6799,42.333,0.0445404823867888,2.61945049731097,1.29426640142913,3.63648789635337,2.09437779351545,4584
"6514","Australia",4603,-35.0643,142.046,0.338317161539729,2.22471646163055,1.94229720351953,5.36316241230006,4.33107201983724,4603
"7087","New Zealand",4669,-40.7878,175.389,0.598384694053022,2.85697690154854,2.47023637647135,4.37781602917206,4.21124915324027,4669
"7190","United States",4680,33.601,-96.9058,0.576659415123571,2.84985796222679,2.20260811186737,6.47257508985315,4.55253120853509,4680
"7411","Australia",4705,-31.9006,133.124,0.213025665443282,2.22583213918985,1.59283922062802,5.36316241230006,4.33107201983724,4705
"8105","Nigeria",4785,7.6799,7.29875,0.181618423040716,2.92854062953356,0.951528593095723,0,2.77291888787602,4785
"8186","China",4794,29.7614,103.418,0.639067300332152,2.75592020568688,2.40746863588631,6.95136909386879,2.99627669770714,4794
"8378","Finland",4816,62.9389,21.7547,0.431545822613855,2.56117239668328,2.10989037343824,3.96189547366785,4.4240457227584,4816
"8627","Botswana",4845,-19.9125,26.1634,0.309498522611053,2.56959682480208,1.39754663928673,2.07918124604762,3.53572152828684,4845
"8634","Mexico",4846,28.1817,-107.686,0.262231500737826,2.74778160908691,1.73737234513283,5.19781516944518,3.82053390533369,4846
"8778","China",4862,32.0845,100.724,0.480864248466118,2.56597424475435,2.19184052206481,6.95136909386879,2.99627669770714,4862
"8841","Turkey",4869,36.5553,33.3485,0.493458470650328,2.47781006454463,2.29876770274633,5.33782451404581,3.5953428256262,4869
"1167","Tunisia",2723,34.404,9.91067,0.00686699117622067,1.8547577449504,1.52035249373049,3.81484666860446,3.37144277430214,2723
"1249","Botswana",2808,-21.6022,20.7735,0.29505036507742,2.50104295216717,0.808410058465103,2.07918124604762,3.53572152828684,2808
"1343","Mali",2915,16.5103,-2.58272,0.0287503435296652,2.33234226010403,0.640467426126168,2.56348108539441,2.49413466181068,2915
"1549","United States",3108,32.0845,-101.397,0.41490855425168,2.47449810317543,2.08561161727771,6.47257508985315,4.55253120853509,3108
"2421","United States",3710,37.9899,-110.381,0.116408443425536,2.19426649937594,1.68158374669152,6.47257508985315,4.55253120853509,3710
"4728","Brazil",4379,4.08244,-62.7698,0.0153481110467168,3.0181058191929,1.72880383663088,5.98977763964001,3.58078294659351,4379
"6977","Guyana",4656,5.88412,-60.9732,0.0322493059871643,2.98716198683856,1.5084372082996,3.30770992340481,2.98460650671991,4656
"9226","Brazil",4916,-25.7378,-52.8884,0.374868050573425,2.96379344707979,2.11055955642224,5.98977763964001,3.58078294659351,4916
"9548","Zambia",4954,-12.1,32.4516,0.713465092187553,2.797617849806,0.932593537790272,4.06785166051235,2.58561693011275,4954
"9686","Chile",4970,-40.1146,-73.3851,0.511764067019925,2.71227881387855,2.3844982412665,4.98465330797233,3.69928062050879,4970
"9722","Russian Federation",4974,51.3591,37.8415,0.592199086333652,2.58303675406315,1.56640255064933,5.32502074550366,3.33487843404016,4974
"9806","Mozambique",4983,-21.6448,34.9739,0.272428808425437,2.80459371533034,0.609870230397665,2.72916478969277,2.50009459561958,4983
"9933","Madagascar",4998,-22.4398,46.8246,0.486162044998536,2.82387771878954,0.742000195734859,2.94694327069783,2.49680172397732,4998
"10261","New Caledonia",5036,-22.2647,166.96,0.338319077428577,2.97999615314019,0.113861589676782,2.29446622616159,4.16823875110469,5036
"11243","Mongolia",5152,49.6405,107.012,0.20901206724216,1.91318288541906,1.25566990920627,2.91009054559407,2.71731170571189,5152
"11503","China",5184,39.3978,87.2488,0.174727148897186,1.89171330085297,2.32689654524396,6.95136909386879,2.99627669770714,5184
"11943","China",5236,39.4545,121.632,0.6367713418658,2.68573107828803,2.22966005590166,6.95136909386879,2.99627669770714,5236
"12061","United States",5250,46.013,-95.1092,0.525945120067605,2.75702075805766,2.15264486907414,6.47257508985315,4.55253120853509,5250
"12300","Kazakhstan",5278,54.0851,68.3842,0.33994178994041,2.15238845943554,0.888485903543199,4.50851625226694,3.17598650936112,5278
"12372","Greece",5286,40.7776,20.7735,0.554219264198456,2.71985719460192,2.08778800172075,4.86861505347097,4.14310934368233,5286
"12625","Honduras",5316,13.8937,-85.2277,0.0184230822717771,3.02869468010505,1.22364230105444,4.35326208591632,3.0270994547094,5316
"12744","South Africa",5330,-32.8185,22.5701,0.302946568290579,2.2726909508111,1.70386917164422,5.25389021628127,3.49225402986176,5330
"12934","Congo DRC",5354,-5.85147,29.7566,0.0675012298932076,2.84769748914287,0.657638025003911,0,2.26709515600535,5354
"13940","Canada",5469,48.4596,-72.6513,0.337095124574845,2.69158137376215,1.78025072198483,5.43420630841758,4.37324138608759,5469
"14013","Mongolia",5477,49.0536,106.113,0.227886704099716,1.92386362694597,0.700798284593697,2.91009054559407,2.71731170571189,5477
"14296","Turkey",5511,40.0912,42.333,0.27781815227044,2.58106743737344,1.97937252477381,5.33782451404581,3.5953428256262,5511
"14558","Congo DRC",5542,-6.75027,22.5701,0.252440945311099,2.89934489880492,0.661946687949662,0,2.26709515600535,5542
"14699","Angola",5558,-18.2042,21.6718,0.239835150878822,2.62080196334489,0.781391236386635,2.44870631990508,2.7855635422284,5558
"15732","China",5680,46.6353,116.893,0.253649118693111,2.4815705841947,1.37406317445827,6.95136909386879,2.99627669770714,5680
"16153","Portugal",5731,41.4853,-8.60783,0.274106687977402,2.60944194499631,1.84405230440472,5.03344788228798,4.09994418754491,5731
"16588","Russian Federation",5785,55.6394,89.0454,0.363969289561761,2.15110341514852,1.34699753256525,5.32502074550366,3.33487843404016,5785
"16870","Canada",5818,53.5535,-95.1092,0.0988107707540368,2.70970900163977,1.72192341963693,5.43420630841758,4.37324138608759,5818
"18860","Mexico",6069,30.5421,-110.381,0.597501303098827,2.43261620202344,1.95192343026601,5.19781516944518,3.82053390533369,6069
"19354","Argentina",6130,-52.9955,-69.0581,0.68166749516991,2.24830905176763,2.36461396292605,5.78923793550226,3.80950249718057,6130
"20137","China",6229,28.9746,99.8252,0.687028267900271,2.67537184573491,2.20686982764632,6.95136909386879,2.99627669770714,6229
"20911","Niger",6328,13.0145,11.7903,0.269244864674902,2.55998851400838,0.912862308258464,2.39269695325967,2.36249398434491,6328
"21333","Argentina",6382,-42.1049,-70.8547,0.226776345761686,2.61598447638445,1.64131678521051,5.78923793550226,3.80950249718057,6382
"22888","Argentina",6585,-28.9459,-55.5833,0.344440871859158,3.00026489051585,2.00962077200005,5.78923793550226,3.80950249718057,6585
"23556","Argentina",6673,-33.5737,-69.0581,0.00952346790679028,2.16179566780541,0.989274909416164,5.78923793550226,3.80950249718057,6673
"23825","Congo DRC",6709,-9.43566,26.1634,0.291500186020991,2.80269636939322,0.692356435817397,0,2.26709515600535,6709
"23903","Argentina",6719,-27.3536,-63.6682,0.373510766060292,2.74997773782326,1.53869136267117,5.78923793550226,3.80950249718057,6719
"24136","United States",6749,47.8586,-93.3126,0.322416229715392,2.74989038148449,2.09423352588852,6.47257508985315,4.55253120853509,6749
"24159","India",6752,27.3827,79.164,0.596031118792085,2.73294393879247,2.23313657381248,5.50520154772776,2.65874601931954,6752
"24588","South Africa",6810,-33.5737,20.7735,0.425616201167799,2.16227628890402,1.70163502027214,5.25389021628127,3.49225402986176,6810
"24627","Madagascar",6816,-18.2042,48.6213,0.389868717144014,2.88924666169149,0.70053105976966,2.94694327069783,2.49680172397732,6816
"24960","South Africa",6860,-33.5676,25.2569,0.473053368371455,2.50962649356112,1.73360422304445,5.25389021628127,3.49225402986176,6860
"25126","Niger",6884,13.8937,3.70549,0.345991229662616,2.61953120739439,0.485998546371518,2.39269695325967,2.36249398434491,6884
"25137","Uruguay",6886,-34.3194,-54.6889,0.457113529596562,2.9205643069487,1.9764308034073,4.50852971897129,3.79013738663213,6886
"25577","Australia",6946,-37.2494,144.741,0.433475078473084,2.42398175588789,2.08789915951904,5.36316241230006,4.33107201983724,6946
"26038","Chad",7009,14.7695,16.2819,0.0313628637650694,2.1967714492453,0.592177682408806,2.46982201597816,2.33187050378788,7009
"26925","Tanzania",7134,-4.0497,36.9432,0.402148120541788,2.66505583973121,0.885660637991703,1.7481880270062,2.58899405288781,7134
"26958","Uruguay",7138,-34.3223,-55.5833,0.402712325530077,2.93072622626885,1.98332132117765,4.50852971897129,3.79013738663213,7138
"27083","Finland",7154,64.1585,26.1634,0.438410487090951,2.58034107301243,2.1703669638855,3.96189547366785,4.4240457227584,7154
"27328","Kazakhstan",7188,50.7932,83.6555,0.0264446295803228,2.4011440081076,0.948345194852771,4.50851625226694,3.17598650936112,7188
"27646","India",7233,26.5779,75.5707,0.5287344311707,2.59392527338453,2.09538219635143,5.50520154772776,2.65874601931954,7233
"27655","Bangladesh",7234,21.1287,92.1344,0.360838605425491,2.92853910580869,1.59476186540944,4.35812528527665,2.61998209528875,7234
"27928","Mozambique",7275,-12.9825,38.7398,0.237941488318943,2.78468096002959,0.629021053938372,2.72916478969277,2.50009459561958,7275
"28108","Mongolia",7301,46.013,112.402,0.0114631194269063,2.31234613530143,0.291949741421344,2.91009054559407,2.71731170571189,7301
"28141","Russian Federation",7306,54.6099,48.6213,0.408582130200765,2.2897561281969,1.46300915254881,5.32502074550366,3.33487843404016,7306
"28704","Ukraine",7388,44.7233,33.6635,0.461270653443707,2.59854299723964,1.51472349971281,5.28195781643865,2.91918067636586,7388
"29097","Argentina",7447,-33.5737,-69.9564,0.67519560386072,2.14909075597367,2.24268075484739,5.78923793550226,3.80950249718057,7447
"29312","Kazakhstan",7480,49.6405,57.6044,0.151663256029019,2.08006358684664,0.810077245022926,4.50851625226694,3.17598650936112,7480
"29735","Hungary",7549,46.6353,20.7735,0.676756806393924,2.66448247662729,2.10068892169492,4.61162773146829,3.74727443427803,7549
"30012","China",7593,39.3978,107.91,0.71531999674516,2.55240745690115,2.20599373501765,6.95136909386879,2.99627669770714,7593
"30155","Mongolia",7615,47.2505,102.52,0.224176830808588,1.83618089488387,0.687340016734093,2.91009054559407,2.71731170571189,7615
"30296","India",7638,26.5779,80.0623,0.58738013962234,2.71096814833284,2.300712026978,5.50520154772776,2.65874601931954,7638
"30440","Australia",7662,-30.5139,121.385,0.258811880450721,2.34008984904644,1.69122708479834,5.36316241230006,4.33107201983724,7662
"31311","Argentina",7805,-35.7995,-65.4648,0.468188678479739,2.67235628964493,1.81845780400893,5.78923793550226,3.80950249718057,7805
"31335","Canada",7809,49.6405,-109.482,0.413777407859924,2.45121972198677,1.77987179530545,5.43420630841758,4.37324138608759,7809
"31435","Russian Federation",7828,49.0536,131.266,0.0188823047813881,2.63515749649141,0.968213667186547,5.32502074550366,3.33487843404016,7828
"31540","China",7847,44.7469,124.08,0.593787761504773,2.70847654422613,2.35153427178599,6.95136909386879,2.99627669770714,7847
"31759","Australia",7882,-30.5139,151.029,0.34321973213972,2.72982021225985,1.88729864893818,5.36316241230006,4.33107201983724,7882
"31799","South Africa",7889,-27.3536,25.2651,0.341695426510075,2.62331698976948,1.57939910442208,5.25389021628127,3.49225402986176,7889
"32126","Uruguay",7947,-32.0567,-55.5833,0.522982449412142,2.95666857390281,1.9853180010822,4.50852971897129,3.79013738663213,7947
"32250","Bolivia",7970,-16.4788,-63.6682,0.283806560588448,2.98905896538786,0.600931026156635,4.4215710245264,2.98847132047518,7970
"32709","Australia",8056,-34.0749,136.307,0.310388314617068,2.27918876582251,1.66557343769889,5.36316241230006,4.33107201983724,8056
"32918","United States",8094,45.3835,-98.7025,0.497405710039282,2.66555865710791,2.01228317127143,6.47257508985315,4.55253120853509,8094
"33471","Argentina",8206,-33.5737,-60.0749,0.479100259775224,2.90414535763518,1.81237236843943,5.78923793550226,3.80950249718057,8206
"33503","Brazil",8212,-24.9215,-51.0917,0.44772728851261,2.92502647146572,1.96087811459524,5.98977763964001,3.58078294659351,8212
"34160","Botswana",8356,-24.0996,27.0617,0.655576060142644,2.51564916677744,1.62316339262148,2.07918124604762,3.53572152828684,8356
"34310","Argentina",8395,-38.6718,-64.5665,0.428941110858932,2.76951359324707,1.68833360456663,5.78923793550226,3.80950249718057,8395
"34855","Chad",8537,8.57503,16.2819,0.432956925164592,2.83829237854471,0.72369313605484,2.46982201597816,2.33187050378788,8537
"34930","New Zealand",8556,-40.0217,175.385,0.493948323090559,2.86920377198184,2.4394866218893,4.37781602917206,4.21124915324027,8556
"35305","Zimbabwe",8679,-20.7597,31.5533,0.731611151644268,2.73019807626534,2.09428561243746,4.31363525361033,2.75739439046715,8679
"35364","Brazil",8699,-23.2723,-48.3968,0.303582565845223,2.87122186126873,1.90949462325527,5.98977763964001,3.58078294659351,8699
"35547","United Kingdom",8759,56.1577,-3.51444,0.896763403926549,2.68800113292565,2.29087464910004,5.3694440804306,4.4645225202218,8759
"35821","Argentina",8866,-31.2885,-64.5665,0.468918985731796,2.68170684181957,1.69228673344434,5.78923793550226,3.80950249718057,8866
"36154","United States",9006,46.6353,-93.3126,0.18104047019369,2.75865060300804,1.71973254431648,6.47257508985315,4.55253120853509,9006
"36232","Russian Federation",9043,55.6394,87.2488,0.0867647243567833,2.33544596013506,1.3248245950406,5.32502074550366,3.33487843404016,9043
"36264","Mozambique",9057,-22.4398,34.2482,0.192111072290995,2.77887447200274,0.657101152765874,2.72916478969277,2.50009459561958,9057
"36586","Congo DRC",9212,4.98391,26.1634,0.22735099872749,2.91740390720935,0.578953769418153,0,2.26709515600535,9212
"36635","Canada",9242,54.0851,-110.381,0.605684800981037,2.44546519792324,1.81356877978497,5.43420630841758,4.37324138608759,9242
