"","mean_barle","Fishnet_ID","COUNTRY","Field1","Barley_Pred","Barley_Error_Ratio"
"101",5.369841432,69185,"Germany",69185,0.804426503,4.565414929
"102",5.286240249,46140,"Chile",46140,0.721546207,4.564694042
"103",5.203670497,58178,"United States",58178,0.641684487,4.56198601
"104",5.367986679,64608,"United Kingdom",64608,0.807836519,4.56015016
"105",5.331091894,72937,"Denmark",72937,0.77581249,4.555279404
"106",5.322783089,74278,"Denmark",74278,0.769787893,4.552995196
"107",5.349166534,53749,"Zimbabwe",53749,0.796735395,4.552431139
"108",5.337544441,71570,"United Kingdom",71570,0.81083154,4.526712901
"109",5.206935,63678,"United States",63678,0.685619646,4.521315354
"110",5.2152071,44983,"Sweden",44983,0.709571753,4.505635347
"111",5.26749987,44435,"Zimbabwe",44435,0.776312319,4.491187551
"112",5.292381233,54233,"United Kingdom",54233,0.8081477,4.484233533
"113",5.240177472,55909,"United Kingdom",55909,0.762102507,4.478074965
"114",5.099224481,60406,"Switzerland",60406,0.62991529,4.469309191
"115",5.226666537,48328,"Zimbabwe",48328,0.761351256,4.465315281
"116",5.125126644,48327,"Mexico",48327,0.680330828,4.444795816
"117",5.247718508,69693,"Germany",69693,0.805135886,4.442582622
"118",5.258435931,67544,"United Kingdom",67544,0.816920357,4.441515574
"119",5.220918551,8759,"United Kingdom",8759,0.780369495,4.440549056
"120",5.238372564,50177,"Germany",50177,0.80374567,4.434626894
"121",5.226666537,8679,"Zimbabwe",8679,0.79437197,4.432294567
"122",5.123206553,37091,"United States",37091,0.691660498,4.431546055
"123",5.202847093,53859,"Zimbabwe",53859,0.779037121,4.423809972
"124",5.185833205,43463,"Zimbabwe",43463,0.771164794,4.414668411
"125",5.224840368,65082,"United Kingdom",65082,0.812427624,4.412412744
"126",5.207492709,73154,"Germany",73154,0.796853236,4.410639473
"127",5.107018471,36779,"United States",36779,0.696901386,4.410117085
"128",5.225922585,52179,"United Kingdom",52179,0.816438826,4.409483759
"129",5.107018471,67552,"United States",67552,0.700546737,4.406471734
"130",5.226544203,69077,"France",69077,0.827915983,4.39862822
"131",5.183033183,70159,"Germany",70159,0.786985019,4.396048164
"132",5.054685937,53054,"United States",53054,0.667603717,4.38708222
"133",5.191252175,71579,"United Kingdom",71579,0.813363637,4.377888538
"134",5.165416539,51932,"Zimbabwe",51932,0.788596951,4.376819588
"135",5.053597927,45634,"United States",45634,0.679666456,4.373931471
"136",5.070654929,50923,"Liechtenstein",50923,0.701670525,4.368984404
"137",5.036236095,44895,"United States",44895,0.667366228,4.368869867
"138",5.053597927,65638,"United States",65638,0.686375736,4.367222191
"139",5.172359611,64838,"United Kingdom",64838,0.806803831,4.36555578
"140",5.127104759,47235,"Chile",47235,0.761858971,4.365245788
"141",5.045386866,59624,"United States",59624,0.680650675,4.364736191
"142",5.101672692,39552,"Chile",39552,0.739090535,4.362582157
"143",5.144606242,71224,"United Kingdom",71224,0.786604167,4.358002075
"144",4.994122799,65351,"United States",65351,0.64148767,4.352635129
"145",5.011484611,39449,"United States",39449,0.6779657,4.333518911
"146",5.063333208,50481,"Zimbabwe",50481,0.734212073,4.329121135
"147",5.011484611,41787,"United States",41787,0.686239538,4.325245073
"148",5.167203466,69360,"France",69360,0.842288139,4.324915327
"149",5.130845671,58694,"United Kingdom",58694,0.810626075,4.320219596
"150",5.131376971,70013,"France",70013,0.815765769,4.315611202
"151",5.102836609,56276,"France",56276,0.788446959,4.31438965
"152",5.134216701,24683,"Germany",24683,0.821075325,4.313141376
"153",5.159237807,69901,"France",69901,0.847694801,4.311543006
"154",5.042023977,48102,"Denmark",48102,0.731316828,4.310707149
"155",5.107922638,71309,"Germany",71309,0.803486766,4.304435872
"156",5.112027915,47265,"France",47265,0.810830579,4.301197336
"157",5.090555429,47878,"Zimbabwe",47878,0.790729685,4.299825744
"158",5.025177023,45757,"Chile",45757,0.728475753,4.29670127
"159",5.084717318,64393,"Germany",64393,0.800282498,4.28443482
"160",5.078181692,46807,"Zimbabwe",46807,0.796221044,4.281960648
"161",5.09221551,68291,"United Kingdom",68291,0.810964848,4.281250662
"162",5.108219326,64361,"Germany",64361,0.828339872,4.279879454
"163",5.078785181,45391,"United Kingdom",45391,0.812110197,4.266674984
"164",4.859166546,49984,"Mozambique",49984,0.59689368,4.262272866
"165",5.032487512,46202,"United Kingdom",46202,0.772634038,4.259853474
"166",4.961714328,65202,"United States",65202,0.703453416,4.258260912
"167",4.921826839,67997,"United States",67997,0.665549852,4.256276987
"168",4.927257979,47780,"United States",47780,0.671656793,4.255601186
"169",4.925833432,52811,"United States",52811,0.670704074,4.255129358
"170",4.952197477,57930,"United States",57930,0.698621544,4.253575933
"171",5.047590047,68222,"Germany",68222,0.802398094,4.245191953
"172",5.040863593,62907,"Germany",62907,0.802270749,4.238592844
"173",4.86983073,60052,"United States",60052,0.63549154,4.23433919
"174",4.89697306,27682,"Argentina",27682,0.666731787,4.230241273
"175",5.022499876,43583,"Zimbabwe",43583,0.794289108,4.228210768
"176",5.036073615,70135,"Germany",70135,0.810400904,4.225672711
"177",5.01569432,42023,"Zimbabwe",42023,0.793373553,4.222320767
"178",4.954446745,56218,"Sweden",56218,0.733136698,4.221310047
"179",4.921826681,68404,"United States",68404,0.70501685,4.216809831
"180",4.98361933,48750,"Belgium",48750,0.777568966,4.206050364
"181",4.981666543,51363,"Zimbabwe",51363,0.77661962,4.205046923
"182",4.62679863,52947,"Mexico",52947,0.432551747,4.194246883
"183",4.993655682,70423,"Germany",70423,0.802319207,4.191336475
"184",4.885144663,38691,"United States",38691,0.696679108,4.188465555
"185",4.885144663,58733,"United States",58733,0.700855066,4.184289597
"186",4.800918031,5643,"United States",5643,0.619421166,4.181496865
"187",4.822009122,51396,"United States",51396,0.642797121,4.179212002
"188",4.977778544,48311,"Germany",48311,0.802837739,4.174940805
"189",4.834573078,50719,"United States",50719,0.660582745,4.173990333
"190",4.828340782,69712,"United States",69712,0.657116249,4.171224533
"191",4.843031347,67218,"United States",67218,0.673079182,4.169952165
"192",4.966874058,51736,"Germany",51736,0.799279651,4.167594407
"193",4.821712556,39388,"United States",39388,0.655738534,4.165974022
"194",4.866427633,68353,"United States",68353,0.702594789,4.163832844
"195",4.970358036,73233,"United Kingdom",73233,0.809167329,4.161190707
"196",5.011605122,67205,"Germany",67205,0.85497404,4.156631082
"197",4.955124388,63176,"Germany",63176,0.801901682,4.153222706
"198",4.842346368,69352,"Italy",69352,0.690752341,4.151594027
"199",4.95204775,65130,"France",65130,0.806421384,4.145626366
"200",4.937404957,66506,"Denmark",66506,0.795639749,4.141765208
"201",4.920654456,66279,"United Kingdom",66279,0.786049039,4.134605417
"202",4.827581543,68555,"Denmark",68555,0.693959327,4.133622216
"203",4.831605097,70551,"United States",70551,0.707443886,4.124161211
"204",4.831188011,56982,"Isle of Man",56982,0.710016668,4.121171343
"205",4.780606508,75117,"Sweden",75117,0.660967111,4.119639397
"206",4.818333214,15346,"Zimbabwe",15346,0.705391357,4.112941857
"207",4.92132738,65747,"United Kingdom",65747,0.808668275,4.112659105
"208",4.856706177,40530,"Argentina",40530,0.745203979,4.111502198
"209",4.801566641,61304,"Italy",61304,0.692945613,4.108621028
"210",4.911369085,40536,"Germany",40536,0.802943624,4.108425461
"211",4.798365709,60715,"United States",60715,0.690972862,4.107392847
"212",4.901205229,52301,"United Kingdom",52301,0.793859381,4.107345848
"213",4.766363518,48437,"Mozambique",48437,0.667435849,4.098927669
"214",4.695833217,48363,"Mozambique",48363,0.59814049,4.097692727
"215",4.907932442,66951,"United Kingdom",66951,0.810490179,4.097442263
"216",4.893146748,74266,"Germany",74266,0.79837096,4.094775788
"217",4.754145066,50761,"United States",50761,0.666527874,4.087617192
"218",4.7391282,40965,"United States",40965,0.667076066,4.072052134
"219",4.85268863,68787,"Belgium",68787,0.790846788,4.061841842
"220",4.688862981,71958,"Italy",71958,0.639100574,4.049762407
"221",4.733162355,65906,"United States",65906,0.690740932,4.042421423
"222",4.824240115,60803,"Denmark",60803,0.782469815,4.0417703
"223",4.801574298,32987,"Chile",32987,0.761605433,4.039968865
"224",4.790738123,51891,"France",51891,0.750802271,4.039935852
"225",4.818333214,42988,"Zimbabwe",42988,0.779346437,4.038986777
"226",4.838054745,48256,"Germany",48256,0.802892875,4.03516187
"227",4.836477746,66628,"France",66628,0.802810936,4.03366681
"228",4.700922427,55524,"United States",55524,0.676108817,4.02481361
"229",4.684104621,34215,"United States",34215,0.661608221,4.0224964
"230",4.882664107,45487,"Germany",45487,0.869305428,4.013358679
"231",4.686063532,58251,"United States",58251,0.686789235,3.999274297
"232",4.780353134,64966,"Germany",64966,0.787592552,3.992760582
"233",4.784082467,70398,"France",70398,0.796866621,3.987215846
"234",4.664022547,50851,"United States",50851,0.678862221,3.985160326
"235",4.777499882,55092,"Zimbabwe",55092,0.792419781,3.985080101
"236",4.764269402,70828,"Germany",70828,0.787585902,3.9766835
"237",4.765696178,67666,"Germany",67666,0.796913723,3.968782456
"238",4.625698054,52490,"United States",52490,0.657564695,3.968133359
"239",4.758561979,65428,"Germany",65428,0.791631973,3.966930006
"240",4.627203551,51857,"United States",51857,0.663590861,3.96361269
"241",4.785191521,44377,"France",44377,0.823312595,3.961878926
"242",4.753680438,44017,"Zimbabwe",44017,0.794057095,3.959623343
"243",4.60210976,49426,"Switzerland",49426,0.655409039,3.946700721
"244",4.632464767,48261,"United States",48261,0.686893369,3.945571398
"245",4.626232147,59228,"United States",59228,0.685691638,3.940540509
"246",4.668197234,28358,"Chile",28358,0.729425996,3.938771238
"247",4.632464767,53299,"United States",53299,0.697392058,3.935072709
"248",4.710077513,69662,"Belgium",69662,0.778064291,3.932013222
"249",4.626232147,46870,"United States",46870,0.701754105,3.924478042
"250",4.583320921,2735,"Chile",2735,0.671378549,3.911942372
"251",4.735381025,62606,"France",62606,0.823629162,3.911751863
"252",4.654975807,46595,"France",46595,0.751011764,3.903964043
"253",4.536720058,56949,"United States",56949,0.657005578,3.87971448
"254",4.497634107,41454,"United States",41454,0.617951427,3.87968268
"255",4.643659361,41804,"Chile",41804,0.768400017,3.875259344
"256",4.539602983,40462,"Mexico",40462,0.668021121,3.871581862
"257",4.531954575,68156,"United States",68156,0.664881209,3.867073366
"258",4.613277267,47568,"Chile",47568,0.752486382,3.860790885
"259",4.601508703,46564,"Chile",46564,0.745352746,3.856155957
"260",4.516027292,68802,"United States",68802,0.660095189,3.855932103
"261",4.650496434,49776,"Germany",49776,0.800696206,3.849800228
"262",4.512268159,54431,"United States",54431,0.664819163,3.847448996
"263",4.548238134,61378,"United States",61378,0.703634416,3.844603718
"264",4.502573428,45739,"United States",45739,0.668128332,3.834445096
"265",4.614166552,53788,"Zimbabwe",53788,0.789045832,3.82512072
"266",4.502672081,64542,"United States",64542,0.684372453,3.818299628
"267",4.599984199,63343,"Germany",63343,0.783470205,3.816513994
"268",4.502276403,50702,"United States",50702,0.691681514,3.810594889
"269",4.563162881,19,"Chile",19,0.753830222,3.809332659
"270",4.566527665,51703,"Zimbabwe",51703,0.761873249,3.804654416
"271",4.357380373,50557,"United States",50557,0.553887388,3.803492985
"272",4.598762331,51174,"Germany",51174,0.799219078,3.799543253
"273",4.456439285,55589,"Zambia",55589,0.667564189,3.788875096
"274",4.401073819,59856,"United States",59856,0.615956509,3.78511731
"275",4.534747293,66285,"France",66285,0.754074104,3.780673189
"276",4.566527665,46378,"Zimbabwe",46378,0.788938295,3.77758937
"277",4.568181371,45013,"Germany",45013,0.793210804,3.774970567
"278",4.455879721,49667,"United States",49667,0.683482866,3.772396855
"279",4.557248665,54781,"France",54781,0.807477117,3.749771548
"280",4.432137264,42752,"United States",42752,0.690342215,3.741795049
"281",4.532924891,18964,"Germany",18964,0.794511567,3.738413324
"282",4.367533684,44502,"Argentina",44502,0.652518053,3.715015631
"283",4.369812965,66627,"United States",66627,0.684676015,3.68513695
"284",4.378934403,55819,"Mexico",55819,0.694547934,3.684386469
"285",4.454545344,48963,"Zimbabwe",48963,0.771083279,3.683462065
"286",4.344685484,34669,"United States",34669,0.670731046,3.673954438
"287",4.372706468,70718,"United States",70718,0.699545664,3.673160804
"288",4.330637808,50638,"United States",50638,0.662155465,3.668482343
"289",4.341194021,47487,"Argentina",47487,0.676837488,3.664356533
"290",4.391525322,65420,"France",65420,0.727599255,3.663926067
"291",4.316926444,59819,"United States",59819,0.660262437,3.656664007
"292",4.395287242,1058,"Chile",1058,0.745248592,3.65003865
"293",4.27394707,48195,"United States",48195,0.629689197,3.644257873
"294",4.216068786,42176,"Mexico",42176,0.575737918,3.640330868
"295",4.343169468,66301,"France",66301,0.706159572,3.637009896
"296",4.293688416,36049,"United States",36049,0.661933998,3.631754418
"297",4.287843104,45935,"Argentina",45935,0.657374469,3.630468635
"298",4.371090804,56707,"Belgium",56707,0.761032331,3.610058473
"299",4.27636353,32951,"Mozambique",32951,0.670766823,3.605596707
"300",4.369166558,51876,"Zimbabwe",51876,0.767229606,3.601936952
"301",4.336905818,43203,"Chile",43203,0.738365999,3.598539819
"302",4.295551777,69699,"France",69699,0.704610818,3.590940959
"303",4.275085888,28509,"Chile",28509,0.68767786,3.587408028
"304",4.299178934,69875,"United States",69875,0.713763453,3.585415481
"305",4.384346793,53397,"France",53397,0.804922639,3.579424154
"306",4.219193931,58219,"Mexico",58219,0.639893593,3.579300338
"307",4.379172926,72035,"France",72035,0.802363747,3.576809179
"308",4.28069453,61144,"United States",61144,0.705718481,3.574976049
"309",4.097805624,55827,"Mexico",55827,0.527063874,3.57074175
"310",4.368120556,47880,"France",47880,0.798508954,3.569611602
"311",4.197264163,57164,"United States",57164,0.638021459,3.559242704
"312",4.215303779,48538,"United States",48538,0.656168952,3.559134827
"313",4.320574644,68462,"United Kingdom",68462,0.763834869,3.556739775
"314",4.343478382,45434,"France",45434,0.787777406,3.555700976
"315",4.260207746,54069,"France",54069,0.718015145,3.542192601
"316",4.197360914,67995,"Turkey",67995,0.667936544,3.52942437
"317",4.189535324,32950,"Greece",32950,0.664511562,3.525023762
"318",4.136936325,54374,"Mexico",54374,0.616169048,3.520767277
"319",4.176608066,40520,"United States",40520,0.657459386,3.51914868
"320",4.146679295,29675,"Mexico",29675,0.632515643,3.514163652
"321",4.220600171,49394,"United States",49394,0.708968753,3.511631418
"322",4.172156612,54158,"United States",54158,0.664420515,3.507736097
"323",4.176608066,41441,"United States",41441,0.679489715,3.497118351
"324",4.261222875,62019,"France",62019,0.767757211,3.493465664
"325",3.967967649,19456,"Argentina",19456,0.474847878,3.493119771
"326",4.176608066,60261,"United States",60261,0.684717465,3.491890601
"327",4.162664913,14021,"Mexico",14021,0.681703725,3.480961188
"328",4.153085815,579,"Chile",579,0.672751157,3.480334658
"329",4.151480679,64223,"United States",64223,0.673579629,3.47790105
"330",4.246666561,45412,"Zimbabwe",45412,0.76928689,3.477379671
"331",4.15095058,54957,"Czech Republic",54957,0.680526582,3.470423998
"332",4.118050126,57975,"Italy",57975,0.655716505,3.462333621
"333",4.087005456,66391,"Mexico",66391,0.628499718,3.458505738
"334",4.178655843,51221,"United States",51221,0.722712545,3.455943298
"335",4.140103924,53366,"United States",53366,0.685819516,3.454284408
"336",4.205833229,42907,"Zimbabwe",42907,0.76351053,3.442322699
"337",4.184455766,51080,"Chile",51080,0.755096472,3.429359294
"338",4.083333232,47239,"Mozambique",47239,0.655894098,3.427439134
"339",4.138026469,64860,"United States",64860,0.711653163,3.426373306
"340",4.168131565,73321,"Denmark",73321,0.74370762,3.424423945
"341",4.098824354,51638,"United States",51638,0.676283298,3.422541056
"342",4.121069406,43709,"Austria",43709,0.704824711,3.416244695
"343",4.088820141,62173,"United States",62173,0.674044179,3.414775962
"344",4.098435521,60099,"United States",60099,0.695848247,3.402587274
"345",4.210612906,64178,"France",64178,0.813411914,3.397200992
"346",4.084991658,63730,"United States",63730,0.688622609,3.396369049
"347",4.045255561,57474,"Mexico",57474,0.649428528,3.395827033
"348",4.049466892,57312,"United States",57312,0.659431422,3.39003547
"349",4.164999897,46230,"Zimbabwe",46230,0.780709719,3.384290178
"350",4.182863051,70478,"France",70478,0.799764505,3.383098547
"351",4.051491937,51734,"Mexico",51734,0.676061204,3.375430733
"352",4.072437852,66002,"United States",66002,0.698148242,3.37428961
"353",4.031732306,56709,"Mexico",56709,0.658838905,3.372893401
"354",4.116570453,62083,"France",62083,0.743958045,3.372612408
"355",4.037714325,60122,"United States",60122,0.667532708,3.370181617
"356",4.078604717,36231,"France",36231,0.715377616,3.363227101
"357",4.050713301,39369,"United States",39369,0.690015185,3.360698116
"358",4.074063041,44878,"Chile",44878,0.718356128,3.355706913
"359",4.042878342,57867,"United States",57867,0.692361499,3.350516843
"360",4.137732166,57519,"Germany",57519,0.790763759,3.346968407
"361",4.00486064,68165,"United States",68165,0.659322246,3.345538394
"362",4.027819137,53477,"Czech Republic",53477,0.682386932,3.345432205
"363",3.93058821,50076,"Mexico",50076,0.596506732,3.334081478
"364",4.04012863,45403,"Mexico",45403,0.709844117,3.330284513
"365",3.980984803,42440,"Argentina",42440,0.651604419,3.329380384
"366",4.000765026,17371,"United States",17371,0.67172936,3.329035666
"367",3.932778835,54890,"Mexico",54890,0.608203039,3.324575796
"368",4.089649385,66902,"Denmark",66902,0.765603963,3.324045422
"369",3.95865171,49071,"United States",49071,0.641072257,3.317579453
"370",3.9879124,65123,"Austria",65123,0.672121428,3.315790972
"371",4.033262479,57433,"United States",57433,0.718963904,3.314298575
"372",3.876839761,39159,"Italy",39159,0.563377171,3.31346259
"373",4.08494403,59888,"Germany",59888,0.775052106,3.309891924
"374",4.09025223,66692,"Germany",66692,0.786739858,3.303512372
"375",4.08765315,67974,"Germany",67974,0.785006837,3.302646313
"376",3.90924263,51151,"Croatia",51151,0.615074971,3.294167659
"377",3.932778835,46220,"Mexico",46220,0.651456315,3.28132252
"378",3.974321473,53714,"United States",53714,0.69474006,3.279581413
"379",3.855665522,66924,"Mexico",66924,0.582470689,3.273194833
"380",3.936709563,35305,"United States",35305,0.664969175,3.271740388
"381",3.950085402,10642,"Austria",10642,0.681348558,3.268736844
"382",3.888730023,61967,"United States",61967,0.622958268,3.265771755
"383",3.941767476,57127,"United States",57127,0.677979893,3.263787583
"384",3.921285677,46723,"Chile",46723,0.661428755,3.259856922
"385",3.939479521,52527,"United States",52527,0.679814038,3.259665483
"386",3.824585564,56323,"Turkey",56323,0.566305926,3.258279638
"387",3.875151475,45984,"New Zealand",45984,0.6171602,3.257991275
"388",3.933543848,64209,"United States",64209,0.67729647,3.256247378
"389",3.920683587,46905,"United States",46905,0.666210193,3.254473394
"390",4.001311915,46854,"Chile",46854,0.752006215,3.2493057
"391",3.875454449,52197,"Botswana",52197,0.634598587,3.240855862
"392",3.924640406,35009,"United States",35009,0.684228933,3.240411473
"393",3.898424647,43027,"United States",43027,0.658166822,3.240257825
"394",3.932778835,62614,"Mexico",62614,0.693822363,3.238956472
"395",3.849339649,70287,"Croatia",70287,0.61043849,3.238901159
"396",3.943679858,82,"France",82,0.706465697,3.237214161
"397",3.967967649,44098,"Chile",44098,0.734395142,3.233572507
"398",3.774059489,59662,"India",59662,0.541063739,3.23299575
"399",3.887923886,65280,"Turkey",65280,0.659690493,3.228233393
"400",3.932778835,46392,"Mexico",46392,0.710472107,3.222306728
"401",3.893439213,69877,"United Kingdom",69877,0.672473504,3.220965709
"402",3.887023355,64898,"United States",64898,0.674110136,3.212913219
"403",3.862478256,61279,"United States",61279,0.654001619,3.208476637
"404",3.834711103,49466,"Sweden",49466,0.627044141,3.207666962
"405",3.931113461,23980,"Chile",23980,0.72602462,3.205088841
"406",3.871438503,68909,"Denmark",68909,0.667692022,3.203746481
"407",3.805927842,63953,"United States",63953,0.606444779,3.199483063
"408",3.860654976,59834,"Turkey",59834,0.663229389,3.197425587
"409",3.939619351,60207,"France",60207,0.743554482,3.196064869
"410",3.781270742,70673,"Sweden",70673,0.587870708,3.193400034
"411",3.871438503,69596,"Denmark",69596,0.680868778,3.190569725
"412",3.913494575,34761,"France",34761,0.723971767,3.189522808
"413",3.840328597,68951,"Austria",68951,0.652599393,3.187729204
"414",3.921596317,74368,"Germany",74368,0.74037159,3.181224727
"415",3.884527076,64750,"France",64750,0.706628961,3.177898115
"416",3.854182028,46394,"Argentina",46394,0.686096429,3.168085599
"417",3.870359889,36397,"Chile",36397,0.703123559,3.16723633
"418",3.847604063,52275,"Mexico",52275,0.680895308,3.166708755
"419",3.701438904,43440,"Mexico",43440,0.538305471,3.163133433
"420",3.850930616,65797,"United States",65797,0.692190591,3.158740025
"421",3.871102367,54756,"Germany",54756,0.713296071,3.157806296
"422",3.836991063,50015,"United States",50015,0.686395983,3.15059508
"423",3.901279117,39594,"Chile",39594,0.750825463,3.150453654
"424",3.823339197,68275,"United States",68275,0.673202986,3.150136211
"425",3.836991019,52290,"United States",52290,0.687319289,3.14967173
"426",3.814930254,60141,"United States",60141,0.666111172,3.148819082
"427",3.827325602,68676,"United States",68676,0.680256673,3.147068929
"428",3.830404898,73549,"Austria",73549,0.688004459,3.142400439
"429",3.911927643,34672,"Belgium",34672,0.771500655,3.140426988
"430",3.876202621,53792,"Germany",53792,0.742356117,3.133846504
