mean_barle,Fishnet_ID,COUNTRY,Field1,Barley_Pred,Barley_Error_Ratio
6.300380446,64071,France,64071,0.855255953,5.445124493
6.270275171,72803,Netherlands,72803,0.828849149,5.441426023
6.26455452,47093,France,47093,0.836519983,5.428034537
6.277012616,46014,France,46014,0.854422598,5.422590018
6.199652632,44646,United Kingdom,44646,0.797290438,5.402362195
6.248025883,24288,Germany,24288,0.848692989,5.399332894
6.255676568,67561,Germany,67561,0.858634432,5.397042136
6.272652348,70073,France,70073,0.88049398,5.392158368
6.239872456,76325,Germany,76325,0.858481842,5.381390614
6.17662105,42058,France,42058,0.832613725,5.344007325
6.134665741,55286,United Kingdom,55286,0.81691541,5.317750331
6.100580454,70181,Netherlands,70181,0.811776397,5.288804057
6.089998342,67151,Belgium,67151,0.805277662,5.28472068
5.930054188,61761,France,61761,0.666619755,5.263434433
6.066979076,45787,United Kingdom,45787,0.808073483,5.258905593
5.969567608,49135,United Kingdom,49135,0.741526074,5.228041534
6.080559313,15448,France,15448,0.85442918,5.226130133
6.081212838,9730,France,9730,0.866599167,5.214613671
6.07456859,19220,France,19220,0.868976224,5.205592366
6.006741003,39397,France,39397,0.819991757,5.186749246
5.956301689,72984,Germany,72984,0.772474984,5.183826705
6.002728269,63039,France,63039,0.823820577,5.178907692
6.001255989,70887,Netherlands,70887,0.827755487,5.173500502
6.014315497,47469,Germany,47469,0.853064021,5.161251476
5.854116833,45701,United States,45701,0.69811731,5.155999523
5.982140005,63038,Germany,63038,0.834111728,5.148028277
5.961973395,75741,United Kingdom,75741,0.826132325,5.13584107
5.92761606,65281,Germany,65281,0.792892597,5.134723463
5.909373283,57058,Germany,57058,0.78139156,5.127981723
5.801778828,39153,United States,39153,0.673851497,5.127927331
5.924449547,63527,United Kingdom,63527,0.796634228,5.127815319
5.930054188,71657,France,71657,0.803246841,5.126807347
5.930054188,66015,France,66015,0.811290764,5.118763424
5.968921196,67760,Germany,67760,0.854377952,5.114543244
5.97674938,67547,France,67547,0.863837262,5.112912118
5.972411795,51502,Germany,51502,0.865207178,5.107204617
5.930054188,73743,France,73743,0.827270408,5.10278378
5.943896823,69148,France,69148,0.847925432,5.095971391
5.902850775,59521,Germany,59521,0.814580459,5.088270316
5.930054188,41306,France,41306,0.848173745,5.081880443
5.930054188,50048,France,50048,0.848827156,5.081227032
5.910493284,66086,Germany,66086,0.831730993,5.078762291
5.930054188,48444,France,48444,0.854550086,5.075504102
5.930054188,71166,France,71166,0.854839046,5.075215142
5.825392711,72314,Germany,72314,0.756785842,5.068606869
5.877466524,45779,United Kingdom,45779,0.810115824,5.0673507
5.883636585,70252,France,70252,0.824627008,5.059009577
5.885142769,60194,United Kingdom,60194,0.827035001,5.058107768
5.880854527,59451,United Kingdom,59451,0.825010841,5.055843686
5.873993039,67536,France,67536,0.8289546,5.045038439
5.896732186,44446,France,44446,0.852116017,5.044616169
5.850750005,70592,United Kingdom,70592,0.815038517,5.035711488
5.885729278,64700,Germany,64700,0.851835525,5.033893753
5.8364803,50571,France,50571,0.815240784,5.021239516
5.826440103,74213,Netherlands,74213,0.811072958,5.015367145
5.832013696,69959,Netherlands,69959,0.820569129,5.011444567
5.559999943,23855,New Zealand,23855,0.558808854,5.001191089
5.71130769,73349,United Kingdom,73349,0.733544336,4.977763354
5.629570099,65808,United States,65808,0.659960062,4.969610037
5.647411346,72387,Italy,72387,0.682886888,4.964524458
5.782601665,71324,United Kingdom,71324,0.819093066,4.963508599
5.747708639,67450,Germany,67450,0.787765357,4.959943282
5.647411346,69509,Italy,69509,0.687816214,4.959595132
5.762489629,72684,Netherlands,72684,0.818584061,4.943905568
5.759568066,74765,Germany,74765,0.819559889,4.940008177
5.789421042,43872,Germany,43872,0.856676933,4.932744109
5.601836681,37551,Chile,37551,0.6747812,4.927055481
5.721885226,56906,Netherlands,56906,0.812869096,4.90901613
5.72589787,44088,United Kingdom,44088,0.81759755,4.90830032
5.682556629,72884,United Kingdom,72884,0.774256729,4.9082999
5.682556629,66089,United Kingdom,66089,0.77610028,4.906456349
5.682556629,75096,United Kingdom,75096,0.77610028,4.906456349
5.726816242,72288,Germany,72288,0.823211163,4.903605079
5.694887576,55661,France,55661,0.797849109,4.897038467
5.726223272,46671,Germany,46671,0.84196555,4.884257722
5.672276974,66231,Denmark,66231,0.790775101,4.881501873
5.672276974,50539,Denmark,50539,0.795391934,4.87688504
5.672276974,17027,Denmark,17027,0.799495488,4.872781486
5.672276974,51751,Denmark,51751,0.800634765,4.871642209
5.672276974,66361,Denmark,66361,0.801123362,4.871153612
5.596641779,68094,Denmark,68094,0.727692864,4.868948915
5.682556629,49619,United Kingdom,49619,0.815787631,4.866768998
5.713818748,73146,Germany,73146,0.848692989,4.865125759
5.682556629,70857,United Kingdom,70857,0.824346214,4.858210415
5.672276974,63846,Denmark,63846,0.814549417,4.857727557
5.702182462,59494,Germany,59494,0.845323968,4.856858494
5.667664098,46299,Germany,46299,0.819741163,4.847922935
5.601836681,6130,Argentina,6130,0.755155391,4.84668129
5.601836681,46768,Chile,46768,0.755183778,4.846652903
5.6605906,63444,France,63444,0.819523828,4.841066772
5.601836681,34848,Chile,34848,0.76726793,4.834568751
5.671548694,66715,France,66715,0.844061434,4.82748726
5.513015747,54776,United States,54776,0.699617686,4.813398061
5.605146279,68397,United Kingdom,68397,0.802839738,4.802306541
5.608988183,68350,United Kingdom,68350,0.814949385,4.794038798
5.463779537,53724,United States,53724,0.676941089,4.786838448
5.586681868,69897,Germany,69897,0.807290061,4.779391807
5.605086962,57184,France,57184,0.82877954,4.776307422
5.532678204,34006,Chile,34006,0.771390897,4.761287307
5.601160655,45637,France,45637,0.847247516,4.753913139
5.597183649,71400,Germany,71400,0.846290374,4.750893275
5.561055857,76109,Denmark,76109,0.811491048,4.749564809
5.613233604,31757,France,31757,0.864501632,4.748731972
5.548966605,66310,Denmark,66310,0.810805769,4.738160836
5.381897926,65995,France,65995,0.665878938,4.716018988
5.376388357,64914,United States,64914,0.66713283,4.709255527
5.523006527,62376,Denmark,62376,0.814264517,4.70874201
5.446819682,26857,Argentina,26857,0.741705102,4.70511458
5.528506841,61309,Germany,61309,0.825535133,4.702971708
5.373053249,61298,United States,61298,0.679714266,4.693338983
5.483201075,77342,Denmark,77342,0.792072098,4.691128977
5.537258294,74361,Germany,74361,0.848944159,4.688314135
5.502804915,53153,Germany,53153,0.822567628,4.680237287
5.44315055,73283,France,73283,0.773053856,4.670096695
5.466193721,47303,Germany,47303,0.80601822,4.660175501
5.367986679,77399,United Kingdom,77399,0.710142983,4.657843696
5.437076779,20293,Chile,20293,0.780113444,4.656963335
5.332869428,67269,United States,67269,0.685930568,4.64693886
5.367986679,556,United Kingdom,556,0.723814653,4.644172026
5.445641232,56411,United Kingdom,56411,0.808363512,4.63727772
5.381897926,65374,France,65374,0.753799463,4.628098463
5.432863127,34638,France,34638,0.807051073,4.625812054
5.381897926,45490,France,45490,0.759549348,4.622348578
5.466812344,13646,France,13646,0.847094216,4.619718129
5.428754478,3280,United Kingdom,3280,0.810284864,4.618469614
5.422391283,46956,United Kingdom,46956,0.811812509,4.610578774
5.417334309,60539,France,60539,0.809844419,4.60748989
5.377425671,47898,Denmark,47898,0.773845986,4.603579685
5.419378065,60455,United Kingdom,60455,0.815881521,4.603496544
5.358328233,75563,United Kingdom,75563,0.758110504,4.600217729
5.403269077,74690,Germany,74690,0.803552898,4.599716179
5.388663125,72174,Denmark,72174,0.791752963,4.596910162
5.274205557,58423,United States,58423,0.680328168,4.593877389
5.338112593,50532,United Kingdom,50532,0.750358735,4.587753858
5.2152071,56668,Sweden,56668,0.629066698,4.586140402
5.36842682,42284,Chile,42284,0.784802713,4.583624107
5.384838293,47299,Netherlands,47299,0.809205807,4.575632486
5.367986679,56888,United Kingdom,56888,0.79643332,4.571553359
5.369841432,69185,Germany,69185,0.804426503,4.565414929
5.286240249,46140,Chile,46140,0.721546207,4.564694042
5.203670497,58178,United States,58178,0.641684487,4.56198601
5.367986679,64608,United Kingdom,64608,0.807836519,4.56015016
5.331091894,72937,Denmark,72937,0.77581249,4.555279404
5.322783089,74278,Denmark,74278,0.769787893,4.552995196
5.349166534,53749,Zimbabwe,53749,0.796735395,4.552431139
5.337544441,71570,United Kingdom,71570,0.81083154,4.526712901
5.206935,63678,United States,63678,0.685619646,4.521315354
5.2152071,44983,Sweden,44983,0.709571753,4.505635347
5.26749987,44435,Zimbabwe,44435,0.776312319,4.491187551
5.292381233,54233,United Kingdom,54233,0.8081477,4.484233533
5.240177472,55909,United Kingdom,55909,0.762102507,4.478074965
5.099224481,60406,Switzerland,60406,0.62991529,4.469309191
5.226666537,48328,Zimbabwe,48328,0.761351256,4.465315281
5.125126644,48327,Mexico,48327,0.680330828,4.444795816
5.247718508,69693,Germany,69693,0.805135886,4.442582622
5.258435931,67544,United Kingdom,67544,0.816920357,4.441515574
5.220918551,8759,United Kingdom,8759,0.780369495,4.440549056
5.238372564,50177,Germany,50177,0.80374567,4.434626894
5.226666537,8679,Zimbabwe,8679,0.79437197,4.432294567
5.123206553,37091,United States,37091,0.691660498,4.431546055
5.202847093,53859,Zimbabwe,53859,0.779037121,4.423809972
5.185833205,43463,Zimbabwe,43463,0.771164794,4.414668411
5.224840368,65082,United Kingdom,65082,0.812427624,4.412412744
5.207492709,73154,Germany,73154,0.796853236,4.410639473
5.107018471,36779,United States,36779,0.696901386,4.410117085
5.225922585,52179,United Kingdom,52179,0.816438826,4.409483759
5.107018471,67552,United States,67552,0.700546737,4.406471734
5.226544203,69077,France,69077,0.827915983,4.39862822
5.183033183,70159,Germany,70159,0.786985019,4.396048164
5.054685937,53054,United States,53054,0.667603717,4.38708222
5.191252175,71579,United Kingdom,71579,0.813363637,4.377888538
5.165416539,51932,Zimbabwe,51932,0.788596951,4.376819588
5.053597927,45634,United States,45634,0.679666456,4.373931471
5.070654929,50923,Liechtenstein,50923,0.701670525,4.368984404
5.036236095,44895,United States,44895,0.667366228,4.368869867
5.053597927,65638,United States,65638,0.686375736,4.367222191
5.172359611,64838,United Kingdom,64838,0.806803831,4.36555578
5.127104759,47235,Chile,47235,0.761858971,4.365245788
5.045386866,59624,United States,59624,0.680650675,4.364736191
5.101672692,39552,Chile,39552,0.739090535,4.362582157
5.144606242,71224,United Kingdom,71224,0.786604167,4.358002075
4.994122799,65351,United States,65351,0.64148767,4.352635129
5.011484611,39449,United States,39449,0.6779657,4.333518911
5.063333208,50481,Zimbabwe,50481,0.734212073,4.329121135
5.011484611,41787,United States,41787,0.686239538,4.325245073
5.167203466,69360,France,69360,0.842288139,4.324915327
5.130845671,58694,United Kingdom,58694,0.810626075,4.320219596
5.131376971,70013,France,70013,0.815765769,4.315611202
5.102836609,56276,France,56276,0.788446959,4.31438965
5.134216701,24683,Germany,24683,0.821075325,4.313141376
5.159237807,69901,France,69901,0.847694801,4.311543006
5.042023977,48102,Denmark,48102,0.731316828,4.310707149
5.107922638,71309,Germany,71309,0.803486766,4.304435872
5.112027915,47265,France,47265,0.810830579,4.301197336
5.090555429,47878,Zimbabwe,47878,0.790729685,4.299825744
5.025177023,45757,Chile,45757,0.728475753,4.29670127
5.084717318,64393,Germany,64393,0.800282498,4.28443482
5.078181692,46807,Zimbabwe,46807,0.796221044,4.281960648
5.09221551,68291,United Kingdom,68291,0.810964848,4.281250662
5.108219326,64361,Germany,64361,0.828339872,4.279879454
5.078785181,45391,United Kingdom,45391,0.812110197,4.266674984
4.859166546,49984,Mozambique,49984,0.59689368,4.262272866
5.032487512,46202,United Kingdom,46202,0.772634038,4.259853474
4.961714328,65202,United States,65202,0.703453416,4.258260912
4.921826839,67997,United States,67997,0.665549852,4.256276987
4.927257979,47780,United States,47780,0.671656793,4.255601186
4.925833432,52811,United States,52811,0.670704074,4.255129358
4.952197477,57930,United States,57930,0.698621544,4.253575933
5.047590047,68222,Germany,68222,0.802398094,4.245191953
5.040863593,62907,Germany,62907,0.802270749,4.238592844
4.86983073,60052,United States,60052,0.63549154,4.23433919
4.89697306,27682,Argentina,27682,0.666731787,4.230241273
5.022499876,43583,Zimbabwe,43583,0.794289108,4.228210768
5.036073615,70135,Germany,70135,0.810400904,4.225672711
5.01569432,42023,Zimbabwe,42023,0.793373553,4.222320767
4.954446745,56218,Sweden,56218,0.733136698,4.221310047
4.921826681,68404,United States,68404,0.70501685,4.216809831
4.98361933,48750,Belgium,48750,0.777568966,4.206050364
4.981666543,51363,Zimbabwe,51363,0.77661962,4.205046923
4.62679863,52947,Mexico,52947,0.432551747,4.194246883
4.993655682,70423,Germany,70423,0.802319207,4.191336475
4.885144663,38691,United States,38691,0.696679108,4.188465555
4.885144663,58733,United States,58733,0.700855066,4.184289597
4.800918031,5643,United States,5643,0.619421166,4.181496865
4.822009122,51396,United States,51396,0.642797121,4.179212002
4.977778544,48311,Germany,48311,0.802837739,4.174940805
4.834573078,50719,United States,50719,0.660582745,4.173990333
4.828340782,69712,United States,69712,0.657116249,4.171224533
4.843031347,67218,United States,67218,0.673079182,4.169952165
4.966874058,51736,Germany,51736,0.799279651,4.167594407
4.821712556,39388,United States,39388,0.655738534,4.165974022
4.866427633,68353,United States,68353,0.702594789,4.163832844
4.970358036,73233,United Kingdom,73233,0.809167329,4.161190707
5.011605122,67205,Germany,67205,0.85497404,4.156631082
4.955124388,63176,Germany,63176,0.801901682,4.153222706
4.842346368,69352,Italy,69352,0.690752341,4.151594027
4.95204775,65130,France,65130,0.806421384,4.145626366
4.937404957,66506,Denmark,66506,0.795639749,4.141765208
4.920654456,66279,United Kingdom,66279,0.786049039,4.134605417
4.827581543,68555,Denmark,68555,0.693959327,4.133622216
4.831605097,70551,United States,70551,0.707443886,4.124161211
4.831188011,56982,Isle of Man,56982,0.710016668,4.121171343
4.780606508,75117,Sweden,75117,0.660967111,4.119639397
4.818333214,15346,Zimbabwe,15346,0.705391357,4.112941857
4.92132738,65747,United Kingdom,65747,0.808668275,4.112659105
4.856706177,40530,Argentina,40530,0.745203979,4.111502198
4.801566641,61304,Italy,61304,0.692945613,4.108621028
4.911369085,40536,Germany,40536,0.802943624,4.108425461
4.798365709,60715,United States,60715,0.690972862,4.107392847
4.901205229,52301,United Kingdom,52301,0.793859381,4.107345848
4.766363518,48437,Mozambique,48437,0.667435849,4.098927669
4.695833217,48363,Mozambique,48363,0.59814049,4.097692727
4.907932442,66951,United Kingdom,66951,0.810490179,4.097442263
4.893146748,74266,Germany,74266,0.79837096,4.094775788
4.754145066,50761,United States,50761,0.666527874,4.087617192
4.7391282,40965,United States,40965,0.667076066,4.072052134
4.85268863,68787,Belgium,68787,0.790846788,4.061841842
4.688862981,71958,Italy,71958,0.639100574,4.049762407
4.733162355,65906,United States,65906,0.690740932,4.042421423
4.824240115,60803,Denmark,60803,0.782469815,4.0417703
4.801574298,32987,Chile,32987,0.761605433,4.039968865
4.790738123,51891,France,51891,0.750802271,4.039935852
4.818333214,42988,Zimbabwe,42988,0.779346437,4.038986777
4.838054745,48256,Germany,48256,0.802892875,4.03516187
4.836477746,66628,France,66628,0.802810936,4.03366681
4.700922427,55524,United States,55524,0.676108817,4.02481361
4.684104621,34215,United States,34215,0.661608221,4.0224964
4.882664107,45487,Germany,45487,0.869305428,4.013358679
4.686063532,58251,United States,58251,0.686789235,3.999274297
4.780353134,64966,Germany,64966,0.787592552,3.992760582
4.784082467,70398,France,70398,0.796866621,3.987215846
4.664022547,50851,United States,50851,0.678862221,3.985160326
4.777499882,55092,Zimbabwe,55092,0.792419781,3.985080101
4.764269402,70828,Germany,70828,0.787585902,3.9766835
4.765696178,67666,Germany,67666,0.796913723,3.968782456
4.625698054,52490,United States,52490,0.657564695,3.968133359
4.758561979,65428,Germany,65428,0.791631973,3.966930006
4.627203551,51857,United States,51857,0.663590861,3.96361269
4.785191521,44377,France,44377,0.823312595,3.961878926
4.753680438,44017,Zimbabwe,44017,0.794057095,3.959623343
4.60210976,49426,Switzerland,49426,0.655409039,3.946700721
4.632464767,48261,United States,48261,0.686893369,3.945571398
4.626232147,59228,United States,59228,0.685691638,3.940540509
4.668197234,28358,Chile,28358,0.729425996,3.938771238
4.632464767,53299,United States,53299,0.697392058,3.935072709
4.710077513,69662,Belgium,69662,0.778064291,3.932013222
4.626232147,46870,United States,46870,0.701754105,3.924478042
4.583320921,2735,Chile,2735,0.671378549,3.911942372
4.735381025,62606,France,62606,0.823629162,3.911751863
4.654975807,46595,France,46595,0.751011764,3.903964043
4.536720058,56949,United States,56949,0.657005578,3.87971448
4.497634107,41454,United States,41454,0.617951427,3.87968268
4.643659361,41804,Chile,41804,0.768400017,3.875259344
4.539602983,40462,Mexico,40462,0.668021121,3.871581862
4.531954575,68156,United States,68156,0.664881209,3.867073366
4.613277267,47568,Chile,47568,0.752486382,3.860790885
4.601508703,46564,Chile,46564,0.745352746,3.856155957
4.516027292,68802,United States,68802,0.660095189,3.855932103
4.650496434,49776,Germany,49776,0.800696206,3.849800228
4.512268159,54431,United States,54431,0.664819163,3.847448996
4.548238134,61378,United States,61378,0.703634416,3.844603718
4.502573428,45739,United States,45739,0.668128332,3.834445096
4.614166552,53788,Zimbabwe,53788,0.789045832,3.82512072
4.502672081,64542,United States,64542,0.684372453,3.818299628
4.599984199,63343,Germany,63343,0.783470205,3.816513994
4.502276403,50702,United States,50702,0.691681514,3.810594889
4.563162881,19,Chile,19,0.753830222,3.809332659
4.566527665,51703,Zimbabwe,51703,0.761873249,3.804654416
4.357380373,50557,United States,50557,0.553887388,3.803492985
4.598762331,51174,Germany,51174,0.799219078,3.799543253
4.456439285,55589,Zambia,55589,0.667564189,3.788875096
4.401073819,59856,United States,59856,0.615956509,3.78511731
4.534747293,66285,France,66285,0.754074104,3.780673189
4.566527665,46378,Zimbabwe,46378,0.788938295,3.77758937
4.568181371,45013,Germany,45013,0.793210804,3.774970567
4.455879721,49667,United States,49667,0.683482866,3.772396855
4.557248665,54781,France,54781,0.807477117,3.749771548
4.432137264,42752,United States,42752,0.690342215,3.741795049
4.532924891,18964,Germany,18964,0.794511567,3.738413324
4.367533684,44502,Argentina,44502,0.652518053,3.715015631
4.369812965,66627,United States,66627,0.684676015,3.68513695
4.378934403,55819,Mexico,55819,0.694547934,3.684386469
4.454545344,48963,Zimbabwe,48963,0.771083279,3.683462065
4.344685484,34669,United States,34669,0.670731046,3.673954438
4.372706468,70718,United States,70718,0.699545664,3.673160804
4.330637808,50638,United States,50638,0.662155465,3.668482343
4.341194021,47487,Argentina,47487,0.676837488,3.664356533
4.391525322,65420,France,65420,0.727599255,3.663926067
4.316926444,59819,United States,59819,0.660262437,3.656664007
4.395287242,1058,Chile,1058,0.745248592,3.65003865
4.27394707,48195,United States,48195,0.629689197,3.644257873
4.216068786,42176,Mexico,42176,0.575737918,3.640330868
4.343169468,66301,France,66301,0.706159572,3.637009896
4.293688416,36049,United States,36049,0.661933998,3.631754418
4.287843104,45935,Argentina,45935,0.657374469,3.630468635
4.371090804,56707,Belgium,56707,0.761032331,3.610058473
4.27636353,32951,Mozambique,32951,0.670766823,3.605596707
4.369166558,51876,Zimbabwe,51876,0.767229606,3.601936952
4.336905818,43203,Chile,43203,0.738365999,3.598539819
4.295551777,69699,France,69699,0.704610818,3.590940959
4.275085888,28509,Chile,28509,0.68767786,3.587408028
4.299178934,69875,United States,69875,0.713763453,3.585415481
4.384346793,53397,France,53397,0.804922639,3.579424154
4.219193931,58219,Mexico,58219,0.639893593,3.579300338
4.379172926,72035,France,72035,0.802363747,3.576809179
4.28069453,61144,United States,61144,0.705718481,3.574976049
4.097805624,55827,Mexico,55827,0.527063874,3.57074175
4.368120556,47880,France,47880,0.798508954,3.569611602
4.197264163,57164,United States,57164,0.638021459,3.559242704
4.215303779,48538,United States,48538,0.656168952,3.559134827
4.320574644,68462,United Kingdom,68462,0.763834869,3.556739775
4.343478382,45434,France,45434,0.787777406,3.555700976
4.260207746,54069,France,54069,0.718015145,3.542192601
4.197360914,67995,Turkey,67995,0.667936544,3.52942437
4.189535324,32950,Greece,32950,0.664511562,3.525023762
4.136936325,54374,Mexico,54374,0.616169048,3.520767277
4.176608066,40520,United States,40520,0.657459386,3.51914868
4.146679295,29675,Mexico,29675,0.632515643,3.514163652
4.220600171,49394,United States,49394,0.708968753,3.511631418
4.172156612,54158,United States,54158,0.664420515,3.507736097
4.176608066,41441,United States,41441,0.679489715,3.497118351
4.261222875,62019,France,62019,0.767757211,3.493465664
3.967967649,19456,Argentina,19456,0.474847878,3.493119771
4.176608066,60261,United States,60261,0.684717465,3.491890601
4.162664913,14021,Mexico,14021,0.681703725,3.480961188
4.153085815,579,Chile,579,0.672751157,3.480334658
4.151480679,64223,United States,64223,0.673579629,3.47790105
4.246666561,45412,Zimbabwe,45412,0.76928689,3.477379671
4.15095058,54957,Czech Republic,54957,0.680526582,3.470423998
4.118050126,57975,Italy,57975,0.655716505,3.462333621
4.087005456,66391,Mexico,66391,0.628499718,3.458505738
4.178655843,51221,United States,51221,0.722712545,3.455943298
4.140103924,53366,United States,53366,0.685819516,3.454284408
4.205833229,42907,Zimbabwe,42907,0.76351053,3.442322699
4.184455766,51080,Chile,51080,0.755096472,3.429359294
4.083333232,47239,Mozambique,47239,0.655894098,3.427439134
4.138026469,64860,United States,64860,0.711653163,3.426373306
4.168131565,73321,Denmark,73321,0.74370762,3.424423945
4.098824354,51638,United States,51638,0.676283298,3.422541056
4.121069406,43709,Austria,43709,0.704824711,3.416244695
4.088820141,62173,United States,62173,0.674044179,3.414775962
4.098435521,60099,United States,60099,0.695848247,3.402587274
4.210612906,64178,France,64178,0.813411914,3.397200992
4.084991658,63730,United States,63730,0.688622609,3.396369049
4.045255561,57474,Mexico,57474,0.649428528,3.395827033
4.049466892,57312,United States,57312,0.659431422,3.39003547
4.164999897,46230,Zimbabwe,46230,0.780709719,3.384290178
4.182863051,70478,France,70478,0.799764505,3.383098547
4.051491937,51734,Mexico,51734,0.676061204,3.375430733
4.072437852,66002,United States,66002,0.698148242,3.37428961
4.031732306,56709,Mexico,56709,0.658838905,3.372893401
4.116570453,62083,France,62083,0.743958045,3.372612408
4.037714325,60122,United States,60122,0.667532708,3.370181617
4.078604717,36231,France,36231,0.715377616,3.363227101
4.050713301,39369,United States,39369,0.690015185,3.360698116
4.074063041,44878,Chile,44878,0.718356128,3.355706913
4.042878342,57867,United States,57867,0.692361499,3.350516843
4.137732166,57519,Germany,57519,0.790763759,3.346968407
4.00486064,68165,United States,68165,0.659322246,3.345538394
4.027819137,53477,Czech Republic,53477,0.682386932,3.345432205
3.93058821,50076,Mexico,50076,0.596506732,3.334081478
4.04012863,45403,Mexico,45403,0.709844117,3.330284513
3.980984803,42440,Argentina,42440,0.651604419,3.329380384
4.000765026,17371,United States,17371,0.67172936,3.329035666
3.932778835,54890,Mexico,54890,0.608203039,3.324575796
4.089649385,66902,Denmark,66902,0.765603963,3.324045422
3.95865171,49071,United States,49071,0.641072257,3.317579453
3.9879124,65123,Austria,65123,0.672121428,3.315790972
4.033262479,57433,United States,57433,0.718963904,3.314298575
3.876839761,39159,Italy,39159,0.563377171,3.31346259
4.08494403,59888,Germany,59888,0.775052106,3.309891924
4.09025223,66692,Germany,66692,0.786739858,3.303512372
4.08765315,67974,Germany,67974,0.785006837,3.302646313
3.90924263,51151,Croatia,51151,0.615074971,3.294167659
3.932778835,46220,Mexico,46220,0.651456315,3.28132252
3.974321473,53714,United States,53714,0.69474006,3.279581413
3.855665522,66924,Mexico,66924,0.582470689,3.273194833
3.936709563,35305,United States,35305,0.664969175,3.271740388
3.950085402,10642,Austria,10642,0.681348558,3.268736844
3.888730023,61967,United States,61967,0.622958268,3.265771755
3.941767476,57127,United States,57127,0.677979893,3.263787583
3.921285677,46723,Chile,46723,0.661428755,3.259856922
3.939479521,52527,United States,52527,0.679814038,3.259665483
3.824585564,56323,Turkey,56323,0.566305926,3.258279638
3.875151475,45984,New Zealand,45984,0.6171602,3.257991275
3.933543848,64209,United States,64209,0.67729647,3.256247378
3.920683587,46905,United States,46905,0.666210193,3.254473394
4.001311915,46854,Chile,46854,0.752006215,3.2493057
