Crop,response,predictor,quantile,model,predictor.name,response.name
Groundnut,0.284260963,0.481790361,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.497331985,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.51287361,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.528415234,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.543956859,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.559498483,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.575040108,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.590581733,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.606123357,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.621664982,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.637206606,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.652748231,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.668289855,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.68383148,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.699373104,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.714914729,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.730456353,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.745997978,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.761539602,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.777081227,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.792622852,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.808164476,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.823706101,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.839247725,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.85478935,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.870330974,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.885872599,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.901414223,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.916955848,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.932497472,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.948039097,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.963580721,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.979122346,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,0.994663971,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.010205595,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.02574722,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.041288844,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.056830469,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.072372093,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.087913718,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.103455342,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.118996967,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.134538591,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.150080216,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.165621841,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.181163465,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.19670509,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.212246714,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.227788339,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.243329963,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.258871588,0.1,1,Evapotranspiration,Yield
Groundnut,0.284260963,1.274413212,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.289954837,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.305496461,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.321038086,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.33657971,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.352121335,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.36766296,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.383204584,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.398746209,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.414287833,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.429829458,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.445371082,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.460912707,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.476454331,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.491995956,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.50753758,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.523079205,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.538620829,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.554162454,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.569704079,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.585245703,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.600787328,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.616328952,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.631870577,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.647412201,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.662953826,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.67849545,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.694037075,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.709578699,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.725120324,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.740661948,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.756203573,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.771745198,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.787286822,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.802828447,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.818370071,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.833911696,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.84945332,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.864994945,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.880536569,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.896078194,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.911619818,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.927161443,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.942703068,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.958244692,0.1,1,Evapotranspiration,Yield
Groundnut,0.284942613,1.973786317,0.1,1,Evapotranspiration,Yield
Groundnut,0.285176094,1.989327941,0.1,1,Evapotranspiration,Yield
Groundnut,0.285176094,2.004869566,0.1,1,Evapotranspiration,Yield
Groundnut,0.285176094,2.02041119,0.1,1,Evapotranspiration,Yield
Groundnut,0.285176094,2.035952815,0.1,1,Evapotranspiration,Yield
Groundnut,0.285176094,2.051494439,0.1,1,Evapotranspiration,Yield
Groundnut,0.285176094,2.067036064,0.1,1,Evapotranspiration,Yield
Groundnut,0.285176094,2.082577688,0.1,1,Evapotranspiration,Yield
Groundnut,0.285176094,2.098119313,0.1,1,Evapotranspiration,Yield
Groundnut,0.285176094,2.113660937,0.1,1,Evapotranspiration,Yield
Groundnut,0.285176094,2.129202562,0.1,1,Evapotranspiration,Yield
Groundnut,0.285176094,2.144744187,0.1,1,Evapotranspiration,Yield
Groundnut,0.285176094,2.160285811,0.1,1,Evapotranspiration,Yield
Groundnut,0.285211453,2.175827436,0.1,1,Evapotranspiration,Yield
Groundnut,0.285211453,2.19136906,0.1,1,Evapotranspiration,Yield
Groundnut,0.285211453,2.206910685,0.1,1,Evapotranspiration,Yield
Groundnut,0.285211453,2.222452309,0.1,1,Evapotranspiration,Yield
Groundnut,0.285211453,2.237993934,0.1,1,Evapotranspiration,Yield
Groundnut,0.285211453,2.253535558,0.1,1,Evapotranspiration,Yield
Groundnut,0.285211453,2.269077183,0.1,1,Evapotranspiration,Yield
Groundnut,0.285211453,2.284618807,0.1,1,Evapotranspiration,Yield
Groundnut,0.285211453,2.300160432,0.1,1,Evapotranspiration,Yield
Groundnut,0.285211453,2.315702056,0.1,1,Evapotranspiration,Yield
Groundnut,0.285618619,2.331243681,0.1,1,Evapotranspiration,Yield
Groundnut,0.285835478,2.346785306,0.1,1,Evapotranspiration,Yield
Groundnut,0.285835478,2.36232693,0.1,1,Evapotranspiration,Yield
Groundnut,0.285663022,2.377868555,0.1,1,Evapotranspiration,Yield
Groundnut,0.285663022,2.393410179,0.1,1,Evapotranspiration,Yield
Groundnut,0.286116693,2.408951804,0.1,1,Evapotranspiration,Yield
Groundnut,0.286463429,2.424493428,0.1,1,Evapotranspiration,Yield
Groundnut,0.286071069,2.440035053,0.1,1,Evapotranspiration,Yield
Groundnut,0.286071069,2.455576677,0.1,1,Evapotranspiration,Yield
Groundnut,0.284856976,2.471118302,0.1,1,Evapotranspiration,Yield
Groundnut,0.285955955,2.486659926,0.1,1,Evapotranspiration,Yield
Groundnut,0.285542032,2.502201551,0.1,1,Evapotranspiration,Yield
Groundnut,0.287115647,2.517743175,0.1,1,Evapotranspiration,Yield
Groundnut,0.287211256,2.5332848,0.1,1,Evapotranspiration,Yield
Groundnut,0.289311148,2.548826425,0.1,1,Evapotranspiration,Yield
Groundnut,0.289382381,2.564368049,0.1,1,Evapotranspiration,Yield
Groundnut,0.290601977,2.579909674,0.1,1,Evapotranspiration,Yield
Groundnut,0.290145848,2.595451298,0.1,1,Evapotranspiration,Yield
Groundnut,0.290145848,2.610992923,0.1,1,Evapotranspiration,Yield
Groundnut,0.290168134,2.626534547,0.1,1,Evapotranspiration,Yield
Groundnut,0.290448816,2.642076172,0.1,1,Evapotranspiration,Yield
Groundnut,0.290659017,2.657617796,0.1,1,Evapotranspiration,Yield
Groundnut,0.290659017,2.673159421,0.1,1,Evapotranspiration,Yield
Groundnut,0.290659017,2.688701045,0.1,1,Evapotranspiration,Yield
Groundnut,0.290659017,2.70424267,0.1,1,Evapotranspiration,Yield
Groundnut,0.290659017,2.719784295,0.1,1,Evapotranspiration,Yield
Groundnut,0.290659017,2.735325919,0.1,1,Evapotranspiration,Yield
Groundnut,0.290659017,2.750867544,0.1,1,Evapotranspiration,Yield
Groundnut,0.290659017,2.766409168,0.1,1,Evapotranspiration,Yield
Groundnut,0.290659017,2.781950793,0.1,1,Evapotranspiration,Yield
Groundnut,0.290659017,2.797492417,0.1,1,Evapotranspiration,Yield
Groundnut,0.290659017,2.813034042,0.1,1,Evapotranspiration,Yield
Groundnut,0.290659017,2.828575666,0.1,1,Evapotranspiration,Yield
Groundnut,0.290659017,2.844117291,0.1,1,Evapotranspiration,Yield
Groundnut,0.290659017,2.859658915,0.1,1,Evapotranspiration,Yield
Groundnut,0.29055328,2.87520054,0.1,1,Evapotranspiration,Yield
Groundnut,0.29055328,2.890742164,0.1,1,Evapotranspiration,Yield
Groundnut,0.29055328,2.906283789,0.1,1,Evapotranspiration,Yield
Groundnut,0.290160896,2.921825414,0.1,1,Evapotranspiration,Yield
Groundnut,0.290385143,2.937367038,0.1,1,Evapotranspiration,Yield
Groundnut,0.289800851,2.952908663,0.1,1,Evapotranspiration,Yield
Groundnut,0.289800851,2.968450287,0.1,1,Evapotranspiration,Yield
Groundnut,0.289800851,2.983991912,0.1,1,Evapotranspiration,Yield
Groundnut,0.289375918,2.999533536,0.1,1,Evapotranspiration,Yield
Groundnut,0.289449241,3.015075161,0.1,1,Evapotranspiration,Yield
Groundnut,0.289326904,3.030616785,0.1,1,Evapotranspiration,Yield
Groundnut,0.289753898,3.04615841,0.1,1,Evapotranspiration,Yield
Groundnut,0.289753898,3.061700034,0.1,1,Evapotranspiration,Yield
Groundnut,0.289753898,3.077241659,0.1,1,Evapotranspiration,Yield
Groundnut,0.289753898,3.092783283,0.1,1,Evapotranspiration,Yield
Groundnut,0.200985253,0,0.5,1,Evapotranspiration,Yield
Groundnut,0.200985253,0.015541625,0.5,1,Evapotranspiration,Yield
Groundnut,0.200985253,0.031083249,0.5,1,Evapotranspiration,Yield
Groundnut,0.200985253,0.046624874,0.5,1,Evapotranspiration,Yield
Groundnut,0.200985253,0.062166498,0.5,1,Evapotranspiration,Yield
Groundnut,0.200985253,0.077708123,0.5,1,Evapotranspiration,Yield
Groundnut,0.200985253,0.093249747,0.5,1,Evapotranspiration,Yield
Groundnut,0.200985253,0.108791372,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.124332996,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.139874621,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.155416245,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.17095787,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.186499494,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.202041119,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.217582744,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.233124368,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.248665993,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.264207617,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.279749242,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.295290866,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.310832491,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.326374115,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.34191574,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.357457364,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.372998989,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.388540614,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.404082238,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.419623863,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.435165487,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.450707112,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.466248736,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.481790361,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.497331985,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.51287361,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.528415234,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.543956859,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.559498483,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.575040108,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.590581733,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.606123357,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.621664982,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.637206606,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.652748231,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.668289855,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.68383148,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.699373104,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.714914729,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.730456353,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.745997978,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.761539602,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.777081227,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.792622852,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.808164476,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.823706101,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.839247725,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.85478935,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.870330974,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.885872599,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.901414223,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.916955848,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.932497472,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.948039097,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.963580721,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.979122346,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,0.994663971,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,1.010205595,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,1.02574722,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,1.041288844,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,1.056830469,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,1.072372093,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,1.087913718,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,1.103455342,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,1.118996967,0.5,1,Evapotranspiration,Yield
Groundnut,0.200968294,1.134538591,0.5,1,Evapotranspiration,Yield
Groundnut,0.201308723,1.150080216,0.5,1,Evapotranspiration,Yield
Groundnut,0.201308723,1.165621841,0.5,1,Evapotranspiration,Yield
Groundnut,0.201308723,1.181163465,0.5,1,Evapotranspiration,Yield
Groundnut,0.201308723,1.19670509,0.5,1,Evapotranspiration,Yield
Groundnut,0.201308723,1.212246714,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.227788339,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.243329963,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.258871588,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.274413212,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.289954837,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.305496461,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.321038086,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.33657971,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.352121335,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.36766296,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.383204584,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.398746209,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.414287833,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.429829458,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.445371082,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.460912707,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.476454331,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.491995956,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.50753758,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.523079205,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.538620829,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.554162454,0.5,1,Evapotranspiration,Yield
Groundnut,0.20184762,1.569704079,0.5,1,Evapotranspiration,Yield
Groundnut,0.201767522,1.585245703,0.5,1,Evapotranspiration,Yield
Groundnut,0.201767522,1.600787328,0.5,1,Evapotranspiration,Yield
Groundnut,0.201767522,1.616328952,0.5,1,Evapotranspiration,Yield
Groundnut,0.200916158,1.631870577,0.5,1,Evapotranspiration,Yield
Groundnut,0.201452104,1.647412201,0.5,1,Evapotranspiration,Yield
Groundnut,0.201452104,1.662953826,0.5,1,Evapotranspiration,Yield
Groundnut,0.201452104,1.67849545,0.5,1,Evapotranspiration,Yield
Groundnut,0.201452104,1.694037075,0.5,1,Evapotranspiration,Yield
Groundnut,0.201452104,1.709578699,0.5,1,Evapotranspiration,Yield
Groundnut,0.201452104,1.725120324,0.5,1,Evapotranspiration,Yield
Groundnut,0.201452104,1.740661948,0.5,1,Evapotranspiration,Yield
Groundnut,0.201452104,1.756203573,0.5,1,Evapotranspiration,Yield
Groundnut,0.201452104,1.771745198,0.5,1,Evapotranspiration,Yield
Groundnut,0.201667517,1.787286822,0.5,1,Evapotranspiration,Yield
Groundnut,0.201667517,1.802828447,0.5,1,Evapotranspiration,Yield
Groundnut,0.201667517,1.818370071,0.5,1,Evapotranspiration,Yield
Groundnut,0.201667517,1.833911696,0.5,1,Evapotranspiration,Yield
Groundnut,0.201758352,1.84945332,0.5,1,Evapotranspiration,Yield
Groundnut,0.201758352,1.864994945,0.5,1,Evapotranspiration,Yield
Groundnut,0.201758352,1.880536569,0.5,1,Evapotranspiration,Yield
Groundnut,0.202314899,1.896078194,0.5,1,Evapotranspiration,Yield
Groundnut,0.202314899,1.911619818,0.5,1,Evapotranspiration,Yield
Groundnut,0.2023526,1.927161443,0.5,1,Evapotranspiration,Yield
Groundnut,0.2023526,1.942703068,0.5,1,Evapotranspiration,Yield
Groundnut,0.2023526,1.958244692,0.5,1,Evapotranspiration,Yield
Groundnut,0.202735536,1.973786317,0.5,1,Evapotranspiration,Yield
Groundnut,0.202904634,1.989327941,0.5,1,Evapotranspiration,Yield
Groundnut,0.203756637,2.004869566,0.5,1,Evapotranspiration,Yield
Groundnut,0.203756637,2.02041119,0.5,1,Evapotranspiration,Yield
Groundnut,0.204659399,2.035952815,0.5,1,Evapotranspiration,Yield
Groundnut,0.205123113,2.051494439,0.5,1,Evapotranspiration,Yield
Groundnut,0.205119139,2.067036064,0.5,1,Evapotranspiration,Yield
Groundnut,0.205323305,2.082577688,0.5,1,Evapotranspiration,Yield
Groundnut,0.205834921,2.098119313,0.5,1,Evapotranspiration,Yield
Groundnut,0.205834921,2.113660937,0.5,1,Evapotranspiration,Yield
Groundnut,0.204956271,2.129202562,0.5,1,Evapotranspiration,Yield
Groundnut,0.205301645,2.144744187,0.5,1,Evapotranspiration,Yield
Groundnut,0.205301645,2.160285811,0.5,1,Evapotranspiration,Yield
Groundnut,0.205301645,2.175827436,0.5,1,Evapotranspiration,Yield
Groundnut,0.205301645,2.19136906,0.5,1,Evapotranspiration,Yield
Groundnut,0.205312597,2.206910685,0.5,1,Evapotranspiration,Yield
Groundnut,0.205202064,2.222452309,0.5,1,Evapotranspiration,Yield
Groundnut,0.205202064,2.237993934,0.5,1,Evapotranspiration,Yield
Groundnut,0.205202064,2.253535558,0.5,1,Evapotranspiration,Yield
Groundnut,0.205202064,2.269077183,0.5,1,Evapotranspiration,Yield
Groundnut,0.205202064,2.284618807,0.5,1,Evapotranspiration,Yield
Groundnut,0.205202064,2.300160432,0.5,1,Evapotranspiration,Yield
Groundnut,0.205511476,2.315702056,0.5,1,Evapotranspiration,Yield
Groundnut,0.205511476,2.331243681,0.5,1,Evapotranspiration,Yield
Groundnut,0.20633283,2.346785306,0.5,1,Evapotranspiration,Yield
Groundnut,0.20633283,2.36232693,0.5,1,Evapotranspiration,Yield
Groundnut,0.20633283,2.377868555,0.5,1,Evapotranspiration,Yield
Groundnut,0.20652194,2.393410179,0.5,1,Evapotranspiration,Yield
Groundnut,0.206941588,2.408951804,0.5,1,Evapotranspiration,Yield
Groundnut,0.207739925,2.424493428,0.5,1,Evapotranspiration,Yield
Groundnut,0.208618712,2.440035053,0.5,1,Evapotranspiration,Yield
Groundnut,0.208358622,2.455576677,0.5,1,Evapotranspiration,Yield
Groundnut,0.208383251,2.471118302,0.5,1,Evapotranspiration,Yield
Groundnut,0.208479371,2.486659926,0.5,1,Evapotranspiration,Yield
Groundnut,0.209817101,2.502201551,0.5,1,Evapotranspiration,Yield
Groundnut,0.209581417,2.517743175,0.5,1,Evapotranspiration,Yield
Groundnut,0.209851938,2.5332848,0.5,1,Evapotranspiration,Yield
Groundnut,0.210715792,2.548826425,0.5,1,Evapotranspiration,Yield
Groundnut,0.210739873,2.564368049,0.5,1,Evapotranspiration,Yield
Groundnut,0.211781126,2.579909674,0.5,1,Evapotranspiration,Yield
Groundnut,0.213004836,2.595451298,0.5,1,Evapotranspiration,Yield
Groundnut,0.213004836,2.610992923,0.5,1,Evapotranspiration,Yield
Groundnut,0.213545052,2.626534547,0.5,1,Evapotranspiration,Yield
Groundnut,0.214713526,2.642076172,0.5,1,Evapotranspiration,Yield
Groundnut,0.215289804,2.657617796,0.5,1,Evapotranspiration,Yield
Groundnut,0.21549404,2.673159421,0.5,1,Evapotranspiration,Yield
Groundnut,0.215401038,2.688701045,0.5,1,Evapotranspiration,Yield
Groundnut,0.215628808,2.70424267,0.5,1,Evapotranspiration,Yield
Groundnut,0.215860136,2.719784295,0.5,1,Evapotranspiration,Yield
Groundnut,0.215946728,2.735325919,0.5,1,Evapotranspiration,Yield
