"","mean_rye_Y","rye_Fertilizer","GDP_Mean","Pesticide","AET_mean"
"8866",0.340624366751272,1.52130472387943,3.80950249718057,5.78923793550226,2.68170684181957
"9006",0.297637634543734,1.447917542081,4.55253120853509,6.47257508985315,2.75865060300804
"9043",0.168918809610288,1.62677222087707,3.33487843404016,5.32502074550366,2.33544596013506
"9242",0.56797816744688,1.78038944275138,4.37324138608759,5.43420630841758,2.44546519792324
"9368",0.198288570864666,1.56904585267168,3.5953428256262,5.33782451404581,2.62590624716546
"9494",0.0178677189635057,1.28383432900305,4.33107201983724,5.36316241230006,2.90793893530129
"9585",0.276653249990434,0.795561062225522,3.17598650936112,4.50851625226694,2.5242337993653
"9633",0.343889427528959,1.52234141822511,3.80950249718057,5.78923793550226,2.81111199679602
"9730",0.757572969870587,1.74729080078261,4.39150652613484,5.83682522770016,2.76709178658647
"10009",0.673433920118159,1.53786506315193,3.33487843404016,5.32502074550366,2.23145138510747
"10031",0.524940532341387,1.4255300152879,2.91491025581416,4.33380987485523,2.4611929253829
"10155",0.487791879547615,2.03166866281072,3.16927450599899,0,2.58769760515206
"10242",0.376109663818866,1.69724217745454,4.55253120853509,6.47257508985315,2.4647493977598
"10340",0.343090003219369,1.52931002349639,3.80950249718057,5.78923793550226,2.8495565077699
"10367",0.379545439515178,2.10008947323658,4.4240457227584,3.96189547366785,2.58238806909776
"10392",0.227886711552106,1.53300551872279,3.80950249718057,5.78923793550226,2.78758907720635
"10460",0.430183447218797,1.93255305986377,3.5953428256262,5.33782451404581,2.70599599969174
"10505",0.415428667247275,1.9678204312111,2.99627669770714,6.95136909386879,2.86385548605968
"10537",0.114808605960827,1.94687993941824,2.99627669770714,6.95136909386879,2.07166287696574
"10592",0.488231336105886,1.90517381254246,4.37324138608759,5.43420630841758,2.80892399970844
"10604",0.411058243637118,1.97433012899939,2.99627669770714,6.95136909386879,2.91240869952504
"10640",0.0241870294581955,1.62891961386937,4.33107201983724,5.36316241230006,2.56598126724819
"10642",0.641160408160511,2.15319715443569,4.43130692560771,4.3730775921749,2.70892144039987
"10693",0.0565006151086512,1.46249592041402,3.49225402986176,5.25389021628127,2.67668000365135
"10834",0.177401816593325,1.75338616581289,3.31522015660823,4.21937492462626,2.19613010840203
"10846",0.0599246914758781,1.62783738772629,4.33107201983724,5.36316241230006,2.65310909797401
"10896",0.28890958238668,1.51095292858425,3.80950249718057,5.78923793550226,2.91684232111463
"10902",0.238297070886101,2.106950222227,2.99627669770714,6.95136909386879,1.81080038533791
"10925",0.101326932073771,1.8215786559027,3.31522015660823,4.21937492462626,2.91813491405314
"10951",0.338456502967834,1.52463161801252,3.80950249718057,5.78923793550226,2.75740054816544
"11033",0.0606978426194959,0.825607717586707,3.80950249718057,5.78923793550226,2.58859180599344
"11152",0.528454598013755,1.83203848538022,2.91918067636586,5.28195781643865,2.52366906213593
"11226",0.179368974746833,1.05311702172451,2.98847132047518,4.4215710245264,2.9428580832626
"11260",0.557555612816332,1.63101170370137,3.33487843404016,5.32502074550366,2.31398641910992
"11267",0.343889427528959,1.51374128514151,3.80950249718057,5.78923793550226,2.81401360618071
"11425",0.343889427528959,1.52716512263362,3.80950249718057,5.78923793550226,2.90801562002599
"11455",0.267907164077498,2.09102712977971,4.21334781739129,5.40708143378234,2.41186011247457
"11570",0.340624366751272,1.52763831154045,3.80950249718057,5.78923793550226,2.84925484392071
"11784",0.0428707181595122,1.71997431404147,2.98847132047518,4.4215710245264,2.89867458668028
"11832",0.528280415580908,1.40327119625019,3.33487843404016,5.32502074550366,2.33495013899867
"11956",0.119338086580052,1.74112455107927,3.5953428256262,5.33782451404581,2.50167044545026
"12142",0.0117818309707778,0.911996996262765,2.98847132047518,4.4215710245264,2.94304970048193
"12187",0.211409799348816,1.81993987624716,3.31522015660823,4.21937492462626,2.87625049669183
"12346",0.0331558498987556,1.35415950168203,3.33487843404016,5.32502074550366,1.88739623932915
"12392",0.434568908664544,2.12169216698177,2.99627669770714,6.95136909386879,2.54743037898418
"12402",0.429453204205267,2.20387836303652,2.99627669770714,6.95136909386879,2.63617733619871
"12408",0.432018588766913,2.10652438183487,2.99627669770714,6.95136909386879,1.57801124190754
"12445",0.4928954255155,1.32343031353068,3.55219028830686,3.39724458101039,2.66567589744156
"12532",0.168439038108336,1.77431838768672,4.33107201983724,5.36316241230006,2.4691116319071
"12565",0.240104939000779,0.813138981423598,3.17598650936112,4.50851625226694,2.39928217735975
"12570",0.259637318344771,1.51615260094718,3.80950249718057,5.78923793550226,2.7494648426677
"12729",0.0198083930769318,1.35967783328032,4.33107201983724,5.36316241230006,2.67793268177949
"12737",0.124296695307612,0.913506420613793,3.80950249718057,5.78923793550226,2.69282070057722
"12742",0.131452566271209,1.45685255618459,4.55253120853509,6.47257508985315,2.71661935015498
"12857",0.434568908664544,2.08676423178491,2.99627669770714,6.95136909386879,2.92633019487172
"13134",0.0984810006631384,1.34806930231136,3.33487843404016,5.32502074550366,2.21163216960211
"13172",0.0241434611507567,1.44932456890866,3.49225402986176,5.25389021628127,2.56448288601045
"13231",0.210974832119244,1.67497735377634,2.65874601931954,5.50520154772776,2.86369629760033
"13354",0.0409279507482923,1.36003065403756,3.49225402986176,5.25389021628127,2.80337988138925
"5341",0.067790467522825,1.47422837431105,3.80950249718057,5.78923793550226,2.15776967199994
"6990",0.0374264979406237,1.33870662578174,3.49225402986176,5.25389021628127,2.28826786114644
"8123",0.0950477092689398,1.66971786120866,3.33487843404016,5.32502074550366,2.44833357643858
"8768",0.123151355121576,0.169041280912238,3.30639568540983,5.00241662707248,2.43209080922275
"9004",0.0383449935442574,1.2074715526396,3.80950249718057,5.78923793550226,2.40459957083857
"9138",0.00748052276959405,2.10561929342736,2.99627669770714,6.95136909386879,1.90582799204761
"12281",0.113943353309055,0.165391524334774,3.30639568540983,5.00241662707248,2.51204241405241
"13106",0.00255660464475603,0.154899365415899,3.80950249718057,5.78923793550226,2.60979443739268
"13403",0.1210800827302,1.27494442048995,4.37324138608759,5.43420630841758,2.62635870088876
"13490",0.00765296432334959,1.04454716528538,2.26751551150824,3.56726169235387,2.36476869097153
"13526",0.2695129474868,1.81866099429102,3.31522015660823,4.21937492462626,2.73196988614498
"13537",0.0534276971515982,1.26699519877434,3.80950249718057,5.78923793550226,1.75851989937637
"13646",0.640860981000704,1.73030330732303,4.39150652613484,5.83682522770016,2.77637252023923
"13670",0.343889427528959,1.52117910729001,3.80950249718057,5.78923793550226,2.81921283998829
"13778",0.613558975869502,1.43017463082886,3.33487843404016,5.32502074550366,2.22497062647912
"13781",0.0114759715242556,1.50949348980703,3.80950249718057,5.78923793550226,2.44413312618174
"13862",0.176573543005489,1.98448174698164,2.99627669770714,6.95136909386879,2.48705416256416
"13892",0.0273648408453146,1.19399198286779,4.55253120853509,6.47257508985315,2.8773747743635
"13947",0.192402238649908,2.1211637045253,2.99627669770714,6.95136909386879,1.44720419113526
"13959",0.0286729010826865,1.77585074709199,4.33107201983724,5.36316241230006,2.78341860494695
"14064",0.368717958234646,1.09512208994635,3.17598650936112,4.50851625226694,2.10307032176181
"14077",0.292331782448557,0.81433656150193,3.17598650936112,4.50851625226694,2.00219178324145
"14126",0.150596195536799,1.35001535235661,3.33487843404016,5.32502074550366,2.04319848589043
"14210",0.181323791944654,0.872785534496838,2.98847132047518,4.4215710245264,3.02491182653484
"14304",0.0851070862746529,1.50341518455765,3.80950249718057,5.78923793550226,2.60547820599209
"14339",0.0500788661922942,1.50295846521641,3.80950249718057,5.78923793550226,2.34897669739913
"14361",0.0305659918005303,0.760208715788913,3.17598650936112,4.50851625226694,2.00776301387605
"14367",0.343889427528959,1.52391163581918,3.80950249718057,5.78923793550226,2.91626903634598
"14373",0.517006004806342,2.07983164678075,3.67849955374174,4.79177483365164,2.6591122129192
"14397",0.14612043049485,1.34905055367233,3.33487843404016,5.32502074550366,2.39193750930329
"14445",0.336459743054772,1.53242940083121,3.80950249718057,5.78923793550226,2.95617129008373
"14479",0.418246038585083,1.98580767863602,2.99627669770714,6.95136909386879,2.86893468258595
"14623",0.129823397899393,1.4248371003873,4.55253120853509,6.47257508985315,2.76850155905609
"14624",0.338486237972876,1.80733490513803,4.55253120853509,6.47257508985315,2.95485675090128
"14685",0.170017111441357,0.680689894526641,3.17598650936112,4.50851625226694,2.32852521774206
"14824",0.469969338419617,1.69454860737749,4.37324138608759,5.43420630841758,2.38244589065203
"15016",0.116969810887898,1.50321835156872,3.80950249718057,5.78923793550226,1.95261661008314
"15035",0.343889427528959,1.52213708745984,3.80950249718057,5.78923793550226,2.87202092497472
"15414",0.456553800751519,1.34899292101939,3.17598650936112,4.50851625226694,2.02292154074612
"15448",0.727499822951884,1.7365297662471,4.39150652613484,5.83682522770016,2.82536428768463
"15477",0.427648375729423,2.17421209853821,2.99627669770714,6.95136909386879,2.79336625674019
"15623",0.613558975869502,1.42074407975362,3.33487843404016,5.32502074550366,2.2300381546318
"15681",0.434568908664544,1.98784631517761,2.99627669770714,6.95136909386879,2.5110154963055
"15694",0.167317340361506,0.824947108757179,2.98847132047518,4.4215710245264,2.47651333411839
"15711",0.153352851187492,1.82159047712854,3.31522015660823,4.21937492462626,2.96133067726424
"15749",0.0671803882699948,1.17995561929915,4.55253120853509,6.47257508985315,2.51302327869436
"15793",0.241242970065721,1.42179621867824,3.33487843404016,5.32502074550366,2.43135418962947
"15917",0.0551233891619371,1.46596244621171,3.49225402986176,5.25389021628127,2.76830327617777
"15949",0.328379612613973,1.50513508746401,3.80950249718057,5.78923793550226,2.70679903481662
"16181",0.343889427528959,1.51510951247083,3.80950249718057,5.78923793550226,2.76789761601809
"16270",0.0197195841917832,0.600680535402393,3.17598650936112,4.50851625226694,2.12959591365749
"16290",0.0693185815626148,1.86119368426682,3.30639568540983,5.00241662707248,2.89514618937599
"16426",0.216350456174663,1.74184066780295,4.14310934368233,4.86861505347097,2.70894670491057
"16452",0.325087027173538,1.51500310351639,4.55253120853509,6.47257508985315,2.53774790572982
"16529",0.327686949700391,1.7295958655909,4.37324138608759,5.43420630841758,2.28324736945532
"16530",0.208172533121033,0.866957493751353,2.98847132047518,4.4215710245264,2.70705792565275
"16571",0.144302156005688,1.33559520229662,4.55253120853509,6.47257508985315,2.86655104333037
"16600",0.418383483717969,1.96096270763825,2.36517910349145,2.89376176205794,2.69335263047751
"16688",0.300042609554923,1.64304442719416,4.37324138608759,5.43420630841758,2.73903993313554
"16724",0.432467440100274,2.13055026822766,2.99627669770714,6.95136909386879,2.92103274635045
"16806",0.0926279690532539,1.68967338992017,4.33107201983724,5.36316241230006,2.69186350887649
"16915",0.00412587749161962,1.70812408559561,4.33107201983724,5.36316241230006,2.54778202853989
"16953",0.4655716417978,1.64867196029192,3.33487843404016,5.32502074550366,2.48429136354449
"17016",0.0923337187542695,2.03503213595646,3.69928062050879,4.98465330797233,2.36311930310067
"17023",0.426026461372209,1.6299839950918,4.55253120853509,6.47257508985315,2.70114892706863
"17027",0.769713593200761,2.24908864368401,4.5256639530723,4.35173834558076,2.64679452272462
"17204",0.227437667239132,1.86206560413174,4.37324138608759,5.43420630841758,2.36569964288017
"17281",0.408635630699894,2.03458879205847,2.99627669770714,6.95136909386879,2.54778935156847
"17282",0.343889427528959,1.52283764943669,3.80950249718057,5.78923793550226,2.80879955543342
"17371",0.36291990409215,1.58133264754925,4.55253120853509,6.47257508985315,2.24814849115966
"17516",0.701170360952042,1.61268364346457,3.33487843404016,5.32502074550366,2.61507913782607
"17519",0.138302698166281,0.671948628120566,3.17598650936112,4.50851625226694,2.30711383740242
"17520",0.461301949040771,1.61503193299675,4.55253120853509,6.47257508985315,2.79326640174139
"17588",0.0642286777450022,1.35353207168734,3.33487843404016,5.32502074550366,2.32905871919637
"17633",0.226552175554172,1.77746064209963,2.99627669770714,6.95136909386879,2.45620782591411
"17641",0.149065079283263,1.70943005745068,4.33107201983724,5.36316241230006,2.57808295810068
"17670",0.109363753904087,1.82843607347005,4.33107201983724,5.36316241230006,2.56969431418493
"17783",0.143795947681639,1.57813490042391,3.33487843404016,5.32502074550366,2.51322949451153
"17813",0.235803282725995,1.60053513694189,4.55253120853509,6.47257508985315,2.90313360810758
"17876",0.600908918853286,1.4979523821737,3.33487843404016,5.32502074550366,2.10896347553647
"17975",0.0371275682090819,1.72420117575311,4.33107201983724,5.36316241230006,2.18353251068741
"17988",0.329120408178224,1.98568393711931,2.99627669770714,6.95136909386879,2.43854234878611
"18102",0.0626864204330289,1.82189117998637,3.31522015660823,4.21937492462626,2.90651888823509
"18116",0.400198516482111,1.50753610233876,3.33487843404016,5.32502074550366,2.62284287250448
"18196",0.160243371058936,1.63057396938742,4.33107201983724,5.36316241230006,2.67767754811967
"18584",0.117271299634034,1.47631751180051,3.80950249718057,5.78923793550226,2.41394306374281
"18663",0.188395040549567,1.72123779669574,4.33107201983724,5.36316241230006,2.24552001177045
"18679",0.214058508098502,1.97515460097729,2.99627669770714,6.95136909386879,2.39678034308674
"18721",0.315970354478494,1.52780170097491,3.80950249718057,5.78923793550226,2.9179023124506
"18892",0.0357934685640931,1.71609750559106,4.33107201983724,5.36316241230006,2.74036503957377
"18903",0.252604024194932,2.01610272641928,3.58078294659351,5.98977763964001,2.97978405757772
"18964",0.730971588084691,2.23834301259693,4.41865905031594,5.36638186074997,2.71082227431469
"19044",0.146541454702643,2.10615178179142,2.99627669770714,6.95136909386879,1.51355052034634
"19220",0.74877387982734,1.81234054230956,4.39150652613484,5.83682522770016,2.7557523869438
"19282",0.0324732558846009,1.79985215028659,3.31522015660823,4.21937492462626,2.9271778139417
"19311",0.409823883010483,1.83302984454357,4.37324138608759,5.43420630841758,2.79862598572544
"19321",0.221058411454467,1.53038863874009,3.80950249718057,5.78923793550226,2.92373731094093
"19456",0.33154021885341,2.05622996885699,3.80950249718057,5.78923793550226,2.24163244396806
"19559",0.0119931146592569,1.44138978825508,3.49225402986176,5.25389021628127,2.48625754308007
"19566",0.0183497928486656,1.36410030609393,3.33487843404016,5.32502074550366,2.53839567339147
"19602",0.365644603858557,1.78348150186318,3.5953428256262,5.33782451404581,2.61863323992852
"19616",0.874170547170096,2.34989741555303,4.41865905031594,5.36638186074997,2.5820092216603
"19739",0.214843854668041,0.862501227023486,2.98847132047518,4.4215710245264,2.91155708245991
"19788",0.055614530976638,1.35494784389029,3.33487843404016,5.32502074550366,2.34268111257339
"19790",0.304547443979723,1.52409940451566,3.80950249718057,5.78923793550226,2.87777914538854
"19998",0.167585830963847,1.81855114237979,4.33107201983724,5.36316241230006,2.25228943426414
"19999",0.00206783830180523,1.71000147124687,4.33107201983724,5.36316241230006,2.2225151901322
"20018",0.539110073224902,1.60309146399026,3.33487843404016,5.32502074550366,2.48744982140391
"20034",0.296106294530052,1.46621660947998,3.80950249718057,5.78923793550226,2.83495404684466
"20099",0.434568908664544,1.98523460428199,2.99627669770714,6.95136909386879,2.31740413505855
"20156",0.444193553010587,1.94173323835092,3.67411922620111,3.27438879555038,2.61579980278737
"20166",0.170696227027829,0.623146443491973,3.17598650936112,4.50851625226694,2.29751951692131
"20241",0.155197967881976,1.77551026419089,4.33107201983724,5.36316241230006,2.75490322847675
"20242",0.0475288160551668,1.4148465463744,3.49225402986176,5.25389021628127,2.81004639994334
"20293",0.630175708733655,2.15351419925306,3.69928062050879,4.98465330797233,2.22863558070032
"20309",0.434568908664544,2.06555238692465,2.99627669770714,6.95136909386879,2.76307351383346
"20370",0.258278015243031,0.736114485000538,3.17598650936112,4.50851625226694,2.05815025483202
"20572",0.0292773056632449,1.50737426566422,3.80950249718057,5.78923793550226,2.44730572544451
"20586",0.434568908664544,2.10985625302695,2.99627669770714,6.95136909386879,2.68428953305848
"20594",0.186572465843762,1.50907605955265,3.80950249718057,5.78923793550226,2.73090238386062
"20600",0.432907869919791,1.40096983218142,3.33487843404016,5.32502074550366,2.60537560108549
"20678",0.0188853448071953,1.50810533283245,3.80950249718057,5.78923793550226,2.45045989757937
"20708",0.128399270656621,1.95621508777067,2.99627669770714,6.95136909386879,2.31570801111979
"20777",0.373517807133416,1.79688093156314,4.37324138608759,5.43420630841758,2.62651450497728
"20839",0.438013998057654,2.07219118078136,3.69928062050879,4.98465330797233,2.51541648406345
"20898",0.113796647242394,2.0076989329096,3.58078294659351,5.98977763964001,2.88758883668776
"20959",0.643177592045893,1.58145721674755,2.91918067636586,5.28195781643865,2.65960308624919
"20996",0.449009360665481,1.82588663075701,4.55253120853509,6.47257508985315,2.82784025726846
"21015",0.291820488505954,0.7639759488625,3.17598650936112,4.50851625226694,2.00076193167553
"21303",0.244389595930631,1.66927826076991,2.98847132047518,4.4215710245264,2.95707398168659
"21400",0.0635835294664415,2.10682571407796,2.99627669770714,6.95136909386879,1.21967183027479
"21407",0.434568908664544,1.98550530386215,2.99627669770714,6.95136909386879,2.55311693474309
"21450",0.142076462951992,1.99762742660459,2.7175806602292,5.06566932773143,2.42753633958592
