Fishnet_ID,BarleyError
9863,0.109804194
10009,0.085002359
10031,0.096819522
10155,0.084203296
10242,0.115948707
10290,0.161403996
10312,0.089666636
10340,0.099635337
10367,0.053114052
10414,0.206725404
10452,0.101609201
10460,0.09874316
10505,0.088135145
10514,0.09902415
10537,0.122339238
10592,0.075125162
10604,0.090316064
10640,0.122576596
10642,0.083560182
10700,0.094800729
10708,0.108362494
10819,0.107559217
10834,0.091797148
10846,0.113628731
10896,0.088773787
10902,0.161664461
10951,0.104148687
11003,0.097301699
11033,0.111278179
11085,0.115427033
11152,0.102259874
11164,0.082608599
11183,0.105766201
11226,0.087216827
11260,0.078345661
11267,0.087402192
11332,0.078431096
11425,0.08366545
11455,0.117430447
11486,0.097886249
11607,0.100772338
11765,0.113186193
11784,0.113490495
11832,0.080569276
11870,0.105073775
11946,0.08137506
11956,0.150161701
11966,0.120888017
12100,0.087238916
12142,0.132654687
12187,0.118472072
12346,0.117804695
12392,0.09175614
12402,0.093200432
12408,0.061681415
12445,0.094112929
12532,0.09037977
12565,0.087644693
12570,0.126144787
12618,0.089189258
12729,0.105983571
12737,0.098437962
12742,0.116486575
12857,0.092288793
13134,0.114056455
13172,0.104269155
13231,0.080023639
13300,0.112993035
13354,0.093322568
5126,0.089411143
6185,0.080811413
7125,0.08956465
8005,0.099640973
8123,0.155503575
9138,0.179307408
9371,0.135364984
11102,0.074019574
13403,0.083169746
13490,0.133257213
13526,0.099512359
13537,0.108824257
13562,0.089251204
13646,0.101436373
13670,0.108254997
13679,0.151388706
13778,0.077633014
13862,0.151429262
13947,0.111579971
13959,0.139412929
14021,0.069865431
14064,0.099656622
14077,0.088953468
14095,0.084054618
14126,0.125994582
14193,0.10259193
14210,0.097189613
14304,0.118914936
14361,0.114370216
14367,0.079611818
14373,0.100872855
14381,0.089961366
14389,0.110789253
14397,0.102091421
14479,0.091049937
14624,0.095030213
14685,0.089422281
14704,0.091952487
14762,0.085173731
14824,0.073062294
14967,0.097366534
15035,0.084941757
15260,0.088478418
15346,0.083845509
15414,0.08160427
15448,0.092458137
15457,0.106652217
15477,0.094214423
15623,0.077735581
15681,0.084594596
15694,0.09851398
15711,0.107198365
15749,0.113716918
15793,0.123852578
15857,0.115193994
15866,0.091908828
15917,0.097250296
15949,0.128786211
16044,0.086236537
16052,0.098021474
16181,0.081972081
16270,0.08337491
16297,0.091010425
16370,0.098412267
16426,0.116397279
16452,0.101312863
16515,0.114720965
16529,0.078595363
16530,0.093772155
16571,0.125559616
16600,0.10548728
16688,0.075763045
16724,0.092947246
16770,0.09246773
16806,0.10202151
16894,0.099115649
16915,0.160174637
16953,0.08967884
17016,0.111454175
17023,0.090071284
17027,0.090416779
17035,0.084725031
17087,0.080782434
17204,0.11898679
17281,0.092574693
17282,0.112640647
17325,0.099259242
17363,0.098329221
17371,0.075945032
17516,0.086003454
17519,0.096166437
17520,0.075532162
17588,0.109438289
17598,0.083281123
17633,0.116864352
17641,0.102989437
17670,0.11894716
17783,0.123767253
17813,0.114035953
17876,0.08460338
17883,0.097995983
17975,0.12643937
17988,0.109873625
18077,0.099334133
18097,0.091313593
18116,0.106770282
18154,0.108053295
18196,0.072222464
18313,0.106088827
18356,0.128478824
18508,0.095030776
18598,0.136744902
18599,0.104147847
18663,0.087742485
18679,0.121955252
18705,0.091505283
18730,0.088315381
18742,0.097543178
18830,0.086037688
18903,0.087680416
18964,0.104301074
18973,0.114201962
19001,0.116139868
19008,0.146461041
19029,0.12769905
19044,0.136411318
19099,0.088780917
19156,0.110204634
19175,0.105237623
19220,0.0944356
19311,0.074357191
19456,0.055733901
19559,0.13528572
19602,0.110449531
19611,0.114464448
19616,0.089256461
19676,0.069433178
19739,0.090596856
19788,0.111494162
19790,0.100875884
19833,0.078639045
19998,0.084036908
19999,0.156656242
20018,0.081668695
20034,0.075515758
20095,0.169283362
20099,0.066364167
20156,0.096810599
20166,0.102782551
20204,0.139616512
20241,0.082169206
20242,0.099734833
20293,0.077718275
20309,0.092432917
20370,0.074199812
20391,0.079118046
20435,0.08588566
20505,0.075982375
20548,0.080611707
20586,0.092184755
20594,0.104099491
20600,0.083338404
20708,0.148307318
20767,0.092069243
20777,0.088548882
20839,0.10586537
20898,0.121291845
20959,0.105304471
20996,0.089111761
21015,0.088687368
21303,0.082536458
21367,0.099304898
21400,0.195483115
21407,0.08451719
21450,0.131580981
21461,0.133039473
21520,0.118521752
21584,0.090674694
21585,0.083007515
21591,0.126824475
21598,0.105052742
21605,0.091313623
21649,0.151454681
21664,0.099066869
21716,0.09600501
21856,0.125817988
17174,0.124643365
18045,0.077260047
19619,0.125773918
19791,0.067285015
20550,0.16183225
21877,0.114290453
21926,0.092427996
21975,0.091992391
21988,0.135722746
22030,0.105727377
22065,0.093095005
22084,0.131169323
22121,0.144188264
22149,0.068318978
22197,0.098927035
22322,0.086980176
22369,0.094180377
22394,0.099589898
22457,0.083395489
22593,0.108705263
22601,0.11711352
22624,0.119420746
22653,0.115847168
22815,0.103071022
22840,0.084870732
22858,0.129182756
22875,0.086886862
22906,0.113782137
22927,0.117166675
22964,0.121304908
23031,0.11604372
23095,0.08454726
23166,0.097128823
23173,0.099788291
23358,0.068705756
23376,0.074459453
23399,0.114712318
23493,0.101308302
23661,0.112990783
23809,0.088787865
23948,0.097315874
23958,0.106695592
23980,0.093125684
24121,0.09299847
24202,0.066178249
24279,0.11062849
24288,0.093381291
24392,0.08127428
24513,0.077012169
24524,0.079503309
24556,0.077438087
24683,0.105329718
24750,0.083202345
24775,0.090226859
24782,0.089453536
24948,0.095958841
24952,0.088552671
25072,0.091646311
25228,0.091412997
25247,0.117353388
25321,0.083466773
25388,0.11635982
25436,0.092950706
25445,0.08940074
25467,0.079009432
25497,0.075741351
25521,0.117229613
25524,0.110178126
25533,0.091750843
25550,0.085253052
25822,0.089663467
25938,0.111515206
25954,0.089251853
25998,0.115878936
26030,0.114580612
26039,0.16398976
26073,0.078501716
26168,0.094233543
26170,0.108304667
26217,0.086922621
26239,0.101599607
26342,0.10095437
26345,0.065697371
26379,0.091743178
26437,0.101142731
26466,0.12847714
26534,0.097283409
26567,0.115667185
26582,0.091770599
26631,0.139936911
26663,0.094951566
26685,0.119411627
26733,0.093466316
26767,0.09095401
26829,0.081376842
26857,0.055471589
26883,0.109413601
27092,0.090305177
27112,0.069468928
27114,0.200931559
27131,0.092453451
27167,0.089418987
27206,0.057836242
27221,0.068925756
27295,0.115132016
27338,0.075102238
27358,0.118558223
27472,0.09949478
27525,0.056627544
27535,0.092040807
27558,0.103424362
27620,0.110441803
27655,0.102953585
27682,0.061669708
27718,0.083077128
27746,0.091806398
27748,0.124275461
27763,0.123453082
27782,0.233379084
27793,0.144473734
27867,0.090472211
27878,0.096197971
27880,0.086637106
27935,0.085168416
27981,0.089480016
28106,0.081802725
28110,0.18279816
28113,0.14997056
28188,0.094828259
28212,0.097453005
28220,0.057895401
28261,0.129972003
28280,0.092395095
28309,0.086954264
28314,0.092652116
28317,0.09780512
28358,0.080376518
28366,0.096312281
28397,0.085898001
28436,0.09006832
28438,0.125454565
28463,0.109669913
28469,0.127485964
28509,0.083627826
28540,0.094448347
28568,0.16972581
28682,0.09958806
28694,0.100337376
28718,0.118328352
28799,0.102761592
28810,0.133920362
28825,0.13531515
28852,0.116775152
28887,0.104102425
28969,0.059908159
28997,0.104634045
29020,0.109498779
29039,0.104860072
29067,0.089251544
29153,0.106988149
29175,0.072067664
29243,0.101995469
29244,0.082663595
29263,0.101046091
23855,0.053311098
23986,0.109284449
24235,0.078694894
24502,0.118421722
24749,0.196169135
26314,0.138230225
26792,0.098367456
26976,0.159083723
27004,0.124568375
28961,0.088149679
29185,0.164856247
29309,0.11126561
29330,0.105380495
29335,0.103117327
29378,0.079141562
29417,0.101796158
29447,0.126848439
29453,0.144471294
29457,0.134649097
29474,0.082760747
29476,0.106066943
29490,0.134706105
29495,0.097345379
29522,0.097977749
29531,0.132879266
29610,0.092368182
29675,0.060471814
29745,0.124690442
29768,0.082628506
29805,0.07607471
29890,0.090606451
29892,0.091860815
29898,0.119216279
29918,0.076784684
29981,0.094256803
30034,0.121147746
30069,0.091176735
30070,0.115901514
30084,0.092971458
30088,0.212688255
30101,0.076533257
30232,0.108350602
30273,0.115224823
30304,0.091073056
30311,0.115679152
30315,0.1414498
30327,0.126134145
30371,0.147920504
30426,0.096466086
30439,0.077009649
30446,0.092339219
30493,0.076203293
30495,0.1680576
30583,0.127514027
30650,0.144054366
30737,0.078964417
30746,0.093034099
30786,0.123429559
30806,0.116799066
30838,0.142850227
30850,0.111770575
30903,0.095355564
30963,0.115621166
30991,0.083254965
30993,0.094032078
30994,0.092501151
30997,0.120575677
31025,0.099459895
31096,0.126814126
31184,0.083835745
31189,0.111938042
31208,0.08981149
31243,0.094903439
31264,0.091137978
31272,0.093691039
31288,0.125514188
31301,0.090222749
31312,0.078550017
31320,0.102031371
31336,0.098145922
31339,0.106029974
31375,0.156443427
31529,0.106714795
31580,0.123618651
31609,0.10881694
31628,0.099842798
31634,0.076044103
31693,0.100356407
31696,0.094261599
31725,0.074142611
31733,0.101844655
31745,0.105826644
31750,0.106349551
31757,0.10077764
31772,0.074581481
31776,0.1255711
31788,0.107200791
31820,0.094518861
31892,0.092889316
31900,0.092310404
31921,0.085379072
31953,0.101385009
31954,0.120866855
31974,0.092303818
31984,0.085449286
32027,0.092382569
32033,0.082289898
32034,0.09215752
32123,0.115879811
32140,0.128252232
32249,0.096882327
32321,0.086278154
32438,0.10035232
32448,0.092811471
32456,0.084515514
32513,0.083961653
32550,0.099064381
32556,0.122962097
32571,0.116529777
32586,0.092368017
32606,0.091943927
32634,0.092490575
32639,0.123511443
32640,0.089020993
32674,0.092489079
32762,0.138603196
32839,0.092358026
32842,0.063327293
32846,0.109007607
32871,0.094170224
32920,0.126588731
32928,0.095661987
32937,0.143829057
32948,0.12970197
32950,0.070782492
32951,0.077917563
32987,0.084286107
32991,0.111906421
33038,0.096603845
33050,0.08171389
33066,0.110728125
33090,0.07600117
33103,0.089877659
33152,0.105365292
33240,0.09020882
33266,0.096295637
33282,0.092464081
33405,0.083666763
33413,0.131193058
33415,0.100474928
33463,0.116109409
33497,0.093048053
33502,0.089025763
33556,0.092176198
33607,0.089706759
33610,0.084804512
33636,0.086125369
33638,0.095973805
33653,0.098714322
33778,0.096881281
33783,0.130473244
33792,0.081361457
33816,0.119223002
33830,0.084152283
33863,0.118137999
33903,0.099494034
33924,0.113501033
33929,0.115869
29547,0.180380901
30526,0.080365671
30781,0.099530168
31148,0.102307628
31163,0.153574921
32092,0.138311681
32578,0.096304106
32598,0.122274956
32867,0.127794323
33061,0.068782675
33089,0.113346919
33407,0.102174197
33959,0.101236085
34006,0.075696616
34009,0.145395684
34051,0.105561867
34084,0.152881608
34091,0.091190329
34105,0.140330791
34111,0.110081637
34136,0.118634808
34161,0.091358185
34183,0.096042174
34202,0.083957535
34215,0.064433629
34219,0.098655736
34220,0.080561496
34252,0.104351879
34282,0.075297952
34290,0.068115205
34294,0.112271977
34313,0.08539818
34319,0.125568032
34322,0.099487794
34335,0.109575787
34337,0.088804693
34344,0.083376698
34349,0.095614451
34435,0.101714196
34438,0.116539974
34447,0.094011579
34459,0.086233664
34504,0.106534702
34526,0.093306274
34527,0.092889788
34528,0.110300405
34538,0.09237907
34560,0.113751997
34568,0.085834901
34576,0.11680781
34605,0.087551103
34638,0.088888466
34650,0.076249837
34651,0.081173984
34662,0.079854187
34669,0.069531893
34672,0.104748011
34690,0.089407816
34750,0.102896946
34761,0.104247561
34775,0.132642896
34777,0.092516841
34780,0.061563805
34791,0.084583092
34792,0.082001097
34808,0.087793197
34829,0.093702309
34833,0.089392279
34848,0.076679391
34873,0.07833629
34964,0.104413337
34968,0.087623504
34985,0.103808214
35000,0.068416027
35006,0.0906191
35009,0.075447417
35041,0.092270233
35074,0.076192441
35088,0.087779118
35157,0.072423196
35165,0.096642986
35194,0.093714349
35257,0.084127156
35259,0.088780917
35262,0.129579414
35272,0.080122718
35297,0.1789364
35305,0.07552045
35323,0.103820668
35328,0.101263436
35349,0.09448261
35351,0.11787306
35366,0.090004549
35403,0.097560554
35425,0.154348973
35439,0.134172596
35459,0.10226722
35466,0.093876999
35477,0.094582537
35503,0.189748702
35536,0.10809894
35585,0.092743104
35638,0.09299313
35694,0.103111397
35720,0.107632812
35728,0.165862857
35756,0.092510671
35773,0.14553359
35796,0.087396777
35814,0.113899441
35862,0.092714609
35900,0.095815375
35917,0.10167899
35918,0.090130331
35919,0.096915068
35936,0.099471409
35956,0.153524436
35967,0.114111839
35996,0.098435765
36012,0.11066785
36014,0.085191125
36049,0.069463414
36065,0.108822552
36074,0.100761539
36077,0.091524308
36091,0.110975087
36143,0.108109565
36166,0.113080492
36191,0.111721576
36198,0.09414457
36207,0.086908432
36231,0.099113765
36280,0.132944751
36309,0.079442335
36316,0.141927898
36327,0.111474534
36343,0.096737675
36364,0.131936848
36365,0.108310891
36397,0.088942554
36401,0.073857553
36418,0.220384136
36446,0.099668374
36480,0.111960487
36500,0.121965278
36512,0.102814601
36523,0.095004802
36529,0.083122238
36541,0.102859964
36563,0.119792827
36565,0.073684878
36584,0.113837157
36591,0.092336791
36597,0.121474397
36620,0.132156025
36621,0.120263853
36641,0.079483051
36650,0.142381827
36652,0.102005199
36661,0.08407344
36667,0.087955286
36684,0.084438398
36690,0.109951564
36704,0.157646142
36725,0.099136937
36750,0.094889193
36761,0.088919214
36779,0.063087248
36800,0.124210623
36805,0.141797351
36818,0.080391311
36853,0.112692818
36877,0.118960702
36884,0.076971954
36903,0.098342195
36915,0.087249985
36934,0.106102625
36974,0.100618465
36984,0.098290588
36991,0.111199689
37029,0.112564783
37032,0.191239778
37042,0.120032363
37066,0.111288826
37072,0.085544405
37090,0.131006753
37091,0.062068296
33960,0.128384215
34361,0.128189124
34723,0.123236222
34837,0.162734096
35131,0.09542511
35216,0.113945114
36349,0.112419805
36533,0.087184639
36569,0.084187556
36824,0.095083665
37126,0.091957701
37133,0.095318483
37213,0.096336395
37227,0.128465815
37232,0.083785914
37240,0.122354357
37274,0.087267991
37276,0.111936633
37287,0.101348595
37301,0.097401208
37311,0.092925507
37334,0.085641839
37358,0.114174264
37401,0.092963522
37404,0.10438139
37436,0.087578264
37455,0.092077872
37463,0.083200675
37474,0.089947948
37514,0.096298712
37517,0.111056523
37523,0.09230898
37534,0.120008133
37551,0.059339942
37574,0.06877905
37609,0.085269029
37616,0.106583483
37620,0.093484113
37652,0.097393091
37672,0.105362793
37687,0.116273752
37695,0.08739474
37700,0.092340341
37735,0.076187027
37788,0.113259224
37796,0.093097067
37819,0.095030855
37837,0.086200137
37857,0.099649442
37869,0.07463205
37878,0.097393285
37881,0.092556233
37884,0.0916499
37908,0.073458863
37911,0.06867715
37945,0.105994238
37965,0.087209923
37971,0.096268475
37972,0.11391086
38014,0.117953981
38022,0.079355175
38028,0.093155424
38032,0.118648509
38035,0.097291255
38107,0.111129324
38113,0.080244744
38121,0.110755391
38126,0.094034092
38140,0.122972955
38163,0.132650788
38171,0.09210801
38174,0.09343633
38177,0.086525241
38184,0.121639428
38251,0.089286849
38267,0.091782286
38272,0.134887383
38310,0.08457351
38342,0.090653029
38352,0.088327783
38356,0.091852203
38370,0.095424366
38382,0.092420605
38388,0.127562921
38392,0.081074455
38399,0.075946724
38442,0.089177353
38451,0.12097684
38453,0.11370434
38459,0.09233146
38471,0.098986744
38507,0.077886743
38515,0.072000962
38528,0.097449604
38534,0.087436737
38540,0.101386891
38549,0.077938937
38583,0.10012491
38612,0.118777062
38621,0.102719884
38624,0.141143225
38673,0.081088625
38685,0.126147673
38691,0.064842562
38698,0.098519521
38701,0.116542301
38705,0.095480777
38712,0.097001008
38724,0.085066301
38732,0.078728293
38735,0.097314228
38739,0.091687955
38752,0.105988861
38781,0.112990962
38789,0.094195076
38792,0.094360175
38801,0.111826084
38805,0.137938512
38817,0.094772496
38833,0.100514763
38835,0.159035124
38854,0.084269893
38871,0.094866105
38902,0.095737551
38915,0.109455575
38947,0.155687331
38973,0.113657601
39009,0.091550704
39045,0.097218717
39082,0.091925823
39084,0.110632193
39086,0.132804046
39098,0.108185143
39104,0.093461012
39111,0.095145096
39119,0.105145207
39129,0.081964518
39138,0.112732329
39145,0.087917041
39153,0.051249642
39159,0.069730231
39161,0.100704107
39162,0.072927271
39169,0.083955182
39189,0.143527248
39195,0.095044083
39198,0.146627089
39212,0.110977706
39233,0.088789373
39247,0.084382717
39258,0.080862575
39259,0.083007622
39266,0.107053103
39276,0.099713664
39284,0.08736996
39296,0.103555471
39305,0.099824006
39309,0.115014483
39313,0.082531858
39333,0.096004128
39347,0.055483027
39352,0.125569684
39355,0.093486157
39369,0.07523621
39370,0.108967778
39388,0.064015781
39390,0.084824174
39397,0.083938429
39411,0.194658045
39415,0.11047376
39416,0.089807425
39424,0.097828623
39431,0.086181839
39449,0.064019289
39470,0.158135243
39486,0.078719436
39487,0.159350165
39500,0.086841217
37560,0.168344868
37624,0.084469964
38630,0.127062953
38751,0.082101794
38880,0.145495422
38924,0.121742551
39250,0.063592614
39532,0.083439195
39541,0.102618935
39552,0.079855619
39567,0.099082452
39570,0.096462151
39588,0.178572612
39591,0.111627053
39594,0.098508942
39602,0.091838761
39612,0.122274914
39630,0.111326793
39642,0.088287364
39659,0.244752269
39661,0.135359466
39674,0.081200482
39676,0.113056384
39682,0.088011927
39687,0.170949178
39693,0.07586099
39709,0.083203356
39742,0.135977731
39746,0.097741527
39749,0.093223086
39760,0.076099236
39762,0.088930743
39768,0.113002303
39774,0.085977411
39791,0.089370251
39826,0.145410417
39827,0.094541431
39847,0.101477753
39850,0.127258469
39851,0.097716203
39857,0.08687624
39861,0.110008504
39868,0.10270554
39878,0.110126088
39879,0.143337998
39886,0.097075688
39887,0.081098601
39890,0.06836645
39895,0.145162393
39904,0.083321692
39907,0.092744727
39908,0.099044442
39914,0.0792492
39916,0.074356142
39929,0.136707907
39942,0.094804617
39954,0.103149123
39959,0.114321129
39963,0.117923769
39966,0.088624535
39972,0.108605384
39986,0.087158764
39989,0.115926081
39993,0.090971466
40038,0.119793511
40040,0.087985131
40059,0.157668729
40069,0.095996671
40087,0.063872955
40090,0.17239099
40092,0.068580454
40109,0.138636372
40112,0.127068641
40143,0.082264063
40149,0.075807361
40156,0.069233943
40160,0.088088691
40162,0.084571991
40169,0.084279744
40173,0.148118035
40177,0.112965364
40191,0.121598196
40203,0.092227797
40228,0.118609094
40231,0.156094907
40241,0.091095416
40246,0.121911857
40257,0.09632506
40260,0.102271159
40262,0.123354256
40265,0.103437793
40281,0.092492283
40282,0.072457077
40297,0.08145801
40298,0.077401146
40331,0.111692989
40336,0.100229807
40340,0.117410837
40342,0.103179253
40375,0.095056956
40379,0.087827711
40382,0.10432611
40384,0.095853072
40413,0.107886092
40425,0.066781766
40432,0.086621474
40433,0.08863926
40446,0.090377967
40452,0.191775396
40453,0.070191653
40462,0.067115777
40465,0.116204155
40487,0.089009185
40492,0.085117778
40503,0.117417333
40517,0.095650099
40518,0.093930804
40520,0.072434361
40530,0.065709996
40536,0.099275587
40552,0.109883095
40562,0.085722421
40572,0.082240664
40573,0.076734579
40579,0.098590859
40598,0.084100977
40600,0.104433971
40607,0.124792759
40618,0.102297074
40622,0.101891212
40638,0.10259512
40645,0.088248454
40649,0.116006928
40654,0.083721434
40657,0.08946323
40682,0.059897252
40683,0.111852248
40684,0.07713529
40690,0.111023968
40696,0.094375678
40712,0.113650324
40728,0.089235876
40731,0.117486542
40734,0.110018071
40737,0.103480912
40774,0.099441926
40778,0.100432645
40783,0.116691114
40791,0.131771653
40794,0.08749297
40797,0.072420589
40806,0.118087393
40808,0.090536497
40823,0.122649368
40836,0.064390001
40853,0.115336139
40855,0.092490518
40857,0.094379958
40893,0.138349681
40897,0.081080594
40903,0.095586799
40905,0.114629906
40909,0.138413703
40916,0.119701756
40930,0.116899748
40934,0.093879634
40937,0.092470273
40949,0.086674604
40952,0.103412033
40965,0.064429577
40966,0.148860977
40974,0.09544256
40984,0.118354415
41005,0.085941099
41013,0.101810469
41016,0.114579878
41027,0.064235163
41030,0.091073052
41038,0.131627883
41046,0.103821891
41047,0.174347259
41056,0.095075533
41062,0.084382187
41069,0.07166469
41074,0.094166708
41080,0.152846491
41103,0.108317745
41107,0.137959265
41116,0.104778863
41131,0.109848277
41146,0.097765403
41152,0.101643723
39505,0.076717685
40054,0.088909993
40528,0.108809
40585,0.22292442
40872,0.13881989
41097,0.110521752
41151,0.214813317
41164,0.085879414
41185,0.106999934
41187,0.079572455
41194,0.111784919
41195,0.072436287
41196,0.094706675
41208,0.102769779
41217,0.156622307
41244,0.091984027
41251,0.081230605
41271,0.079245303
41306,0.095237865
41341,0.134131146
41351,0.114612435
41352,0.132752238
41363,0.108593934
41371,0.084281338
41378,0.100641225
41380,0.12058262
41387,0.086392951
41405,0.112434054
41407,0.084799402
41409,0.092581543
41413,0.095816443
41423,0.125094858
41424,0.108686304
41441,0.072406295
41442,0.089218444
41448,0.091328125
41453,0.115946645
41454,0.062390521
41464,0.130979253
41472,0.110233796
41473,0.130488161
41479,0.116745056
41488,0.131257895
41495,0.091463031
41497,0.097623431
41499,0.068755297
41527,0.076073795
41539,0.088054302
41549,0.080878319
41567,0.093498676
41569,0.091919847
41570,0.074104318
41571,0.092875687
41581,0.095395928
41587,0.149855845
41595,0.081859873
41610,0.096988171
41620,0.09641101
41621,0.093147238
41631,0.084082673
41640,0.103495948
41642,0.079585436
41645,0.094446995
41656,0.148195529
41665,0.129346711
41674,0.083642668
41676,0.058582982
41678,0.106626916
41679,0.101852074
41683,0.096367571
41690,0.10007009
41704,0.103320467
41710,0.091376929
41717,0.124869631
41718,0.067879443
41724,0.097070676
41730,0.115610023
41734,0.090162311
41747,0.154680088
41754,0.103558596
41762,0.085116703
41778,0.118543115
41787,0.064746067
41803,0.140212607
41804,0.088540864
41812,0.112057599
41817,0.167602741
41835,0.088342098
41855,0.102722832
41866,0.097746348
41873,0.077942527
41877,0.073552946
41890,0.095245221
41895,0.089720648
41897,0.122553713
41905,0.129883659
41929,0.091249499
41933,0.08634511
41935,0.091377089
41942,0.096386701
41955,0.130915621
41956,0.087224908
41966,0.075965344
41970,0.079320131
41976,0.10176101
41981,0.09300321
41993,0.100670346
41995,0.134542181
42002,0.066927206
42008,0.109913309
42014,0.083375298
42023,0.095190255
42024,0.081615864
42027,0.178344201
42035,0.093539834
42041,0.074371973
42054,0.141868552
42058,0.086204113
42063,0.133140948
42067,0.134557016
42070,0.10512146
42085,0.113083064
42117,0.105269496
42128,0.081787172
42140,0.100948406
42142,0.131555126
42154,0.096753102
42156,0.093520904
42158,0.089902326
42159,0.111423477
42171,0.098618458
42176,0.059454289
42177,0.098274062
42178,0.092135797
42181,0.085231134
42182,0.097591357
42186,0.102593955
42187,0.103444386
42197,0.08669238
42198,0.137116194
42211,0.097263283
42214,0.091993739
42229,0.096218598
42232,0.135306544
42254,0.090624434
42257,0.125698721
42279,0.081314476
42280,0.080956552
42284,0.078600021
42285,0.132831981
42296,0.080052228
42298,0.119484433
42302,0.0617716
42307,0.139587114
42336,0.086632469
42341,0.078897786
42343,0.114219215
42356,0.073644605
42361,0.146228229
42364,0.095311096
42380,0.132921111
42383,0.092823044
42397,0.11464478
42399,0.089155208
42425,0.10110499
42428,0.110028042
42436,0.115700517
42440,0.070101646
42442,0.13032305
41401,0.120862831
41578,0.093996934
41627,0.082961985
41887,0.08579682
41965,0.107564601
42104,0.150190518
42125,0.09421748
42374,0.067156699
42406,0.096731427
42430,0.086056232
42447,0.107513691
42468,0.088595839
42470,0.102418304
42473,0.089402217
42478,0.104533135
42495,0.107836934
42505,0.072655264
42508,0.081900602
42509,0.10364733
42510,0.09529825
42524,0.088021273
42537,0.100658902
42538,0.132500315
42542,0.106590399
42552,0.116932365
42560,0.108295691
42562,0.099119737
42565,0.098673051
42569,0.136924378
42573,0.112628097
42581,0.078387116
42590,0.126881364
42606,0.090572542
42624,0.085974529
42633,0.097128825
42635,0.084307924
42644,0.093936768
42653,0.172441849
42655,0.098771582
42656,0.102284269
42663,0.090868525
42667,0.09374134
42672,0.15033028
42674,0.087780026
42680,0.141321543
42690,0.084008336
42694,0.068258431
42703,0.106739449
42710,0.104068462
42716,0.093552849
42723,0.106576008
42724,0.093034143
42725,0.100146096
42727,0.111645646
42739,0.11009199
42743,0.085006988
42747,0.099448819
