"","Pesticide","AET_mean"
"11765",0,2.92937178335097
"11784",4.4215710245264,2.89867458668028
"11870",1.85125834871908,3.00343232100923
"11986",5.98977763964001,2.87799488433805
"11992",2.46982201597816,2.59293641208643
"12142",4.4215710245264,2.94304970048193
"12187",4.21937492462626,2.87625049669183
"12215",4.0484418035504,3.02256582776131
"12392",6.95136909386879,2.54743037898418
"12402",6.95136909386879,2.63617733619871
"12408",6.95136909386879,1.57801124190754
"12472",4.0484418035504,3.0187599218103
"12570",5.78923793550226,2.7494648426677
"12618",2.72916478969277,2.76116237232384
"12737",5.78923793550226,2.69282070057722
"12857",6.95136909386879,2.92633019487172
"12862",4.48797221209359,2.85620364580087
"12886",4.948994569896,2.96073684946162
"12897",2.68484536164441,2.68905503415811
"13182",5.6784582838221,2.99355300297675
"13231",5.50520154772776,2.86369629760033
"13286",2.94694327069783,2.85904353621513
"5018",5.98977763964001,2.90221016709914
"5457",5.44066196744929,3.02387317180863
"5463",3.20709554041922,2.95897036767338
"6323",5.98977763964001,2.90257266173288
"6540",5.98977763964001,2.95091514056288
"6542",5.98977763964001,2.92304345846143
"6694",5.98977763964001,2.93538429188915
"6783",5.6784582838221,2.97598267052278
"7007",4.0484418035504,3.05708622283533
"7125",5.32023770690539,3.02796570764944
"7400",5.98977763964001,2.99288605926321
"7473",4.0484418035504,3.04333069442775
"7583",5.98977763964001,2.95495426076334
"7699",5.98977763964001,2.94370645301627
"7750",5.50520154772776,2.73344566813559
"8005",5.32023770690539,2.93242695276877
"8075",5.98977763964001,2.88212117213001
"8295",0,2.98529278826692
"8694",5.50520154772776,2.87234360773092
"8768",5.00241662707248,2.43209080922275
"9138",6.95136909386879,1.90582799204761
"9371",4.28046454662692,2.57215908256639
"9924",5.98977763964001,2.9103400793844
"9947",2.56348108539441,2.85039093300849
"10617",5.98977763964001,2.89015144738051
"10814",5.98977763964001,2.92184433826686
"11078",5.98977763964001,2.91386113796408
"11235",5.98977763964001,2.77846565536467
"11285",5.98977763964001,2.92816563319996
"11847",5.98977763964001,2.95196309841622
"11903",6.95136909386879,2.50524690827357
"12149",5.98977763964001,2.94346212750895
"12281",5.00241662707248,2.51204241405241
"12458",5.98977763964001,2.94141381542063
"12730",2.48287358360875,2.95250992259367
"13094",5.98977763964001,2.87643435633285
"13150",5.98977763964001,2.95625278071972
"13254",4.0484418035504,2.95377694447553
"13429",2.44870631990508,2.64783396147724
"13526",4.21937492462626,2.73196988614498
"13553",5.15992795289598,2.96018470993657
"13562",5.98977763964001,2.8993334909164
"13598",5.98977763964001,2.87302115459205
"13629",2.39269695325967,2.51865492175077
"13830",2.44870631990508,2.88010722160926
"13862",6.95136909386879,2.48705416256416
"13947",6.95136909386879,1.44720419113526
"14187",0,2.85368553962039
"14193",0,2.90701285718287
"14204",4.0484418035504,3.00560178961999
"14210",4.4215710245264,3.02491182653484
"14238",4.18610837981321,3.00220850127313
"14327",2.44870631990508,2.82178248123802
"14381",4.06785166051235,2.78267307138217
"14389",0,2.93447139718766
"14445",5.78923793550226,2.95617129008373
"14479",6.95136909386879,2.86893468258595
"14882",4.0484418035504,3.00880920911834
"15083",2.44870631990508,2.80747865183613
"15147",3.37839790094814,2.98616368026935
"15260",1.7481880270062,2.86751133041407
"15292",2.20951501454263,2.86018287367782
"15329",2.39269695325967,2.49301383634756
"15346",4.31363525361033,2.77412576814003
"15457",4.28046454662692,2.89212442956802
"15477",6.95136909386879,2.79336625674019
"15493",2.39269695325967,2.61039079975044
"15511",5.07753141635459,2.97013370655296
"15681",6.95136909386879,2.5110154963055
"15694",4.4215710245264,2.47651333411839
"15711",4.21937492462626,2.96133067726424
"16044",2.72916478969277,2.81374178211443
"16052",4.06785166051235,2.81260502541705
"16072",4.0484418035504,3.03472869770641
"16084",2.20951501454263,2.90396480324204
"16290",5.00241662707248,2.89514618937599
"16297",1.7481880270062,2.84295081201915
"16335",2.79028516403324,2.94875634372602
"16370",4.28046454662692,2.68093953924712
"16515",5.6784582838221,2.95960066059269
"16530",4.4215710245264,2.70705792565275
"16587",3.65791593682995,2.87852350521641
"16600",2.89376176205794,2.69335263047751
"16682",4.0484418035504,3.03365188513986
"16685",4.0484418035504,3.06711072706316
"16724",6.95136909386879,2.92103274635045
"16770",5.6784582838221,3.02009850099936
"16894",2.72916478969277,2.77697560058029
"16970",5.07753141635459,2.98142487026649
"17087",5.50520154772776,2.269200119473
"17157",5.98977763964001,2.87159378252323
"17281",6.95136909386879,2.54778935156847
"17311",5.15992795289598,2.96564585843236
"17325",5.50520154772776,2.79855610892592
"17363",0,2.81492505743734
"17633",6.95136909386879,2.45620782591411
"17728",2.44870631990508,2.72704719556303
"17755",5.98977763964001,2.92227275483593
"17795",3.72320931040511,1.89114902329954
"17988",6.95136909386879,2.43854234878611
"18097",0,2.81587410204702
"18102",4.21937492462626,2.90651888823509
"18303",3.72320931040511,0.976224391728442
"18313",1.7481880270062,2.83013594728312
"18391",4.27630092457077,2.97024907107468
"18508",4.06785166051235,2.82771535203738
"18679",6.95136909386879,2.39678034308674
"18705",5.50520154772776,2.52800177926869
"18707",0,2.95660858709613
"18721",5.78923793550226,2.9179023124506
"18814",1.17609125905568,2.94767144970521
"18830",5.50520154772776,2.91034325724433
"18903",5.98977763964001,2.97978405757772
"18973",5.19781516944518,2.74964430988848
"19044",6.95136909386879,1.51355052034634
"19114",4.0484418035504,3.01233748852226
"19175",0,2.83355119947729
"19282",4.21937492462626,2.9271778139417
"19291",4.0484418035504,3.03143732024231
"19317",0,3.01385500703776
"19321",5.78923793550226,2.92373731094093
"19502",5.98977763964001,2.69811867708303
"19569",4.0484418035504,2.92138916621057
"19611",1.7481880270062,2.78511789102511
"19696",2.68484536164441,2.72577555378265
"19723",3.72320931040511,2.68612000907465
"19739",4.4215710245264,2.91155708245991
"19797",2.8668778143375,3.05201565732693
"19825",2.20951501454263,2.87695286775468
"19826",4.48482636908444,3.02036621608897
"19840",2.46982201597816,2.40105675234758
"20099",6.95136909386879,2.31740413505855
"20309",6.95136909386879,2.76307351383346
"20481",5.98977763964001,2.89880351044743
"20548",5.50520154772776,2.675928294435
"20586",6.95136909386879,2.68428953305848
"20708",6.95136909386879,2.31570801111979
"20764",3.72320931040511,2.6337238831664
"20767",2.56348108539441,2.54459213114286
"20866",5.98977763964001,2.8725031256422
"20898",5.98977763964001,2.88758883668776
"21111",0,2.94873889037447
"21303",4.4215710245264,2.95707398168659
"21367",5.6784582838221,2.91552231900848
"21400",6.95136909386879,1.21967183027479
"21407",6.95136909386879,2.55311693474309
"21450",5.06566932773143,2.42753633958592
"21584",6.95136909386879,2.53455112046114
"21598",5.78923793550226,2.90317560953403
"21602",5.50520154772776,2.67676163291645
"13635",4.0484418035504,2.91196885310662
"13674",5.98977763964001,2.90106892437082
"14355",3.20709554041922,2.92284434952358
"15271",0,2.98286593406716
"15456",5.98977763964001,2.53621262482351
"16304",5.98977763964001,2.93385370525851
"17174",5.44066196744929,3.03543212059346
"17433",5.19781516944518,2.93002827425844
"17457",5.98977763964001,2.81731544533575
"17568",5.98977763964001,2.89581210752396
"17919",2.56348108539441,2.86417722237553
"18446",5.98977763964001,2.64783396147724
"18818",5.44066196744929,3.04790155921739
"19226",4.0484418035504,3.0223559435514
"19312",3.30770992340481,2.96118794996857
"19967",5.98977763964001,2.96045095712815
"20406",5.98977763964001,2.84496137824084
"20521",5.98977763964001,2.97392053121317
"20583",2.94694327069783,2.96670310202788
"20763",5.19781516944518,2.81349759068375
"21187",2.94694327069783,2.74980377403632
"21408",5.98977763964001,2.92539651308113
"21506",2.94694327069783,2.70627062180831
"21777",5.98977763964001,2.95229502634116
"21800",5.98977763964001,2.92910860450597
"21808",5.98977763964001,2.92310363626889
"21870",4.0484418035504,2.90135451631558
"21876",5.98977763964001,2.86289061697192
"21926",6.95136909386879,2.79784848726227
"21975",3.01367969729119,2.80276354763542
"22003",2.44870631990508,2.79732731939518
"22121",6.95136909386879,1.47487504796563
"22197",5.32023770690539,2.92769566870745
"22322",5.98977763964001,2.9012020076167
"22358",4.35326208591632,2.96770672942748
"22371",5.98977763964001,2.86207811191622
"22381",2.44870631990508,2.71663920685762
"22394",4.21937492462626,2.66082596612381
"22646",2.68484536164441,2.85832769060481
"22815",5.15992795289598,2.90367124225624
"22874",2.68484536164441,2.64334984835243
"22906",3.59228781595213,2.93644641729319
"22927",5.00241662707248,2.89290031336069
"22964",5.78923793550226,3.00651570344406
"23037",2.72916478969277,2.91902046918713
"23493",2.72916478969277,2.81786037052868
"23702",2.44870631990508,2.9362234216404
"23831",5.78923793550226,2.72045464142074
"23885",2.8668778143375,2.98910270532972
"24009",2.8668778143375,3.05035673611019
"24045",4.0484418035504,3.00210303781345
"24046",4.0484418035504,2.98859611257083
"24121",4.4215710245264,2.83572830833152
"24249",5.98977763964001,2.61795464982364
"24331",4.35326208591632,2.98514568627862
"24391",5.98977763964001,2.89777922477047
"24438",5.98977763964001,2.8649328949859
"24638",4.07044424997295,2.97139873344165
"24695",0,2.89628010528334
"24849",0,2.98591674875949
"24948",4.4215710245264,2.66299379717605
"24952",6.95136909386879,2.50191467805843
"25072",6.95136909386879,2.577242109967
"25082",5.78923793550226,2.937926656649
"25115",0,2.79995970789724
"25436",6.95136909386879,2.61233596462273
"25497",6.95136909386879,1.43489191973079
"25557",4.21937492462626,2.9409165146611
"25602",5.15992795289598,3.00270589337592
"25822",5.98977763964001,2.9254609694124
"25910",3.45255306322893,2.88616662916242
"26047",3.01367969729119,2.78433067375203
"26125",5.98977763964001,2.87118534715833
"26168",6.95136909386879,2.75931253101238
"26170",5.98977763964001,2.9364030244416
"26239",4.28046454662692,2.4315408542487
"26262",3.65791593682995,2.90841001296195
"26266",2.20951501454263,2.79177834099051
"26307",5.98977763964001,2.98731639271934
"26342",5.98977763964001,2.95386176043868
"26437",1.85125834871908,2.99814122858186
"26474",2.8668778143375,3.05991148751915
"26515",3.72320931040511,2.65137032869795
"26631",5.98977763964001,2.88505480615691
"26663",6.95136909386879,2.75317709730889
"26685",5.78923793550226,3.01179063596438
"26733",2.72916478969277,2.79871845243861
"26734",2.8668778143375,3.04456542377268
"27112",5.50520154772776,2.65903003184968
"27114",6.95136909386879,2.37524980304093
"27131",6.95136909386879,2.85505019796834
"27172",2.8668778143375,3.01307935226701
"27218",4.0484418035504,3.01456303789566
"27338",6.95136909386879,1.5619385986628
"27475",4.48482636908444,2.97397405689888
"27525",5.50520154772776,2.56056130464335
"27568",5.98977763964001,2.8661941252905
"27652",4.0484418035504,3.01426045206398
"27743",2.20951501454263,2.877958935288
"27763",4.21937492462626,2.83085206140304
"27867",6.95136909386879,2.60969284729203
"27878",6.95136909386879,2.89115068402013
"27894",4.0484418035504,2.90575734319622
"28063",5.78923793550226,3.016157504538
"28113",6.95136909386879,2.96352361862614
"28168",2.68484536164441,2.92477140453222
"28205",2.44870631990508,2.86062672713153
"28212",0,2.9109069575123
"28280",6.95136909386879,2.89914603329471
"28317",0,2.84469531851338
"28438",6.95136909386879,1.41912930774198
"28442",2.68484536164441,2.87432475137319
"28568",6.95136909386879,1.60624057024941
"28643",4.21937492462626,2.91353318528461
"28682",4.4215710245264,2.90011993055435
"28694",4.4215710245264,2.94188395115494
"28748",2.20951501454263,2.91120518440004
"28799",4.06785166051235,2.82288189500949
"28887",1.85125834871908,2.85426084561157
"28912",2.68484536164441,2.87021573154358
"29020",0,2.9219433601496
"29110",2.46982201597816,2.58355298203157
"29153",1.7481880270062,2.784413494176
"29155",5.15992795289598,2.95848993606967
"29175",6.95136909386879,1.34616662194676
"22451",5.98977763964001,2.92924097449817
"22652",5.98977763964001,2.95037354850434
"22731",2.94694327069783,2.85334143924898
"22990",5.98977763964001,2.9407535840833
"23193",5.44066196744929,3.01884532836381
"23201",0,2.9482644726206
"23820",5.98977763964001,2.93546827783191
"23844",5.98977763964001,2.80918682125436
"23908",5.98977763964001,2.94965134121913
"23946",5.44066196744929,3.01940315254458
"23973",4.21937492462626,2.90207253408417
"23986",0,3.01761459448801
"24749",6.95136909386879,1.06137168752134
"24780",5.98977763964001,2.89741434220203
"25027",3.20709554041922,2.8867239917382
"25180",5.98977763964001,2.91227900698455
"25906",5.6784582838221,2.98545320630874
"26132",5.50520154772776,2.93446989412953
"26314",6.95136909386879,2.07102677271814
"26400",5.98977763964001,2.93686964434485
"26787",5.98977763964001,2.74475618840191
"26792",5.32023770690539,2.99162420743859
"26834",4.07044424997295,2.90177607016384
"26902",5.98977763964001,2.92797953926058
"26976",6.95136909386879,2.64143279434278
"27208",5.98977763964001,2.66610271973768
"27357",5.78923793550226,2.71310786182327
"27511",5.98977763964001,2.97977593272969
"27617",5.98977763964001,2.94746727420222
"28002",2.56348108539441,2.82061190699932
"28009",5.98977763964001,2.94481058008011
"28073",5.98977763964001,2.92117224986082
"28128",5.98977763964001,2.97720764224252
"28229",3.1078880251828,2.91046346880832
"28551",5.98977763964001,2.71072164303486
"28672",2.94694327069783,2.88621534300954
"28758",5.98977763964001,2.7311280974123
"28871",5.6784582838221,2.96983592437488
"28967",4.0484418035504,2.99984228112302
"29168",5.98977763964001,2.95033587262675
"29218",5.98977763964001,2.94381679599392
"29425",3.65791593682995,2.51958972564471
"29447",4.4215710245264,2.93033945663003
"29468",5.78923793550226,2.91327127601588
"29474",6.95136909386879,2.93482897599514
"29495",6.95136909386879,2.89514783488177
"29533",5.78923793550226,3.00729299148626
"29805",5.98977763964001,2.89050085965997
"29845",4.0484418035504,2.81018849726206
"29890",2.44870631990508,2.90026306239979
"29892",6.95136909386879,2.54475070883731
"29908",5.98977763964001,2.9152113311362
"29928",2.46982201597816,2.53573855756009
"29945",3.72320931040511,2.17652189311422
"29981",5.98977763964001,2.91418569338872
"30087",5.50520154772776,2.91248618023191
"30088",6.95136909386879,2.2964627752495
"30163",2.44870631990508,2.9010884025246
"30222",4.0484418035504,3.02812686496342
"30426",4.21937492462626,2.75096043479073
"30437",3.72320931040511,2.74541406781658
"30444",2.72916478969277,2.87256552977901
"30446",5.98977763964001,2.90367285577632
"30463",3.72320931040511,2.58129121141383
"30493",6.95136909386879,2.46594907643554
"30575",4.0484418035504,2.98188599208315
"30583",6.95136909386879,2.36947539329118
"30634",2.44870631990508,2.85342658416409
"30650",5.98977763964001,2.90575252584978
"30710",0,2.89151920571499
"30729",5.00241662707248,2.9133459730657
"30746",6.95136909386879,2.66093884766037
"30850",5.78923793550226,2.82670325680744
"30963",4.4215710245264,2.90235584861909
"30967",2.44870631990508,2.78887301406751
"30992",2.46982201597816,2.76910246380314
"31040",5.07753141635459,2.99985521105435
"31116",2.94694327069783,2.8404869661422
"31243",6.95136909386879,2.82206100309553
"31301",6.95136909386879,2.42487191812205
"31320",6.95136909386879,2.53172975005417
"31341",4.0484418035504,2.97465421916565
"31375",6.95136909386879,1.36858569999625
"31417",4.0484418035504,3.02525220937398
"31580",1.17609125905568,2.95138956441353
"31670",4.0484418035504,3.04502244594484
"31693",0,2.85782589571924
"31696",6.95136909386879,2.50768724638527
"31701",4.0484418035504,3.00566685975418
"31754",4.0484418035504,2.98441076790199
"31771",2.44870631990508,2.93613658702149
"31820",6.95136909386879,2.72532813835639
"31892",0,2.77429750383944
"31900",6.95136909386879,2.93552675850866
"31984",5.98977763964001,2.93495511002621
"32010",3.72320931040511,2.41918839143101
"32027",6.95136909386879,2.74106714132927
"32131",5.50520154772776,2.88913155384605
"32223",2.44870631990508,2.43034769076036
"32269",4.48797221209359,3.01662176766296
"32389",5.98977763964001,2.95295812208927
"32438",1.7481880270062,2.85129475685192
"32448",6.95136909386879,2.70575429031645
"32513",4.4215710245264,2.89932534229588
"32550",4.28046454662692,2.37883033592607
"32606",6.95136909386879,2.57178506091548
"32657",2.44870631990508,2.82628117473491
"32674",4.4215710245264,2.75089392038213
"32721",5.98977763964001,2.8774227702612
"32882",0,3.00456189942816
"32902",5.50520154772776,2.87908734211605
"32920",6.95136909386879,2.12668982885127
"32951",2.72916478969277,2.82007238152044
"33066",3.01367969729119,2.8238971078851
"33084",4.18610837981321,3.017629488125
"33090",6.95136909386879,2.29530524019428
"33152",1.7481880270062,2.81966729713392
"33170",2.94694327069783,2.92453771777549
"33177",5.78923793550226,2.88344511262695
"33221",5.98977763964001,2.86015612106281
"33240",4.4215710245264,2.94201691606329
"33266",0,2.83991553331448
"33282",6.95136909386879,2.68251306680133
"33395",2.94694327069783,2.95128112904064
"33413",4.4215710245264,2.5525740710591
"33415",4.06785166051235,2.80640005448384
"33468",5.15992795289598,2.87802911875679
"33502",3.59228781595213,2.81896190128551
"33595",4.18610837981321,3.026855774067
"33638",4.21937492462626,2.77937098915924
"33653",4.4215710245264,2.68302022116829
"33823",3.59228781595213,2.872679913992
"33830",4.4215710245264,2.93108235631532
"33913",2.72916478969277,2.71956802424967
"33924",5.6784582838221,2.94084246288499
"33929",6.95136909386879,2.44025294881355
"29693",4.0484418035504,2.91722409098848
"29834",3.20709554041922,2.97119022313088
"29846",1.63346845557959,2.17661944430116
"29902",5.98977763964001,3.01064819792238
"30015",5.6784582838221,2.9955568515988
"30045",5.44066196744929,3.05885741115779
"30077",5.44066196744929,3.04153484161214
"30419",2.94694327069783,2.65441721491371
"30464",5.98977763964001,2.93383363561465
"30535",0,2.91893479891393
"30687",0,2.97100786716338
"30781",5.32023770690539,2.95440476508122
"30894",5.98977763964001,2.95495139313019
"30978",5.98977763964001,2.98154761422609
"31557",3.23172438332852,3.04574663293262
"31778",3.30770992340481,2.96677147803311
"31809",5.98977763964001,2.930648899902
"31868",5.98977763964001,2.90605752142081
"32204",5.98977763964001,2.96619482854326
"32308",5.98977763964001,2.99243121525963
"32385",5.98977763964001,2.92054723504268
"32603",4.0484418035504,3.0187945814526
"32630",3.20709554041922,2.99692061114402
"32769",5.98977763964001,2.96734736287188
"32927",5.98977763964001,2.88209065018491
"33016",2.56348108539441,2.31184212339308
"33095",5.98977763964001,2.92052084989158
"33291",5.98977763964001,2.82237242439692
"33579",5.98977763964001,3.01792601595889
"33629",5.98977763964001,2.9686135730469
"33707",4.21937492462626,1.62287983522118
"33786",0,3.07980767749993
"33800",3.20709554041922,2.9355237596834
"33943",5.98977763964001,2.99133685097224
"33944",4.0484418035504,3.00364770543562
"34084",6.95136909386879,2.01228471899297
"34091",4.50851625226694,2.25592546625914
"34158",2.94694327069783,2.819553727456
"34161",6.95136909386879,2.63206543568906
"34241",3.65791593682995,2.97152572375457
"34282",2.72916478969277,2.76672038118245
"34288",5.78923793550226,2.98300171304262
"34322",2.96425963019685,2.90724336166921
"34337",3.59228781595213,2.93658554447155
"34349",4.21937492462626,2.75180588527475
"34354",2.39269695325967,2.49104052403268
"34447",6.95136909386879,2.73272873439926
"34490",2.72916478969277,2.62497540133907
"34526",6.95136909386879,2.84719427864393
"34538",6.95136909386879,2.89598787108594
"34568",5.98977763964001,2.95960066059269
"34633",4.0484418035504,2.978376189143
"34651",4.21937492462626,2.10514507785003
"34662",3.01367969729119,2.83958652511212
"34707",3.72320931040511,2.66105452070619
"34777",6.95136909386879,2.59179312252577
"34780",6.95136909386879,1.49398056296747
"34829",6.95136909386879,2.67344605813357
"35076",5.98977763964001,2.57807612847539
"35088",5.98977763964001,2.90082699791997
"35144",2.26007138798507,2.85058789363225
"35157",6.95136909386879,2.44017789907946
"35340",2.29446622616159,3.04032443683548
"35349",1.17609125905568,2.98594478588987
"35351",4.21937492462626,2.26735334524057
"35390",2.8668778143375,2.98221602717364
"35394",0,2.91779767915057
"35434",0,2.90961173875045
"35439",6.95136909386879,2.39686327920074
"35477",6.95136909386879,2.58973246188486
"35480",4.0484418035504,3.01574551714064
"35536",5.98977763964001,2.91508090128714
"35585",6.95136909386879,2.7337464277521
"35756",6.95136909386879,2.55155164672892
"35813",4.0484418035504,3.00484830898537
"35832",0,2.85635840714347
"35886",5.98977763964001,2.90190245659537
"35900",5.98977763964001,2.93051544159945
"35976",3.01367969729119,2.79728403227911
"35981",3.59228781595213,2.89474944183575
"35997",3.18497519069826,2.88944344217122
"36065",6.95136909386879,2.64781360425133
"36077",6.95136909386879,2.53869863180651
"36113",4.48482636908444,3.035989281227
"36143",5.50520154772776,2.88447505916827
"36183",5.50520154772776,2.88441940319196
"36198",5.50520154772776,1.97585561048653
"36207",5.50520154772776,2.73163192772345
"36257",5.98977763964001,2.87549706254225
"36309",5.50520154772776,2.6842788370379
"36345",0,2.92651699674189
"36409",3.59228781595213,2.89801141188189
"36523",0,2.86525559716774
"36561",2.79028516403324,2.92641594994336
"36701",3.59228781595213,2.92308974983859
"36722",4.18610837981321,2.97887584020617
"36761",4.4215710245264,2.97712454076773
"36838",5.98977763964001,2.56702636615906
"36840",0,2.7031377815079
"36860",2.44870631990508,2.90552765507874
"36867",2.44870631990508,2.77636819411719
"36892",4.0484418035504,3.03785673712961
"36906",5.15992795289598,2.98478976090214
"36910",2.94694327069783,2.80425101906759
"36915",6.95136909386879,2.48611830080418
"36934",0,2.99566261131306
"36938",4.0484418035504,3.00609403789573
"36984",4.86585578464168,2.99535701290464
"36991",4.21937492462626,2.93575310928197
"37014",3.65791593682995,2.95472048724885
"37042",4.4215710245264,2.58668440195034
"37065",5.98977763964001,2.90533642333134
"37066",5.6784582838221,3.02050802576741
"37073",4.0484418035504,3.00381301718962
"37080",5.15992795289598,2.91644924835272
"37081",2.46982201597816,2.64296476126865
"34003",0,2.96836340660321
"34106",0,2.89970327867733
"34392",0,3.0169948098229
"34585",3.20709554041922,2.99050270458714
"34606",0,2.90794692389952
"34636",5.98977763964001,2.97660240875042
